"Site","Date","Round","White","Black","Result","ECO","WhiteElo","BlackElo","Annotator","Source","Remark","pgn","ID","Time","Moves","Termination"
"Adelaide (Australia)","1980.??.??","?","Hamilton Douglas G (AUS)","Rogers Ian (AUS)","0-1","B01","2268","2547","","","","1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 Bg4 6.h3 Bh5 7.Be2 e6 8.O-O c6 9.Ne5 Bxe2 10.Qxe2 Be7 11.Bd2 Qd8 12.Rae1 O-O 13.Qd3 Nbd7 14.f4 c5 15.Be3 cxd4 16.Bxd4 Nxe5 17.Rxe5 Nd7 18.Rh5 f5 19.Qe3 Kh8 20.Rd1 Qe8 21.Qxe6 Qxh5 22.Qxe7 Rf7 23.Qe3 a6 24.Re1 Nf8 25.Nd5 h6 26.Nb6 Rd8 27.Nc4 Ng6 28.Ne5 Nxe5 29.Bxe5 Rd1 30.Kh2 Rxe1 31.Qxe1 Rd7 32.Qc3 Kh7 33.a4 Qf7 34.a5 Rd8 35.Qf3 Rd2 36.Qc3 Qd5 37.Qg3 g6 38.h4 Rxc2 39.h5 Qf7 40.Qd3 Rc6 41.hxg6+ Rxg6 42.Qd8 Rg8 43.Qd3 Re8 44.Kg1 Re7 45.Qd8 Rd7 46.Qh8+ Kg6 47.Qc8 Kh5 48.Qc3 Qd5 49.Qc8 Kh4 50.Kh2 Kg4 51.Qc2 Qd3 52.Qf2 Kh5 53.Qb6 Qd5 54.Qf6 Qf7 55.Qb6 Qg6 56.Qe3 Qg4 57.Bf6 Rf7 58.Qe5 Rxf6 59.Qxf6 Qh4+ 60.Qxh4+ Kxh4 61.g3+ Kg4 62.Kg2 h5 63.Kf2 h4 64.gxh4 Kxh4 65.Ke3 Kg3 66.b4 Kg4 67.b5 axb5 68.Kd4 Kxf4 69.Kc5 b4 70.Kxb4 Ke5 71.Kc5 f4 72.Kb6 f3 73.Kxb7 f2 74.a6 f1Q 75.a7 Qb5+ 76.Kc7 Qe8 0-1')"">","o_299021","","",""
"","","","peace556","mike-m","1-0","","1200","1200","","","","","c_299021","6 hours","34","resignation"
"","","","phallotti","andrii","1-0","","1442","1418","","","","","l_299021","              5 min","25","checkmate"
"Adelaide (Australia)","1980.??.??","?","Hamilton Douglas G (AUS)","Shaw Terrey I (AUS)","0-1","C91","2268","2280","","","","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 d6 8.c3 O-O 9.d4 Bg4 10.d5 Na5 11.Bc2 c6 12.h3 Bc8 13.dxc6 h6 14.Nbd2 Qb6 15.Nf1 Qxc6 16.Ne3 Nc4 17.Nh4 Nxe3 18.Bxe3 Be6 19.Qf3 b4 20.Bd2 bxc3 21.Bxc3 g6 22.Qe3 Kh7 23.Rac1 Ng4 24.hxg4 Bxh4 25.g3 Bd8 26.Bd2 g5 27.Qf3 Qd7 28.Qa3 Bxg4 29.Ba4 Qe6 30.Rc6 Be7 31.f3 Bh5 32.g4 Bg6 33.Bb3 Qd7 34.Bd5 h5 35.Rec1 Rfc8 36.Ba5 Bd8 37.Bxd8 Qxd8 38.R1c4 hxg4 39.fxg4 Qd7 40.Qh3+ Kg7 41.Kf1 Rab8 42.b3 a5 43.Rc2 Rxc6 44.Bxc6 Qc8 45.Rc3 Qe6 46.Bd5 Qd7 47.Qf3 Rh8 48.Bc6 Qc8 49.Bd5 Rh1+ 50.Ke2 Qh8 51.Rc7 Qh2+ 52.Kd3 Rg1 53.Rxf7+ Kh6 54.Qf2 Rg2 55.Qe1 Bxf7 56.Bxf7 Qg3+ 57.Qxg3 Rxg3+ 58.Kc4 Rxg4 59.Bd5 Rf4 60.a4 g4 61.b4 g3 62.bxa5 g2 0-1')"">","o_299022","","",""
"Adelaide (Australia)","1980.??.??","?","Harrison Kevin (AUS)","Barber Haydn J (AUS)","1-0","B82","2225","2243","","","","1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.f4 e6 7.Be3 Be7 8.Qf3 O-O 9.O-O-O Bd7 10.Rg1 Nxd4 11.Bxd4 Bc6 12.g4 Qa5 13.g5 Nd7 14.Qh5 e5 15.Be3 exf4 16.Bxf4 Qc5 17.Bd3 Ne5 18.Rg3 h6 19.Nd5 Bxd5 20.exd5 Nxd3+ 21.Rgxd3 Rfc8 22.c3 Qc4 23.Rd4 Qxa2 24.gxh6 g6 25.h7+ Kh8 26.Qf3 Rc5 27.Bxd6 Bg5+ 28.Kc2 Rc4 29.Be5+ f6 30.Bxf6+ Bxf6 31.Qxf6+ Kxh7 32.Qf7+ Kh8 33.R1d3 Qa4+ 34.Kb1 Rxd4 35.Rxd4 1-0')"">","o_299023","","",""
"","","","eemanuel","johnnymack27","1-0","","1246","1240","","","","","l_299023","              5 min","29","resignation"
"Adelaide (Australia)","1980.??.??","?","Hjorth Greg (USA)","Curtis John (AUS)","1-0","B50","2378","2292","","","","1.e4 c5 2.b3 Nc6 3.Bb2 e6 4.Nf3 d6 5.d4 cxd4 6.Nxd4 Nf6 7.Nxc6 bxc6 8.e5 dxe5 9.Qxd8+ Kxd8 10.Bxe5 Bb4+ 11.c3 Bc5 12.Be2 Ke7 13.Bf3 Bb7 14.Nd2 Bd6 15.Nc4 Bxe5 16.Nxe5 Nd5 17.c4 Nb4 18.O-O-O Rad8 19.a3 f6 20.axb4 fxe5 21.b5 Rxd1+ 22.Rxd1 Rc8 23.Kb2 cxb5 24.Bxb7 Rb8 25.Ba6 bxc4 26.Bxc4 1-0')"">","o_299024","","",""
"","","","SlickRick43","Persist","0-1","","1200","1285","","","","","l_299024","              10 min","33","checkmate"
"Adelaide (Australia)","1980.??.??","?","Hjorth Greg (USA)","Rubinraut Serge (AUS)","1-0","B21","2378","2255","","","","1.e4 c5 2.f4 Nc6 3.Nf3 d6 4.Bb5 Bd7 5.O-O g6 6.Nc3 Bg7 7.d3 e6 8.f5 gxf5 9.exf5 Nd4 10.Bg5 Bf6 11.Bxf6 Nxf6 12.Nxd4 cxd4 13.fxe6 dxc3 14.exd7+ Nxd7 15.Kh1 Kf8 16.Qh5 Ne5 17.d4 Ng6 18.Bc4 Qc7 19.Qd5 cxb2 20.Rxf7+ Ke8 21.Re1+ Ne7 22.Rfxe7+ Qxe7 23.Qf7+ 1-0')"">","o_299025","","",""
"","","","Miyamoto_Musashi","em1962","0-1","","1319","1449","","","","","l_299025","              5 min","40","time"
"Adelaide (Australia)","1980.??.??","?","Jamieson Robert M (AUS)","Hjorth Greg (USA)","1/2-1/2","A56","2444","2378","","","","1.d4 e6 2.Nf3 c5 3.e3 Nf6 4.c4 cxd4 5.exd4 b6 6.Nc3 Bb7 7.Bg5 Be7 8.Rc1 O-O 9.Bd3 d5 10.Bxf6 Bxf6 11.cxd5 exd5 12.O-O Nc6 13.Re1 g6 14.Bf1 Bg7 15.Qd2 Qd7 16.Qf4 Rfe8 17.g3 Re6 18.Rxe6 fxe6 19.Bb5 Rf8 20.Qe3 Rxf3 21.Qxf3 Nxd4 22.Bxd7 Nxf3+ 23.Kg2 Bh6 24.Bxe6+ Kf8 25.Rd1 d4 26.Bd5 dxc3 27.bxc3 Bxd5 28.Rxd5 Nd2 29.Rd7 a5 30.Rc7 Bg7 31.Rc6 Ne4 32.Rxb6 Nxc3 33.Ra6 a4 1/2-1/2')"">","o_299026","","",""
"","","","Arabesque","ImbaSander","stalemate","","1069","1216","","","","","l_299026","              10 min","53","draw"
"Adelaide (Australia)","1980.??.??","?","Jamieson Robert M (AUS)","Rogers Ian (AUS)","0-1","D95","2444","2547","","","","1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d5 5.e3 O-O 6.Qb3 dxc4 7.Bxc4 a6 8.Ne5 e6 9.a4 c5 10.dxc5 Qc7 11.Nd3 Nbd7 12.a5 Nxc5 13.Nxc5 Qxc5 14.Na4 Qxa5+ 15.Bd2 Qg5 16.Nb6 Qxg2 17.O-O-O Bd7 18.Rhg1 Qf3 19.Bc3 Bc6 20.Nxa8 Rxa8 21.Qc2 Rc8 22.Rg3 Qh5 23.f3 b5 24.Be2 Bb7 25.Kb1 Qxh2 26.Rdg1 b4 27.R1g2 Qh6 0-1')"">","o_299027","","",""
"","","","backwardsinduction","Astro1282","1-0","","1105","831","","","","","l_299027","              10 min","20","game abandoned"
"Adelaide (Australia)","1980.??.??","?","Johansen Darryl K (AUS)","Jamieson Robert M (AUS)","1-0","B16","2460","2444","","","","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6 6.Nf3 h5 7.Bf4 Bg4 8.Be2 e6 9.Qd2 Bd6 10.h3 Bxf3 11.Bxf3 Qc7 12.Bxd6 Qxd6 13.h4 Nd7 14.O-O-O O-O-O 15.Kb1 Qc7 16.Qe2 Qa5 17.Rd3 Qb5 18.Rc1 Nb6 19.c4 Qf5 20.Ka1 Qf4 21.Qd1 e5 22.g3 Qf5 23.c5 Na8 24.d5 e4 25.dxc6 Rxd3 26.cxb7+ Kc7 27.Qa4 Rb8 28.bxa8Q Rxa8 29.Bxe4 Qd7 1-0')"">","o_299028","","",""
"","","","mohankumar1984","n3mir","0-1","","1069","1255","","","","","l_299028","              5 min","13","checkmate"
"Adelaide (Australia)","1980.??.??","?","Johansen Darryl K (AUS)","Rogers Ian (AUS)","0-1","D43","2460","2547","","","","1.c4 e6 2.Nf3 d5 3.d4 Nf6 4.Bg5 h6 5.Bxf6 Qxf6 6.Nc3 c6 7.e3 Nd7 8.cxd5 exd5 9.Bd3 Be7 10.Qc2 O-O 11.O-O Qe6 12.Rae1 Nf6 13.Ne5 Bd6 14.f4 c5 15.Qd2 b6 16.Qe2 Bb7 17.Qf3 Rad8 18.h3 Ne4 19.f5 Qf6 20.Nxe4 dxe4 21.Bxe4 Bxe4 22.Qxe4 Rde8 23.Qb7 Bxe5 24.dxe5 Qxe5 25.Qxa7 Qxb2 26.Rb1 Qe5 27.Qxb6 Rb8 28.Qb5 Rxb5 0-1')"">","o_299029","","",""
"","","","11335577","freakkyy","0-1","","1373","1141","","","","","l_299029","              5 min","43","checkmate"
"Adelaide (Australia)","1980.??.??","?","Johansen Darryl K (AUS)","West Guy (AUS)","1-0","A00","2460","2356","","","","1.g3 Nf6 2.Bg2 g6 3.d3 Bg7 4.e4 O-O 5.c4 c6 6.Nc3 Na6 7.Nge2 Nc7 8.d4 d5 9.cxd5 cxd5 10.e5 Nfe8 11.Nf4 e6 12.O-O f6 13.Nd3 b6 14.Re1 Ba6 15.Bf4 Bxd3 16.Qxd3 fxe5 17.dxe5 Rf7 18.Rad1 Bf8 19.Ne2 Ng7 20.Nd4 Qd7 21.a3 Nf5 22.Nxf5 Rxf5 23.Bh3 Rf7 24.Rc1 Ne8 25.Bf1 Rc8 26.Qa6 Rxc1 27.Rxc1 Bc5 28.Rc2 Qb7 29.Qxb7 Rxb7 30.b4 Bf8 31.Rc8 Kf7 32.Bb5 Ng7 33.Bc6 Re7 34.Bg5 Nf5 35.Bxe7 Bxe7 36.Be8+ Kg7 37.Rc7 Kf8 38.Bd7 Nd4 39.Rxa7 1-0')"">","o_299030","","",""
"","","","minet","Okapi","0-1","","1229","1374","","","","","l_299030","              15|10","20","time"
"Adelaide (Australia)","1980.??.??","?","Jordan William (AUS)","Curtis John (AUS)","1-0","B92","2275","2292","","","","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be6 8.f4 Qc7 9.g4 exf4 10.g5 Nfd7 11.Bxf4 Nc6 12.Qd2 Be7 13.O-O-O Nce5 14.Kb1 O-O 15.h4 b5 16.Nd5 Bxd5 17.exd5 Rfc8 18.Bd3 Nxd3 19.Qxd3 Nc5 20.Nxc5 Qxc5 21.Qe4 Bf8 22.Rhe1 a5 23.h5 b4 24.g6 fxg6 25.hxg6 h6 26.Qf5 Ra7 27.Be3 1-0')"">","o_299031","","",""
"","","","before","JahBuloN69fr","0-1","","1575","1940","","","","","l_299031","              10 min","17","resignation"
"Adelaide (Australia)","1980.??.??","?","Jordan William (AUS)","Johansen Darryl K (AUS)","0-1","B92","2275","2460","","","","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.f4 O-O 9.O-O Qc7 10.g4 exf4 11.g5 Ne8 12.Bxf4 Be6 13.Nd4 Nc6 14.Nxe6 fxe6 15.Bg4 Nd8 16.Qd3 Rxf4 17.Rxf4 Bxg5 18.Rf2 Nf6 19.Raf1 Qe7 20.e5 dxe5 21.Rg2 Nf7 22.Qc4 Nxg4 23.Qxg4 Be3+ 24.Kh1 Nd6 25.Qh5 Bd4 26.Ne2 Nf5 27.c3 Bb6 28.Re1 Qd7 29.Ng1 Rf8 30.Nf3 Qd5 31.Rxe5 Qd3 32.Rge2 Nh4 33.Ng1 Ng6 34.Rxe6 Bxg1 35.Rxg6 hxg6 36.Qg4 Bc5 37.Qe6+ Kh7 38.Qg4 Rf1+ 0-1')"">","o_299032","","",""
"","","","leehawkesford","thriller","0-1","","1083","1364","","","","","l_299032","              10 min","18","checkmate"
"Adelaide (Australia)","1980.??.??","?","Jordan William (AUS)","West Guy (AUS)","0-1","A14","2275","2356","","","","1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O O-O 6.b3 c5 7.Bb2 Nc6 8.d3 d4 9.e4 dxe3 10.fxe3 Ng4 11.Qe2 Bf6 12.Nc3 Qe7 13.Rad1 Rd8 14.Kh1 Rb8 15.d4 Nxe3 16.Qxe3 cxd4 17.Nxd4 Bxd4 18.Rxd4 Nxd4 19.Nd5 Qf8 20.Bxd4 exd5 21.Bxd5 Rxd5 22.cxd5 b6 23.Be5 Ra8 24.Qg5 Bb7 25.Kg1 h6 26.Qd2 Rd8 27.d6 Qe8 28.Qf4 Qe6 29.Rd1 b5 30.Kf2 f6 31.Bc3 Qh3 32.d7 Rxd7 33.Rxd7 Qxd7 34.g4 Qc6 35.Bd2 a6 36.Qb8+ Kh7 37.Qf4 Qg2+ 38.Ke3 Bc8 39.Qg3 Qxg3+ 40.hxg3 Bxg4 41.a4 Bd1 42.axb5 axb5 43.b4 Kg6 44.Kf4 Kf7 45.Be3 h5 46.Bc5 Bg4 47.Bd6 Bd7 48.Bc5 Ke6 49.Bf8 g5+ 50.Ke3 Kf5 51.Be7 Kg4 52.Kf2 f5 53.Bd6 h4 54.gxh4 Kxh4 55.Be5 f4 56.Bd6 Kg4 57.Kg2 Kf5 58.Bc5 g4 59.Bd6 g3 60.Bb8 Kg4 61.Ba7 f3+ 62.Kg1 f2+ 63.Kg2 Be6 64.Bb6 Bd5+ 65.Kf1 Kf3 66.Bxf2 Bc4+ 67.Kg1 gxf2+ 68.Kh2 f1R 0-1')"">","o_299033","","",""
"","","","sajeevchacko","NewFoundDean","1-0","","1211","1248","","","","","l_299033","              5 min","32","checkmate"
"Adelaide (Australia)","1980.??.??","?","Levi Eddy (AUS)","Hamilton Douglas G (AUS)","0-1","B30","2250","2268","","","","1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.Bxc6 dxc6 5.d3 Ne7 6.O-O Ng6 7.e5 Be7 8.b3 O-O 9.Re1 f5 10.Nc3 b5 11.Ne2 Rb8 12.c4 Rb7 13.Qc2 Rd7 14.Rd1 f4 15.Bb2 Qe8 16.Nc3 Bb7 17.Ne4 Qf7 18.Qe2 Qf5 19.Rac1 Rfd8 20.Rd2 b4 21.Rcd1 a5 22.a4 bxa3 23.Bc3 Rd4 24.Nxd4 cxd4 25.Bxa5 Nxe5 26.f3 Ra8 27.Bb6 c5 28.Nxc5 Bxc5 29.Bxc5 Nxf3+ 30.gxf3 Qxc5 31.Qxe6+ Kh8 32.Qe2 h6 33.Ra2 Qh5 34.Rf1 Ra5 35.Rf2 Rg5+ 36.Kh1 Re5 37.Qf1 Re3 38.Rxa3 Rxf3 39.Rxf3 Bxf3+ 40.Kg1 Qg4+ 41.Kf2 Bc6 42.Ra2 Qh4+ 43.Ke2 Qxh2+ 44.Qf2 f3+ 45.Kd1 Qh1+ 46.Kc2 Qg2 47.Kb1 Qxf2 48.Rxf2 g5 49.b4 g4 50.b5 g3 51.Rb2 Bb7 0-1')"">","o_299034","","",""
"","","","reynaldo_devera2000","BeginningIsComing","","","1471","1418","","","","","l_299034","              5 min","56","resignation"
"Adelaide (Australia)","1980.??.??","?","Rogers Ian (AUS)","Hjorth Greg (USA)","1/2-1/2","A40","2547","2378","","","","1.d4 e6 2.g3 c5 3.Nf3 d5 4.Bg2 cxd4 5.Nxd4 e5 6.Nb3 Be6 7.O-O Nc6 8.f4 Nh6 9.Nc3 Qb6+ 10.Kh1 O-O-O 11.f5 Nxf5 12.Rxf5 Bxf5 13.Nxd5 Qf2 14.Be3 Rxd5 15.Bxf2 Rxd1+ 16.Rxd1 Be7 17.c4 Be6 18.Bd5 Bg4 19.Bc5 Kc7 20.Bxc6 Bxc5 21.Bxb7 Bxe2 22.Re1 Bd6 23.Bg2 Bd3 24.c5 Be7 25.Rxe5 Bf6 26.Re1 Rd8 27.Na5 Bb5 28.Nb7 1/2-1/2')"">","o_299035","","",""
"","","","kingkamata","ChesterChessman","0-1","","1713","1735","","","","","l_299035","              5 min","34","resignation"
"Adelaide (Australia)","1980.??.??","?","Rogers Ian (AUS)","Laird Craig (AUS)","1-0","B00","2547","2297","","","","1.e4 Nc6 2.Nf3 d6 3.d4 Nf6 4.Nc3 a6 5.Be2 Bg4 6.Be3 e6 7.Nd2 Bxe2 8.Qxe2 Be7 9.O-O d5 10.e5 Nd7 11.f4 Nb4 12.f5 Bg5 13.Rac1 c5 14.fxe6 Bxe3+ 15.Qxe3 fxe6 16.dxc5 Qe7 17.Nde4 dxe4 18.Nxe4 Nd5 19.Qd4 O-O-O 20.Rf7 Nf4 21.Nd6+ Qxd6 22.Qxd6 Ne2+ 23.Kf2 Nxc1 24.c6 bxc6 25.Qxc6+ Kb8 26.Rxd7 1-0')"">","o_299036","","",""
"","","","seba-arg","Donsocrates","0-1","","1399","1419","","","","","l_299036","              15|10","23","checkmate"
"Adelaide (Australia)","1980.??.??","?","Rogers Ian (AUS)","Smith Murray (AUS)","1-0","E81","2547","2320","","","","1.d4 Nf6 2.c4 g6 3.f3 Bg7 4.e4 d6 5.Nc3 O-O 6.Bg5 c5 7.d5 h6 8.Be3 a6 9.Qd2 Kh7 10.a4 Nbd7 11.Nh3 Qc7 12.g4 Ne5 13.Be2 Bd7 14.Nf4 b5 15.h4 Ng8 16.g5 h5 17.Nxh5 gxh5 18.f4 Nxc4 19.Bxc4 bxc4 20.f5 Bd4 21.Bxd4 cxd4 22.Qd1 Rfb8 23.Qxh5+ Kg7 24.Rg1 Bxf5 25.exf5 Kf8 26.g6 Ke8 27.gxf7+ Kd7 28.Qe2 e5 29.dxe6+ Kc6 30.Qe4+ Kc5 31.Qd5+ Kb4 32.Qxd4 Ne7 33.a5 Qc6 34.Ra4+ Kb3 35.Qd1+ Kxb2 36.Kd2 1-0')"">","o_299037","","",""
"","","","ralphpetrillo","samoilatanasovski","0-1","","1619","1595","","","","","l_299037","              1 min","34","time"
"Adelaide (Australia)","1980.??.??","?","Rubinraut Serge (AUS)","Hamilton Douglas G (AUS)","0-1","A08","2255","2268","","","","1.Nf3 Nf6 2.g3 d5 3.Bg2 c5 4.O-O Nc6 5.d3 e6 6.Nbd2 Be7 7.e4 b6 8.e5 Nd7 9.Qe2 g5 10.g4 h5 11.h3 hxg4 12.hxg4 Qc7 13.Re1 Bb7 14.c4 O-O-O 15.cxd5 exd5 16.a3 Nf8 17.Nf1 Ne6 18.Ng3 Ned4 19.Nxd4 Nxd4 20.Qd1 c4 21.Nf5 Nxf5 22.gxf5 f6 23.d4 Rh4 24.Qe2 Rdh8 25.Bd2 Bd8 26.Qf3 g4 27.Qf4 Qh7 28.Kf1 c3 29.Ke2 g3 30.Qe3 cxd2 31.Kxd2 Qh6 32.Rac1+ Kb8 33.e6 gxf2 34.Re2 Rxd4+ 35.Kc3 Rc4+ 36.Kd2 Rxc1 37.Kxc1 Qxe3+ 38.Rxe3 d4 39.Re2 Bxg2 40.Rxf2 Be4 41.Re2 Rh4 0-1')"">","o_299038","","",""
"","","","jhonnycage2","daniplussahne","0-1","","1266","1269","","","","","l_299038","              5 min","30","time"
"Adelaide (Australia)","1980.??.??","?","Shaw Terrey I (AUS)","Fuller Maxwell L (AUS)","1/2-1/2","B06","2280","2355","","","","1.e4 g6 2.d4 Bg7 3.g3 d6 4.Bg2 Nc6 5.Ne2 e5 6.Be3 Nf6 7.h3 O-O 8.O-O d5 9.dxe5 Nxe4 10.f4 f6 11.exf6 Bxf6 12.Nbc3 Nxc3 13.bxc3 Be6 14.Nd4 Nxd4 15.Bxd4 c6 16.Re1 Bf5 17.Kh2 Qd6 18.Qd2 Bxd4 19.cxd4 Rae8 20.Re5 Rxe5 21.fxe5 Qa3 22.c3 Be6 23.Rf1 Rxf1 24.Bxf1 c5 25.Bg2 c4 26.h4 Qe7 27.Kg1 b5 28.Qb2 a6 29.a3 Kg7 30.Kh2 g5 31.Qf2 a5 32.hxg5 Qxg5 33.Qb2 h5 34.Qxb5 h4 35.gxh4 Qxh4+ 36.Kg1 Qe1+ 37.Kh2 Qh4+ 38.Kg1 Qe1+ 39.Kh2 Qh4+ 40.Kg1 Qe1+ 1/2-1/2')"">","o_299039","","",""
"","","","tmf8572","Brownluv","0-1","","1019","1164","","","","","l_299039","              20 min","25","checkmate"
"Adelaide (Australia)","1980.??.??","?","Shaw Terrey I (AUS)","Hjorth Greg (USA)","1/2-1/2","C01","2280","2378","","","","1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.exd5 exd5 5.Bd3 c6 6.Nge2 Bd6 7.Bf4 Bg4 8.Qd2 O-O 9.O-O Re8 10.Rae1 Nh5 11.Bxd6 Qxd6 12.Qg5 Bxe2 13.Rxe2 Nf6 14.Rxe8+ Nxe8 15.Re1 Nd7 16.Ne2 Nef6 17.Ng3 Re8 18.Rxe8+ Nxe8 19.c3 g6 20.h4 Nf8 21.Nf5 Qe6 22.Ne3 Nf6 23.b3 Qe7 24.h5 Ne6 25.Qh4 g5 26.Qh3 Nf4 1/2-1/2')"">","o_299040","","",""
"","","","robo123","octopuskhan","0-1","","1080","910","","","","","l_299040","              10 min","36","checkmate"
"Adelaide (Australia)","1980.??.??","?","Shaw Terrey I (AUS)","Rogers Ian (AUS)","0-1","B51","2280","2547","","","","1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.c3 Ngf6 5.Qe2 a6 6.Ba4 e6 7.O-O Be7 8.d4 b5 9.Bc2 cxd4 10.cxd4 Bb7 11.Bg5 h6 12.Bh4 Rc8 13.Bd3 Nb6 14.Nbd2 Qd7 15.Rad1 Na4 16.Nb3 Nh5 17.Bb1 Bxh4 18.Nxh4 Nf4 19.Qd2 g5 20.Nf3 e5 21.dxe5 Qg4 22.Ne1 dxe5 23.f3 Qe6 24.g3 Qb6+ 25.Kh1 Ne6 26.Qd7+ Kf8 27.Nd3 f6 28.Nxe5 fxe5 29.Rd6 Rc6 30.f4 exf4 31.gxf4 g4 32.Rd5 Nec5 33.Qxg4 Rg6 34.Rf5+ Kg7 35.Rg1 Nxe4 36.Rf7+ Kxf7 37.Qd7+ Kf8 38.Rxg6 Ng3# 0-1')"">","o_299041","","",""
"","","","douce52","Docteur-i","","","1078","1056","","","","","c_299041","2 days","19","checkmate"
"","","","KAPEED","itoldyou","1-0","","1375","1166","","","","","l_299041","              5|3","12","resignation"
"Adelaide (Australia)","1980.??.??","?","Smith Murray (AUS)","Hamilton Douglas G (AUS)","1-0","A36","2320","2268","","","","1.c4 Nf6 2.Nc3 c5 3.g3 g6 4.Bg2 Bg7 5.e3 O-O 6.Nge2 Nc6 7.O-O d6 8.Rb1 Nh5 9.a3 a5 10.d3 f5 11.Bd2 e6 12.Qc2 g5 13.f4 g4 14.Rfd1 Bd7 15.Be1 Qe7 16.d4 cxd4 17.Nxd4 Nxd4 18.exd4 Rac8 19.Qe2 Rb8 20.Bf2 Bf6 21.Re1 Rfe8 22.Qd3 Qf8 23.a4 Ng7 24.Nb5 h5 25.Re2 h4 26.Rbe1 h3 27.Bh1 Kh8 28.Qa3 Be7 29.Qd3 Bf6 30.b3 Red8 31.Qd2 b6 32.Na7 Qf7 33.Nb5 Qf8 34.Nc3 Ne8 35.Qd3 Nc7 36.Nb5 Na6 37.Qd2 Nb4 38.Nc7 Qf7 39.Nxe6 Re8 40.d5 Rbc8 41.Bxb6 1-0')"">","o_299042","","",""
"","","","malgova-mango","milosm","0-1","","1444","1514","","","","","l_299042","              15 min","35","time"
"Adelaide (Australia)","1980.??.??","?","Travers Roy B (AUS)","Hamilton Douglas G (AUS)","0-1","D02","2205","2268","","","","1.d4 Nf6 2.Nf3 g6 3.Bf4 Bg7 4.e3 O-O 5.Be2 d5 6.h3 c5 7.c3 Nc6 8.Nbd2 b6 9.O-O Bb7 10.Re1 Ne4 11.Bb5 f6 12.c4 Nxd2 13.Qxd2 e5 14.cxd5 Qxd5 15.e4 Qd8 16.d5 Ne7 17.Bh6 a6 18.Bc4 b5 19.Bb3 Nc8 20.a4 Nd6 21.Bxg7 Kxg7 22.Nh2 c4 23.Bc2 Qb6 24.axb5 axb5 25.Qb4 Rfc8 26.Kh1 c3 27.Rxa8 Bxa8 28.bxc3 Qxf2 29.Ra1 Qb6 30.Bd3 Bb7 31.c4 Qc5 32.Qxc5 Rxc5 33.cxb5 Rc3 34.Rd1 f5 35.Bb1 Rb3 36.Nf3 Kf6 37.Re1 fxe4 38.Nd2 Rxb5 39.Rf1+ Ke7 40.Nxe4 Rxd5 41.Nf6 Rd2 42.Ng8+ Kd7 0-1')"">","o_299043","","",""
"","","","residentgood","talhakhan","0-1","","1105","1201","","","","","l_299043","              10 min","23","game abandoned"
"Adelaide (Australia)","1980.??.??","?","Travers Roy B (AUS)","Shaw Terrey I (AUS)","0-1","C53","2205","2280","","","","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O d6 5.c3 Qe7 6.d4 Bb6 7.a4 a5 8.Ng5 Nh6 9.d5 Nb8 10.Kh1 Ng4 11.Nh3 O-O 12.Bg5 f6 13.Bh4 Qe8 14.Be2 Qh5 15.Bg3 Qg6 16.Nd2 f5 17.Bxg4 fxg4 18.Ng1 Nd7 19.f4 exf4 20.Bxf4 Nf6 21.Qc2 Bd7 22.Ne2 Rae8 23.Ng3 h5 24.Qb1 Qh7 25.Nc4 h4 26.Ne2 Nxe4 27.Nxb6 Bf5 28.Qc1 cxb6 29.Kg1 g3 30.h3 Nf2 31.Be3 Bxh3 32.gxh3 Qe4 33.Bxf2 gxf2+ 34.Kh2 Qxe2 35.Qg5 Re4 36.Rad1 Qxd1 37.Rxd1 f1Q 38.Rxf1 Rxf1 39.Qd8+ Kh7 40.Kg2 Ref4 41.Qxb6 R1f3 42.Qa7 Kg6 43.Qb6 Kf5 44.c4 Ke4 45.Kh2 Rf2+ 46.Kg1 Rf1+ 47.Kg2 R4f2+ 48.Qxf2 Rxf2+ 49.Kxf2 b6 50.b3 Kd4 51.Kf3","o_299044","","",""
