"Site","Date","Round","White","Black","Result","ECO","WhiteElo","BlackElo","Annotator","Source","Remark","pgn","ID","Time","Moves","Termination"
"Melbourne (Australia)","1971.12.29","3","Hay Trevor (AUS)","Booth Stewart (AUS)","1/2-1/2","B92","2310","2179","","","","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.O-O h6 9.Be3 Nbd7 10.a4 b6 11.f3 O-O 12.Nc1 Bb7 13.N1a2 Nc5 14.Nb4 Kh7 15.Bc4 g5 16.Nbd5 Nfd7 17.Qd2 Rg8 18.Kh1 Bf8 19.Qf2 Rc8 20.b3 Rg7 21.Rae1 Kg6 22.g3 Kh7 23.Rg1 Kh8 24.Bf1 g4 25.Bg2 h5 26.Rgf1 Nf6 27.Rd1 Ncd7 28.Qe2 Rg6 29.fxg4 hxg4 30.Rf5 Bh6 31.Rd2 Kg7 32.Bxh6+ Rxh6 33.Qd1 Qh8 34.Qg1 Bxd5 35.Nxd5 Nxd5 36.exd5 Rc3 37.Bf1 Nc5 38.Qf2 f6 39.Qe1 a5 40.Rdf2 Rxg3 41.Rxf6 Rxf6 42.Rxf6 Kxf6 43.Qxg3 Ne4 44.Qg2 g3 45.h3 Qh4 46.Qf3+ Ke7 47.Kg2 Qf4 48.Bd3 Nf6 49.Qxg3 Qd2+ 50.Qf2 Qg5+ 51.Qg3 Qd2+ 52.Qf2 Qxf2+ 53.Kxf2 Nxd5 54.h4 Kf6 55.Kf3 Nb4 56.Bh7 Kg7 57.Bf5 Kf6 58.Bh7 d5 59.c4 d4 60.Ke4 Nc2 61.Kd5 Ne1 1/2-1/2')"">","o_194233","","",""
"","","","raymond_grc","jair54321","","","1349","1354","","","","","l_194233","              5 min","34","checkmate"
"Melbourne (Australia)","1971.12.29","3","Hill Ken (AUS)","Hamilton Douglas G (AUS)","0-1","C72","2127","2268","","","","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.O-O Bg4 6.h3 Bh5 7.c3 Nf6 8.d3 Be7 9.Be3 Qd7 10.Nbd2 g5 11.g4 Bg6 12.d4 b5 13.Bc2 h5 14.Nh2 hxg4 15.hxg4 exd4 16.cxd4 Kf8 17.Rc1 Kg7 18.f3 Nb4 19.Bb1 c5 20.d5 Rh3 21.Rf2 Rah8 22.Ndf1 a5 23.Qd2 Qd8 24.a3 Na6 25.Rg2 Nd7 26.f4 gxf4 27.Bxf4 Ne5 28.Bxe5+ dxe5 29.Rc3 Bg5 30.Qe1 c4 31.Ng3 Qb6+ 32.Kh1 Kf8 33.Nf5 Bf4 34.Rxh3 Rxh3 35.Qf2 Qxf2 36.Rxf2 Nc5 37.Nd6 Nd3 38.Re2 Ke7 39.Nxb5 Bxe4+ 40.Rxe4 Nf2+ 41.Kg1 Nxe4 42.Bxe4 Rxh2 43.d6+ Kd8 44.Bd5 Rxb2 45.Bxc4 Kd7 46.a4 e4 47.Nc3 e3 48.Ne4 e2 49.Kf2 Bxd6 50.Nxd6 Kxd6 51.Bxf7 Rb4 52.Kxe2 Ke7 53.Bg6 Rxa4 54.Bf5 Rd4 55.Ke3 Rd6 56.Bc2 Kf6 57.Kf4 Rd4+ 58.Ke3 Rxg4 59.Kd3 Ke6 60.Kc3 Kd6 61.Kb3 Kc5 62.Bf5 Rb4+ 63.Ka2 Kc4 64.Be6+ Kc3 65.Bf7 Ra4+ 66.Kb1 Rf4 67.Bg8 Rf2 68.Bd5 Kb4 69.Bg8 Ka3 70.Be6 Rb2+ 71.Kc1 Rb6 72.Bf7 Rc6+ 73.Kb1 Rf6 74.Bg8 Rf1+ 75.Kc2 Rf8 76.Bd5 Rb8 77.Bf7 Kb4 78.Kb2 Rf8 79.Bd5 Rf2+ 80.Kb1 Ka3 81.Bg8 Rb2+ 82.Kc1 Rb4 83.Bf7 Ka4 84.Kc2 Kb5 85.Be6 a4 86.Bf7 a3 87.Bb3 Kc5 88.Kc3 Rf4 89.Kc2 Rf2+ 0-1')"">","o_194234","","",""
"","","","xnb4236","tmorsi","0-1","","1300","1426","","","","","l_194234","              2 min","28","time"
"Melbourne (Australia)","1971.12.29","3","Ingram Benny (AUS)","Hanks John (AUS)","0-1","C34","2046","2171","","","","1.e4 e5 2.f4 exf4 3.Nf3 Nf6 4.e5 Nh5 5.Qe2 Be7 6.d4 O-O 7.g4 fxg3 8.Qg2 d5 9.hxg3 Bg4 10.Nh2 Qd7 11.Nxg4 Qxg4 12.Be2 Qxg3+ 13.Qf2 Qxf2+ 14.Kxf2 f6 15.e6 Nc6 16.c3 Nd8 17.Bxh5 g6 18.Bg4 f5 19.Bf3 c6 20.Bf4 Nxe6 21.Be5 Bf6 22.Bxf6 Rxf6 23.Nd2 Ng5 24.Be2 h5 25.Rag1 Ne4+ 26.Nxe4 fxe4+ 27.Ke3 Kh7 28.c4 Kh6 29.cxd5 cxd5 30.Rc1 Rc6 31.Rc5 Rd8 32.Rhc1 Rdd6 33.Rxc6 bxc6 34.Rc5 g5 35.b4 g4 36.b5 cxb5 37.Bxb5 g3 38.Rc1 Kg5 39.Rg1 h4 40.Bf1 Rc6 41.Kd2 Rb6 42.Bh3 Rb2+ 43.Kc3 Rxa2 44.Be6 Ra3+ 45.Kb4 Rd3 46.Kc5 e3 47.Bxd5 e2 48.Re1 Re3 49.Bc6 h3 50.d5 g2 51.d6 Kf6 52.d7 Ke7 53.Kd4 Re6 54.Kd5 Rd6+ 55.Kc5 Rd2 56.Kb5 Kd8 57.Ra1 Rxd7 58.Bxd7 Kxd7 59.Rxa7+ Ke6 60.Ra6+ Kf5 61.Ra8 e1Q 62.Rf8+ Kg4 63.Rg8+ Kf3 64.Rf8+ Ke2 0-1')"">","o_194235","","",""
"","","","PR-Star","gjl75","","","1090","1055","","","","","l_194235","              5 min","27","checkmate"
"Melbourne (Australia)","1971.12.29","3","Johnson Peter","Ozols Karlis Alexander","1/2-1/2","B06","0","0","","","","1.e4 g6 2.d4 Bg7 3.f4 c5 4.d5 d6 5.Nf3 Qb6 6.Nbd2 Bg4 7.h3 Bxf3 8.Qxf3 Nd7 9.Be2 a6 10.a4 h5 11.Ra2 Rc8 12.Nc4 Qc7 13.a5 Ra8 14.Bd2 Ngf6 15.Bc3 h4 16.O-O Nh5 17.Bxg7 Nxg7 18.Qc3 f6 19.Bg4 Rd8 20.Raa1 Rh7 21.Rae1 f5 22.Bf3 Nf6 23.e5 dxe5 24.Rxe5 Kf8 25.Rfe1 Nge8 26.Nb6 Rd6 27.Qb3 Nd7 28.Nxd7+ Qxd7 29.c4 Qc7 30.Qc3 Nf6 31.Qd2 b5 32.cxb5 c4 33.Qe3 Ne8 34.Ra1 Qb7 35.Re6 Nc7 36.Rxd6 exd6 37.Re1 Qb8 38.Qd4 Ne8 39.Kf1 Qa7 40.Qc3 Rd7 1/2-1/2')"">","o_194236","","",""
"","","","snyper19","Amadeus_II","","","1123","1177","","","","","l_194236","              10 min","32","checkmate"
"Melbourne (Australia)","1971.12.29","3","Nagels E","Basta Emanuel","0-1","B18","0","0","","","","1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.Nf3 Nd7 7.Bd3 e6 8.Bf4 Ngf6 9.O-O Be7 10.Re1 Nd5 11.Bd2 Bxd3 12.cxd3 O-O 13.Ne5 N7f6 14.Ne4 Qb6 15.Bc3 Rad8 16.Qd2 Qc7 17.Rac1 h6 18.g3 Nxc3 19.bxc3 Nxe4 20.Rxe4 Bg5 21.f4 Be7 22.Rb1 c5 23.dxc5 Bxc5+ 24.d4 b6 25.Qe1 Bd6 26.Nf3 Rc8 27.Rb3 Rfd8 28.Nd2 Bf8 29.Re3 Qc6 30.Qb1 Rd5 31.Kf2 b5 32.Qe4 Qd7 33.a3 a5 34.Nb1 b4 35.axb4 axb4 36.Rd3 Rc4 37.Ke3 f5 38.Qf3 bxc3 39.Rbxc3 Rdxd4 40.Qd1 Bc5 41.Ke2 Qd5 42.Qb3 Qg2+ 43.Kd1 Qf1+ 44.Kc2 Qxd3+ 0-1')"">","o_194237","","",""
"","","","sureshleek","whyyesimanoob","1-0","","998","761","","","","","l_194237","              15|10","11","resignation"
"Melbourne (Australia)","1971.12.29","3","Parr Peter","Viner Phillip (AUS)","0-1","A84","0","2183","","","","1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 f5 5.Bd3 Nf6 6.Nge2 Bd6 7.f3 O-O 8.O-O Qe8 9.e4 fxe4 10.fxe4 e5 11.exd5 exd4 12.Rxf6 Rxf6 13.Ne4 Bg4 14.Qc2 Nd7 15.Bg5 Qh5 16.h4 Be5 17.N2g3 Qf7 18.Bxf6 gxf6 19.dxc6 bxc6 20.Rf1 Bxg3 21.Nxg3 Re8 22.Bf5 Ne5 23.b3 c5 24.Be4 Kh8 25.Qf2 Rf8 26.Bd5 Be6 27.Bxe6 Qxe6 28.Ne4 Ng4 29.Qf5 Qxf5 30.Rxf5 Re8 31.Nxc5 Re1+ 32.Rf1 Re2 33.Nd3 Rxa2 34.c5 Rd2 35.Nf4 Rc2 36.b4 Ne3 37.Ra1 Ng4 38.g3 Ne5 39.Kf1 d3 40.Rd1 Rc3 41.Nd5 Rb3 42.Kf2 Kg7 43.Ke3 Kf7 44.Kd4 d2 45.Ke4 Rb2 46.Kd4 Rc2 47.Ke3 Ke6 48.Nf4+ Kf5 49.Ne2 Kg4 50.Ke4 Rb2 51.Kd5 Kf3 52.Nc3 Rc2 53.Ne4 Nd3 54.Nxd2+ Ke2 55.Ra1 Nxb4+ 56.Ke6 Kxd2 57.Rxa7 Rxc5 58.Rxh7 Rc6+ 59.Kf5 Ke3 60.g4 Nc2 61.g5 Nd4+ 62.Kg4 f5+ 63.Kh5 f4 64.Re7+ Re6 65.Rf7 f3 66.g6 Re5+ 67.Kh6 Nf5+ 68.Rxf5 Rxf5 69.g7 f2 70.g8Q f1Q 71.Qe6+ Kf4 72.Kg6 Qg2+ 73.Kh6 Qd5 74.Qg6 Qe5 75.Kh7 Rh5+ 0-1')"">","o_194238","","",""
"","","","Boemer","gautam_kumar000","","","1380","1279","","","","","l_194238","              1 min","40","time"
"Melbourne (Australia)","1971.12.29","3","Renic Branko","Hill Robin (AUS)","1-0","D01","0","2175","","","","1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.f3 Bg6 5.Qd2 Nbd7 6.O-O-O c6 7.Kb1 b5 8.Re1 b4 9.Nd1 Qb6 10.g4 a5 11.Bxf6 b3 12.axb3 a4 13.e4 axb3 14.cxb3 exf6 15.Bd3 Bb4 16.exd5+ Kd8 17.Nc3 Qxd4 18.Kc2 cxd5 19.Nge2 Qxd3+ 20.Qxd3 Bxd3+ 21.Kxd3 Ne5+ 22.Kc2 Nxf3 23.Rd1 Bxc3 24.Rxd5+ Ke7 25.Nxc3 Rhd8 26.b4 Rxd5 27.Nxd5+ Kd6 28.Rd1 Ke5 29.Nb6 Ra7 30.h3 Rb7 31.Nc4+ Kf4 32.Kb3 Ne5 33.Nd6 Rb8 34.Rc1 Rb6 35.Nc8 Rc6 36.Rxc6 Nxc6 37.b5 Nd8 38.Kc4 Kg3 39.Kd5 Kxh3 40.Kd6 Kxg4 41.b6 Nb7+ 42.Kc7 f5 43.Nd6 h5 44.Kxb7 h4 45.Kc7 h3 46.b7 h2 47.b8Q h1Q 48.Qb5 Qf3 49.b4 Qc3+ 50.Qc4+ Qxc4+ 51.Nxc4 f4 52.b5 1-0')"">","o_194239","","",""
"","","","Rotsen","MPavela","0-1","","1445","1451","","","","","l_194239","              16 min","41","checkmate"
"Melbourne (Australia)","1971.12.29","3","Rubanraut Serge","Fell Lloyd (AUS)","1-0","D35","0","1961","","","","1.d4 d5 2.c4 e6 3.Nc3 Be7 4.cxd5 exd5 5.Qc2 c6 6.Nf3 Nd7 7.Bf4 Ngf6 8.e3 Nf8 9.h3 Ng6 10.Bh2 O-O 11.Bd3 Re8 12.O-O Bd6 13.Bxd6 Qxd6 14.Rab1 Qe7 15.Bxg6 hxg6 16.g4 Nxg4 17.hxg4 Bxg4 18.Qe2 Qf6 19.Kg2 Re4 20.Rh1 Rae8 21.Rh2 Bh5 22.Rbh1 Rg4+ 23.Kf1 Rf4 24.Ne5 Rf5 25.Qd2 Qe7 26.Rh3 f6 27.Nd3 Bf3 28.Rg1 g5 29.Ne1 g4 30.Rhg3 g5 31.Nxf3 gxf3 32.Qd3 Qh7 33.Ke1 Kg7 34.Kd2 Rh8 35.Kc1 Kf7 36.Re1 Re8 37.Rxg5 Re4 38.Rxf5 Qxf5 39.Nxe4 1-0')"">","o_194240","","",""
"","","","Computer1-EASY","chessd","0-1","","1405","1447","","","","","l_194240","              5 min","47","checkmate"
"Melbourne (Australia)","1971.12.29","3","Rudzitis A","Teters A","1-0","B24","0","0","","","","1.e4 g6 2.Nc3 Bg7 3.g3 c5 4.Bg2 Nc6 5.Nh3 e6 6.f4 Nge7 7.O-O O-O 8.d3 f5 9.Ne2 b6 10.c3 Bb7 11.Be3 Rc8 12.Qd2 Rc7 13.Rad1 Qa8 14.e5 Na5 15.Nc1 Rd8 16.Ng5 Bxg2 17.Qxg2 Qxg2+ 18.Kxg2 h6 19.Nf3 d6 20.exd6 Rxd6 21.Ne2 Nec6 22.Ne5 Nxe5 23.fxe5 Bxe5 24.Bxh6 Nc6 25.Nc1 Bf6 26.Bf4 e5 27.Be3 Rcd7 28.Rde1 Ne7 29.Re2 Kg7 30.Kf3 g5 31.g4 f4 32.Bf2 Kg6 33.Rh1 Nc6 34.h4 gxh4 35.Bxh4 Rh7 36.Reh2 Bxh4 37.Rxh4 Rxh4 38.Rxh4 b5 39.Rh5 a5 40.Ke4 Rf6 41.Kf3 c4 42.b3 Rd6 43.bxc4 bxc4 44.Ke4 Rf6 45.Rf5 cxd3 46.Nxd3 Rxf5 47.gxf5+ Kf6 48.c4 Ke7 49.a3 Kd6 50.c5+ Ke7 51.Kd5 f3 52.Nf2 1-0')"">","o_194241","","",""
"","","","Royal009","hongkongman","1-0","","1873","1551","","","","","c_194241","1 month","36","resignation"
"","","","merhty68","purpleguy","1-0","","1150","1184","","","","","l_194241","              7|3","40","checkmate"
"Melbourne (Australia)","1971.12.29","3","Shaw Terrey I (AUS)","Tomson B","1-0","C25","2390","0","","","","1.e4 e5 2.Nc3 Bb4 3.Nge2 Nf6 4.g3 d5 5.exd5 Nxd5 6.Bg2 c6 7.Nxd5 cxd5 8.c3 Bc5 9.d4 exd4 10.Nxd4 O-O 11.O-O Bxd4 12.Qxd4 Be6 13.Rd1 Nc6 14.Qc5 Rc8 15.Be3 b6 16.Qb5 Ne7 17.Rd2 Qc7 18.Bg5 f6 19.Re1 Qc6 20.Qe2 Bf7 21.Bf4 Ng6 22.Rd4 Nxf4 23.Rxf4 Rfe8 24.Qd2 Rxe1+ 25.Qxe1 Re8 26.Qd2 Qe6 27.Rd4 Qe1+ 28.Qxe1 Rxe1+ 29.Bf1 Be6 30.Kg2 Kf7 31.Bd3 h6 32.Kf3 h5 33.h4 g5 34.a3 Bc8 35.Bb5 Bb7 36.Bd3 Bc6 37.Kg2 Re7 38.f3 Re5 39.Kf2 Re7 40.f4 g4 41.Bf1 Re4 42.Rxe4 1-0')"">","o_194242","","",""
"","","","DILLIGAFUPINHEAD","dbnp","0-1","","836","990","","","","","l_194242","              15|10","27","resignation"
"Melbourne (Australia)","1971.12.29","3","Wright Anthony","Raudzins J","1/2-1/2","C40","0","0","","","","1.e4 e5 2.Nf3 f5 3.Nxe5 Qf6 4.d4 d6 5.Nc4 fxe4 6.Nc3 Qg6 7.Ne3 Nf6 8.Bc4 c6 9.d5 Be7 10.a4 c5 11.Bb5+ Nbd7 12.Ne2 a6 13.Nf4 Qf7 14.Ne6 Rb8 15.Nc7+ Kf8 16.Ne6+ Kg8 17.Bxd7 Bxd7 18.Nf4 h5 19.c4 Ng4 20.Nxg4 Bxg4 21.Qc2 Bg5 22.Ne2 Bh4 23.Nc3 Bf5 24.Be3 Re8 25.O-O-O Qd7 26.Qb3 Bf6 27.Ne2 Rb8 28.a5 b6 29.axb6 Qd8 30.Nc3 Rxb6 31.Qa3 Qb8 32.Kc2 Kh7 33.h3 Bg6 34.Rb1 Qb7 35.Ne2 Rb8 36.b3 Qe7 37.Kd2 Qe5 38.Rhc1 Qe7 39.Nf4 Bf7 40.Ne2 Qb7 41.Kc2 a5 42.Nc3 Bxc3 43.Kxc3 a4 44.Rb2 Be8 45.Rcb1 Qa6 46.b4 Rxb4 47.Rxb4 Rxb4 48.Rxb4 cxb4+ 49.Kxb4 Qb7+ 50.Kc3 Qb1 1/2-1/2')"">","o_194243","","",""
"","","","theBestGameHere","melchorlardi123","1-0","","1758","1652","","","","","l_194243","              15 min","19","game abandoned"
"Melbourne (Australia)","1971.12.30","4","Basta Emanuel","Booth Stewart (AUS)","1/2-1/2","E92","0","2179","","","","1.c4 Nf6 2.Nc3 g6 3.d4 Bg7 4.e4 d6 5.Be2 O-O 6.Nf3 e5 7.dxe5 dxe5 8.Be3 Qe7 9.O-O c6 10.h3 Nbd7 11.Qc2 Nh5 12.Qd2 Nc5 13.g4 Nf4 14.Bxf4 exf4 15.Qxf4 Bxc3 16.bxc3 Qxe4 17.Qh6 f5 18.Ng5 Qe7 19.Rae1 Qg7 20.Qh4 h6 21.Nf3 Ne4 22.g5 hxg5 23.Nxg5 Qe7 24.f4 Nxg5 25.fxg5 Qe3+ 26.Kh2 Qe5+ 27.Rf4 Qg7 28.Bd3 Rd8 29.Rd4 Rxd4 30.cxd4 Bd7 31.Qf4 Be8 32.Qd6 Bf7 33.Re7 Qf8 34.Qc7 Re8 35.Rxe8 Bxe8 36.Qd8 Bf7 37.Qxf8+ Kxf8 38.a3 Ke7 39.Kg3 Kd6 40.Kf4 c5 41.d5 b5 42.h4 bxc4 43.Bxc4 Bxd5 44.Bxd5 Kxd5 45.h5 c4 46.h6 c3 47.Ke3 f4+ 48.Ke2 c2 49.Kd2 f3 50.h7 f2 51.Kxc2 f1Q 52.h8Q Qg2+ 53.Kb1 Qe4+ 54.Ka2 Qc4+ 55.Kb2 1/2-1/2')"">","o_194244","","",""
"Melbourne (Australia)","1971.12.30","4","Curtis John (AUS)","Renic Branko","0-1","A69","2292","0","","","","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 c5 6.d5 O-O 7.Be2 e6 8.Nf3 exd5 9.cxd5 Re8 10.e5 dxe5 11.fxe5 Ng4 12.Bg5 Qb6 13.O-O Nxe5 14.Nxe5 Bxe5 15.Bc4 Bf5 16.Qf3 Nd7 17.Kh1 Bg7 18.Bb5 Ne5 19.Qg3 Rec8 20.a4 a6 21.a5 Qd6 22.Be2 b5 23.axb6 Qxb6 24.Rad1 Qxb2 25.Rxf5 gxf5 26.Bf6 Ng6 27.Bxg7 Kxg7 28.d6 Re8 29.d7 Rxe2 30.Nxe2 Qxe2 31.Qc3+ f6 32.Re1 Qb5 33.Qf3 Rd8 34.Qxf5 Rxd7 35.h3 c4 36.Qc2 Qd5 37.Rc1 h5 38.Qa4 Qb5 0-1')"">","o_194245","","",""
"","","","Jahzir","allant","0-1","","1033","1581","","","","","l_194245","              10 min","39","checkmate"
"Melbourne (Australia)","1971.12.30","4","Flatow Alfred (AUS)","Rubanraut Serge","1/2-1/2","A11","2380","0","","","","1.Nf3 d5 2.c4 c6 3.g3 Nf6 4.cxd5 cxd5 5.d4 Qb6 6.Bg2 Bf5 7.Nc3 e6 8.O-O h6 9.Na4 Qa6 10.Ne5 Be7 11.b3 O-O 12.Bb2 Nbd7 13.Nxd7 Nxd7 14.Qd2 Rac8 15.Rfc1 b6 16.Bf1 Qb7 17.Rxc8 Rxc8 18.Rc1 Nf6 1/2-1/2')"">","o_194246","","",""
"","","","UltimateFighter","crannberryjuice","0-1","","973","981","","","","","l_194246","              10 min","36","resignation"
"Melbourne (Australia)","1971.12.30","4","Goldsmith Alan (AUS)","Johnson Peter","0-1","D56","2247","0","","","","1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7 5.e3 h6 6.Bh4 O-O 7.Nf3 Ne4 8.Bxe7 Qxe7 9.Nxe4 dxe4 10.Nd2 e5 11.d5 Bf5 12.g4 Bh7 13.Bg2 Nd7 14.O-O Qg5 15.f4 exf3 16.Rxf3 Nc5 17.Rg3 a5 18.e4 Ra6 19.Qe2 Rf6 20.Rf1 Rxf1+ 21.Nxf1 Qf4 22.Nd2 Rd8 23.Ra3 b6 24.h3 Bg6 25.h4 Qf6 26.Qe1 Qe7 27.Qg3 f6 28.Kh2 Ne6 29.Nf3 Nf4 30.g5 hxg5 31.hxg5 Kf7 32.Qh4 Qf8 33.Qg4 Qh8+ 34.Kg1 Qh5 35.Qxh5 Bxh5 36.gxf6 gxf6 37.Kf2 Rg8 38.Bf1 Bg6 39.Nd2 Rh8 40.Rg3 Rh2+ 41.Bg2 Rh4 42.Ke3 Bh5 43.Bf3 Rh2 44.Bxh5+ Nxh5 45.Rf3 Nf4 46.Rf2 Rxf2 47.Kxf2 Nd3+ 48.Ke2 Nxb2 49.c5 Na4 50.c6 Ke7 51.Kd3 b5 52.Nb3 Nb2+ 53.Kc2 Nc4 54.Nc5 Nd6 55.Kd3 a4 56.Kc3 f5 57.exf5 Nxf5 58.Ne4 Nd6 59.Nc5 Nf5 60.Ne4 Ne3 61.Kb4 Nxd5+ 62.Kxb5 Nb6 63.Kc5 Ke6 64.Nd6 Nd5 65.Nb5 e4 66.Kd4 e3 67.Nxc7+ Nxc7 68.Kxe3 Kd5 69.Kd3 Kc5 70.Kc3 Nb5+ 71.Kd3 Kb6 72.Kc2 Nd4+ 73.Kb2 Nxc6 74.Kc2 Ka6 75.Kb1 Nb4 0-1')"">","o_194247","","",""
"","","","joatmon","Mini_Me","","","1651","1552","","","","","l_194247","              5 min","65","time"
"Melbourne (Australia)","1971.12.30","4","Hamilton Douglas G (AUS)","Fuller Maxwell L (AUS)","0-1","B73","2268","2280","","","","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.Be3 O-O 8.O-O Nc6 9.Qd2 Nxd4 10.Bxd4 Be6 11.Rad1 Qc8 12.h3 Bc4 13.f4 Nxe4 14.Nxe4 Bxd4+ 15.Kh1 Bxe2 16.Qxe2 Bg7 17.c3 Qe6 18.f5 gxf5 19.Ng3 Qxe2 20.Nxe2 Be5 21.Rxf5 e6 22.Rf3 Rac8 23.Nc1 d5 24.g4 Rc4 25.Re1 Re4 26.Ref1 h5 27.gxh5 f5 28.Nd3 Bd6 29.Rg1+ Kh7 30.b3 Rg8 31.Re1 Kh6 32.c4 Rxe1+ 33.Nxe1 dxc4 34.bxc4 Rg3 35.Rxg3 Bxg3 36.Nf3 Bf2 37.Kg2 Bc5 38.Ne5 Kxh5 39.a4 Bd6 40.Nd3 Kg5 41.c5 Bf8 42.a5 a6 43.c6 bxc6 44.Ne5 c5 45.Kf3 Be7 46.h4+ Kh5 47.Nd3","o_194248","","",""
"","","","Computer1-EASY","DaPharaoh","0-1","","1399","1484","","","","","l_194248","              5 min","56","checkmate"
"Melbourne (Australia)","1971.12.30","4","Hanks John (AUS)","Wright Anthony","1/2-1/2","A05","2171","0","","","","1.Nf3 Nf6 2.g3 b6 3.Bg2 Bb7 4.O-O e6 5.c4 Be7 6.Nc3 O-O 7.d3 d5 8.b3 c5 9.cxd5 Nxd5 10.Nxd5 Qxd5 11.Bb2 Qh5 12.Qd2 Nd7 13.Rfd1 Rad8 14.Qf4 Nf6 15.Qe5 Qxe5 16.Nxe5 1/2-1/2')"">","o_194249","","",""
"Melbourne (Australia)","1971.12.30","4","Hill Ken (AUS)","Jamieson Robert M (AUS)","1/2-1/2","B34","2127","2444","","","","1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.Nc3 Bg7 6.Be3 Nf6 7.Be2 O-O 8.O-O d5 9.exd5 Nb4 10.d6 Qxd6 11.Ncb5 Qd8 12.c4 a6 13.Qa4 a5 14.a3 Na6 15.Nb3 Nb8 16.Bf3 Nfd7 17.Rad1 Bxb2 18.Nc5 Nc6 19.Nxd7 Bxd7 20.Rd2 Bf6 21.Rfd1 Ne5 22.Bxb7 Rb8 23.Bc6 Nxc6 24.Rxd7 Qc8 25.Na7 Nxa7 26.Bxa7 Rb2 27.c5 Qa6 28.c6 Rc8 29.Bd4 Qxc6 30.Qxc6 Rxc6 31.Bxb2 Bxb2 32.R1d3 Rc4 33.Rb7 Bd4 34.g3 e5 35.Rb5 e4 36.Rxd4 Rxd4 37.Rxa5 Rd2 38.Ra4 Ra2 1/2-1/2')"">","o_194250","","",""
"Melbourne (Australia)","1971.12.30","4","Hill Robin (AUS)","Bergmanis Olgerts","0-1","E61","2175","0","","","","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Bg5 h6 5.Bh4 O-O 6.e3 d6 7.Bd3 c5 8.Nge2 cxd4 9.exd4 Nc6 10.O-O g5 11.Bg3 Nh5 12.d5 Ne5 13.Bxe5 dxe5 14.Ng3 Nxg3 15.hxg3 f5 16.c5 Bd7 17.Bc4 Kh8 18.b4 e4 19.Rc1 Rc8 20.Qe2 Qc7 21.Rfd1 Qe5 22.Qe3 f4 23.gxf4 Rxf4 24.d6 e6 25.Ne2 Rcf8 26.Nxf4 gxf4 27.Qh3 Rf5 28.Qh4 Rg5 29.Bb5 Bxb5 30.d7 Bxd7 31.Rxd7 f3 32.g3 e3 33.Re1 exf2+ 34.Kxf2 Qb2+ 35.Kxf3 Rf5+ 36.Kg4 Qxb4+ 37.Kh3 Qxe1 38.Qd8+ Kh7 39.Qe8 Qh1+ 40.Kg4 h5+ 0-1')"">","o_194251","","",""
"","","","pauljames","jamesobc","1-0","","1589","1498","","","","","c_194251","3 weeks","31","time"
"","","","weston8998","Player01","1-0","","1463","1167","","","","","l_194251","              15|2","43","time"
"Melbourne (Australia)","1971.12.30","4","Ozols Karlis Alexander","Korda Agustin","1-0","A10","0","0","","","","1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 5.O-O O-O 6.b3 d5 7.Bb2 c6 8.d3 Bd7 9.Nbd2 Be8 10.Ng5 Qc8 11.e4 h6 12.Nh3 Bf7 13.Qe2 Re8 14.e5 Nh7 15.f4 Na6 16.d4 Qd7 17.a3 Nc7 18.Kh1 Kh8 19.Bf3 Rg8 20.g4 g6 21.Rg1 Rgb8 22.Rg2 Nf8 23.Rag1 Rd8 24.g5 Nh7 25.gxh6 Qe8 26.Ng5 Nxg5 27.fxg5 c5 28.dxc5 Bxc5 29.Rc1 Be7 30.h4 Qd7 31.c5 a5 32.a4 Na6 33.Ba3 Rdc8 34.Qe3 d4 35.Qe2 Bxc5 36.Bxc5 Rxc5 37.Nc4 Rac8 38.Rd1 Rxc4 39.bxc4 Nb4 40.Rc1 b6 41.Rgg1 Qe7 42.Rgd1 Rd8 43.c5 bxc5 44.Qc4 Be8 45.Qxc5 Qxc5 46.Rxc5 Bxa4 47.Ra1 Bc2 48.Rcxa5 Be4 49.Bxe4 fxe4 50.Ra8 Rxa8 51.Rxa8+ Kh7 52.Ra7+ Kh8 53.h5 Nc6 54.Ra6 Ne7 55.Ra8+ Kh7 56.Ra7 e3 57.Rxe7+ Kg8 58.hxg6 Kf8 59.Rf7+ Ke8 60.h7 1-0')"">","o_194252","","",""
"","","","Enots","archangels73","0-1","","1202","1217","","","","","l_194252","              5 min","46","checkmate"
