"variable","class","unique","is.na","has.content","empty.strings","File"
"Site","character",44,0,984,1402,"data/chess.com IDs 1-1000.csv"
"Date","character",47,0,1000,1386,"data/chess.com IDs 1-1000.csv"
"Round","character",33,0,1000,1386,"data/chess.com IDs 1-1000.csv"
"White","character",1026,0,2386,0,"data/chess.com IDs 1-1000.csv"
"Black","character",1041,0,2386,0,"data/chess.com IDs 1-1000.csv"
"Result","character",6,0,2267,119,"data/chess.com IDs 1-1000.csv"
"ECO","character",100,0,1000,1386,"data/chess.com IDs 1-1000.csv"
"WhiteElo","integer",697,0,2386,0,"data/chess.com IDs 1-1000.csv"
"BlackElo","integer",718,0,2386,0,"data/chess.com IDs 1-1000.csv"
"Annotator","logical",1,2386,0,0,"data/chess.com IDs 1-1000.csv"
"Source","logical",1,2386,0,0,"data/chess.com IDs 1-1000.csv"
"Remark","logical",1,2386,0,0,"data/chess.com IDs 1-1000.csv"
"pgn","character",1001,0,1000,1386,"data/chess.com IDs 1-1000.csv"
"ID","character",2384,0,2386,0,"data/chess.com IDs 1-1000.csv"
"Time","character",127,1,1385,1000,"data/chess.com IDs 1-1000.csv"
"Moves","character",80,0,1386,1000,"data/chess.com IDs 1-1000.csv"
"Termination","character",6,0,1386,1000,"data/chess.com IDs 1-1000.csv"
"Site","character",44,0,984,1402,"data/chess.com IDs 1-1000.csv"
"Date","character",47,0,1000,1386,"data/chess.com IDs 1-1000.csv"
"Round","character",33,0,1000,1386,"data/chess.com IDs 1-1000.csv"
"White","character",1026,0,2386,0,"data/chess.com IDs 1-1000.csv"
"Black","character",1041,0,2386,0,"data/chess.com IDs 1-1000.csv"
"Result","character",6,0,2267,119,"data/chess.com IDs 1-1000.csv"
"ECO","character",100,0,1000,1386,"data/chess.com IDs 1-1000.csv"
"WhiteElo","integer",697,0,2386,0,"data/chess.com IDs 1-1000.csv"
"BlackElo","integer",718,0,2386,0,"data/chess.com IDs 1-1000.csv"
"Annotator","logical",1,2386,0,0,"data/chess.com IDs 1-1000.csv"
"Source","logical",1,2386,0,0,"data/chess.com IDs 1-1000.csv"
"Remark","logical",1,2386,0,0,"data/chess.com IDs 1-1000.csv"
"pgn","character",1001,0,1000,1386,"data/chess.com IDs 1-1000.csv"
"ID","character",2384,0,2386,0,"data/chess.com IDs 1-1000.csv"
"Time","character",127,1,1385,1000,"data/chess.com IDs 1-1000.csv"
"Moves","character",80,0,1386,1000,"data/chess.com IDs 1-1000.csv"
"Termination","character",6,0,1386,1000,"data/chess.com IDs 1-1000.csv"
"Site","character",43,0,977,1506,"data/chess.com IDs 1001-2000.csv"
"Date","character",18,0,1000,1483,"data/chess.com IDs 1001-2000.csv"
"Round","character",19,0,1000,1483,"data/chess.com IDs 1001-2000.csv"
"White","character",1034,0,2483,0,"data/chess.com IDs 1001-2000.csv"
"Black","character",1022,0,2483,0,"data/chess.com IDs 1001-2000.csv"
"Result","character",6,0,2307,176,"data/chess.com IDs 1001-2000.csv"
"ECO","character",118,0,1000,1483,"data/chess.com IDs 1001-2000.csv"
"WhiteElo","integer",724,0,2483,0,"data/chess.com IDs 1001-2000.csv"
"BlackElo","integer",754,0,2483,0,"data/chess.com IDs 1001-2000.csv"
"Annotator","logical",1,2483,0,0,"data/chess.com IDs 1001-2000.csv"
"Source","logical",1,2483,0,0,"data/chess.com IDs 1001-2000.csv"
"Remark","logical",1,2483,0,0,"data/chess.com IDs 1001-2000.csv"
"pgn","character",1001,0,1000,1483,"data/chess.com IDs 1001-2000.csv"
"ID","character",2476,0,2483,0,"data/chess.com IDs 1001-2000.csv"
"Time","character",125,0,1483,1000,"data/chess.com IDs 1001-2000.csv"
"Moves","character",82,0,1483,1000,"data/chess.com IDs 1001-2000.csv"
"Termination","character",6,0,1483,1000,"data/chess.com IDs 1001-2000.csv"
"Site","character",42,0,997,1484,"data/chess.com IDs 2001-3000.csv"
"Date","character",9,0,1000,1481,"data/chess.com IDs 2001-3000.csv"
"Round","character",27,0,1000,1481,"data/chess.com IDs 2001-3000.csv"
"White","character",1066,0,2481,0,"data/chess.com IDs 2001-3000.csv"
"Black","character",1060,0,2481,0,"data/chess.com IDs 2001-3000.csv"
"Result","character",6,0,2312,169,"data/chess.com IDs 2001-3000.csv"
"ECO","character",133,0,1000,1481,"data/chess.com IDs 2001-3000.csv"
"WhiteElo","integer",728,0,2481,0,"data/chess.com IDs 2001-3000.csv"
"BlackElo","integer",732,0,2481,0,"data/chess.com IDs 2001-3000.csv"
"Annotator","logical",1,2481,0,0,"data/chess.com IDs 2001-3000.csv"
"Source","logical",1,2481,0,0,"data/chess.com IDs 2001-3000.csv"
"Remark","logical",1,2481,0,0,"data/chess.com IDs 2001-3000.csv"
"pgn","character",1001,0,1000,1481,"data/chess.com IDs 2001-3000.csv"
"ID","character",2481,0,2481,0,"data/chess.com IDs 2001-3000.csv"
"Time","character",138,2,1479,1000,"data/chess.com IDs 2001-3000.csv"
"Moves","character",80,0,1481,1000,"data/chess.com IDs 2001-3000.csv"
"Termination","character",6,0,1481,1000,"data/chess.com IDs 2001-3000.csv"
"Site","character",29,0,999,1350,"data/chess.com IDs 3001-4000.csv"
"Date","character",6,0,1000,1349,"data/chess.com IDs 3001-4000.csv"
"Round","character",23,0,1000,1349,"data/chess.com IDs 3001-4000.csv"
"White","character",989,0,2349,0,"data/chess.com IDs 3001-4000.csv"
"Black","character",976,0,2349,0,"data/chess.com IDs 3001-4000.csv"
"Result","character",6,0,2204,145,"data/chess.com IDs 3001-4000.csv"
"ECO","character",150,0,1000,1349,"data/chess.com IDs 3001-4000.csv"
"WhiteElo","integer",711,0,2349,0,"data/chess.com IDs 3001-4000.csv"
"BlackElo","integer",720,0,2349,0,"data/chess.com IDs 3001-4000.csv"
"Annotator","logical",1,2349,0,0,"data/chess.com IDs 3001-4000.csv"
"Source","logical",1,2349,0,0,"data/chess.com IDs 3001-4000.csv"
"Remark","logical",1,2349,0,0,"data/chess.com IDs 3001-4000.csv"
"pgn","character",1001,0,1000,1349,"data/chess.com IDs 3001-4000.csv"
"ID","character",2346,0,2349,0,"data/chess.com IDs 3001-4000.csv"
"Time","character",140,0,1349,1000,"data/chess.com IDs 3001-4000.csv"
"Moves","character",82,0,1349,1000,"data/chess.com IDs 3001-4000.csv"
"Termination","character",6,0,1349,1000,"data/chess.com IDs 3001-4000.csv"
"Site","character",41,0,998,1443,"data/chess.com IDs 4001-5000.csv"
"Date","character",8,0,1000,1441,"data/chess.com IDs 4001-5000.csv"
"Round","character",25,0,1000,1441,"data/chess.com IDs 4001-5000.csv"
"White","character",1101,0,2441,0,"data/chess.com IDs 4001-5000.csv"
"Black","character",1057,0,2441,0,"data/chess.com IDs 4001-5000.csv"
"Result","character",6,0,2284,157,"data/chess.com IDs 4001-5000.csv"
"ECO","character",144,0,1000,1441,"data/chess.com IDs 4001-5000.csv"
"WhiteElo","integer",727,0,2441,0,"data/chess.com IDs 4001-5000.csv"
"BlackElo","integer",730,0,2441,0,"data/chess.com IDs 4001-5000.csv"
"Annotator","logical",1,2441,0,0,"data/chess.com IDs 4001-5000.csv"
"Source","logical",1,2441,0,0,"data/chess.com IDs 4001-5000.csv"
"Remark","character",4,0,38,2403,"data/chess.com IDs 4001-5000.csv"
"pgn","character",1001,0,1000,1441,"data/chess.com IDs 4001-5000.csv"
"ID","character",2440,0,2441,0,"data/chess.com IDs 4001-5000.csv"
"Time","character",144,3,1438,1000,"data/chess.com IDs 4001-5000.csv"
"Moves","character",76,0,1441,1000,"data/chess.com IDs 4001-5000.csv"
"Termination","character",6,0,1441,1000,"data/chess.com IDs 4001-5000.csv"
"Site","character",35,0,996,1449,"data/chess.com IDs 5001-6000.csv"
"Date","character",5,0,1000,1445,"data/chess.com IDs 5001-6000.csv"
"Round","character",35,0,1000,1445,"data/chess.com IDs 5001-6000.csv"
"White","character",1057,0,2445,0,"data/chess.com IDs 5001-6000.csv"
"Black","character",1032,0,2445,0,"data/chess.com IDs 5001-6000.csv"
"Result","character",6,0,2277,168,"data/chess.com IDs 5001-6000.csv"
"ECO","character",141,0,1000,1445,"data/chess.com IDs 5001-6000.csv"
"WhiteElo","integer",785,0,2445,0,"data/chess.com IDs 5001-6000.csv"
"BlackElo","integer",752,0,2445,0,"data/chess.com IDs 5001-6000.csv"
"Annotator","logical",1,2445,0,0,"data/chess.com IDs 5001-6000.csv"
"Source","logical",1,2445,0,0,"data/chess.com IDs 5001-6000.csv"
"Remark","character",3,0,255,2190,"data/chess.com IDs 5001-6000.csv"
"pgn","character",1001,0,1000,1445,"data/chess.com IDs 5001-6000.csv"
"ID","character",2445,0,2445,0,"data/chess.com IDs 5001-6000.csv"
"Time","character",138,0,1445,1000,"data/chess.com IDs 5001-6000.csv"
"Moves","character",80,0,1445,1000,"data/chess.com IDs 5001-6000.csv"
"Termination","character",6,0,1445,1000,"data/chess.com IDs 5001-6000.csv"
"Site","character",26,0,995,1461,"data/chess.com IDs 6001-7000.csv"
"Date","character",5,0,1000,1456,"data/chess.com IDs 6001-7000.csv"
"Round","character",28,0,1000,1456,"data/chess.com IDs 6001-7000.csv"
"White","character",1107,0,2456,0,"data/chess.com IDs 6001-7000.csv"
"Black","character",1075,0,2456,0,"data/chess.com IDs 6001-7000.csv"
"Result","character",6,0,2277,179,"data/chess.com IDs 6001-7000.csv"
"ECO","character",143,0,1000,1456,"data/chess.com IDs 6001-7000.csv"
"WhiteElo","integer",748,0,2456,0,"data/chess.com IDs 6001-7000.csv"
"BlackElo","integer",731,0,2456,0,"data/chess.com IDs 6001-7000.csv"
"Annotator","logical",1,2456,0,0,"data/chess.com IDs 6001-7000.csv"
"Source","logical",1,2456,0,0,"data/chess.com IDs 6001-7000.csv"
"Remark","character",6,0,525,1931,"data/chess.com IDs 6001-7000.csv"
"pgn","character",1001,0,1000,1456,"data/chess.com IDs 6001-7000.csv"
"ID","character",2455,0,2456,0,"data/chess.com IDs 6001-7000.csv"
"Time","character",129,1,1455,1000,"data/chess.com IDs 6001-7000.csv"
"Moves","character",80,0,1456,1000,"data/chess.com IDs 6001-7000.csv"
"Termination","character",6,0,1456,1000,"data/chess.com IDs 6001-7000.csv"
"Site","character",36,0,1000,1447,"data/chess.com IDs 7001-8000.csv"
"Date","character",6,0,1000,1447,"data/chess.com IDs 7001-8000.csv"
"Round","character",19,0,1000,1447,"data/chess.com IDs 7001-8000.csv"
"White","character",1099,0,2447,0,"data/chess.com IDs 7001-8000.csv"
"Black","character",1091,0,2447,0,"data/chess.com IDs 7001-8000.csv"
"Result","character",6,0,2265,182,"data/chess.com IDs 7001-8000.csv"
"ECO","character",164,0,1000,1447,"data/chess.com IDs 7001-8000.csv"
"WhiteElo","integer",731,0,2447,0,"data/chess.com IDs 7001-8000.csv"
"BlackElo","integer",751,0,2447,0,"data/chess.com IDs 7001-8000.csv"
"Annotator","logical",1,2447,0,0,"data/chess.com IDs 7001-8000.csv"
"Source","logical",1,2447,0,0,"data/chess.com IDs 7001-8000.csv"
"Remark","character",5,0,276,2171,"data/chess.com IDs 7001-8000.csv"
"pgn","character",1001,0,1000,1447,"data/chess.com IDs 7001-8000.csv"
"ID","character",2445,0,2447,0,"data/chess.com IDs 7001-8000.csv"
"Time","character",130,0,1447,1000,"data/chess.com IDs 7001-8000.csv"
"Moves","character",85,0,1447,1000,"data/chess.com IDs 7001-8000.csv"
"Termination","character",6,0,1447,1000,"data/chess.com IDs 7001-8000.csv"
"Site","character",18,0,993,1430,"data/chess.com IDs 8001-9000.csv"
"Date","character",3,0,1000,1423,"data/chess.com IDs 8001-9000.csv"
"Round","character",28,0,1000,1423,"data/chess.com IDs 8001-9000.csv"
"White","character",1103,0,2423,0,"data/chess.com IDs 8001-9000.csv"
"Black","character",1090,0,2423,0,"data/chess.com IDs 8001-9000.csv"
"Result","character",6,0,2230,193,"data/chess.com IDs 8001-9000.csv"
"ECO","character",160,0,1000,1423,"data/chess.com IDs 8001-9000.csv"
"WhiteElo","integer",754,0,2423,0,"data/chess.com IDs 8001-9000.csv"
"BlackElo","integer",743,0,2423,0,"data/chess.com IDs 8001-9000.csv"
"Annotator","logical",1,2423,0,0,"data/chess.com IDs 8001-9000.csv"
"Source","logical",1,2423,0,0,"data/chess.com IDs 8001-9000.csv"
"Remark","character",3,0,201,2222,"data/chess.com IDs 8001-9000.csv"
"pgn","character",1001,0,1000,1423,"data/chess.com IDs 8001-9000.csv"
"ID","character",2419,0,2423,0,"data/chess.com IDs 8001-9000.csv"
"Time","character",142,0,1423,1000,"data/chess.com IDs 8001-9000.csv"
"Moves","character",85,0,1423,1000,"data/chess.com IDs 8001-9000.csv"
"Termination","character",6,0,1423,1000,"data/chess.com IDs 8001-9000.csv"
"Site","character",34,0,999,1401,"data/chess.com IDs 9001-10000.csv"
"Date","character",5,0,1000,1400,"data/chess.com IDs 9001-10000.csv"
"Round","character",19,0,1000,1400,"data/chess.com IDs 9001-10000.csv"
"White","character",1133,0,2400,0,"data/chess.com IDs 9001-10000.csv"
"Black","character",1136,0,2400,0,"data/chess.com IDs 9001-10000.csv"
"Result","character",6,0,2210,190,"data/chess.com IDs 9001-10000.csv"
"ECO","character",155,0,1000,1400,"data/chess.com IDs 9001-10000.csv"
"WhiteElo","integer",709,0,2400,0,"data/chess.com IDs 9001-10000.csv"
"BlackElo","integer",703,0,2400,0,"data/chess.com IDs 9001-10000.csv"
"Annotator","logical",1,2400,0,0,"data/chess.com IDs 9001-10000.csv"
"Source","logical",1,2400,0,0,"data/chess.com IDs 9001-10000.csv"
"Remark","character",4,0,392,2008,"data/chess.com IDs 9001-10000.csv"
"pgn","character",1001,0,1000,1400,"data/chess.com IDs 9001-10000.csv"
"ID","character",2393,0,2400,0,"data/chess.com IDs 9001-10000.csv"
"Time","character",145,2,1398,1000,"data/chess.com IDs 9001-10000.csv"
"Moves","character",83,0,1400,1000,"data/chess.com IDs 9001-10000.csv"
"Termination","character",6,0,1400,1000,"data/chess.com IDs 9001-10000.csv"
"Site","character",46,0,998,1493,"data/chess.com IDs 10001-11000.csv"
"Date","character",17,0,1000,1491,"data/chess.com IDs 10001-11000.csv"
"Round","character",23,0,1000,1491,"data/chess.com IDs 10001-11000.csv"
"White","character",1142,0,2491,0,"data/chess.com IDs 10001-11000.csv"
"Black","character",1132,0,2491,0,"data/chess.com IDs 10001-11000.csv"
"Result","character",6,0,2281,210,"data/chess.com IDs 10001-11000.csv"
"ECO","character",162,0,1000,1491,"data/chess.com IDs 10001-11000.csv"
"WhiteElo","integer",728,0,2491,0,"data/chess.com IDs 10001-11000.csv"
"BlackElo","integer",749,0,2491,0,"data/chess.com IDs 10001-11000.csv"
"Annotator","logical",1,2491,0,0,"data/chess.com IDs 10001-11000.csv"
"Source","logical",1,2491,0,0,"data/chess.com IDs 10001-11000.csv"
"Remark","character",6,0,227,2264,"data/chess.com IDs 10001-11000.csv"
"pgn","character",1001,0,1000,1491,"data/chess.com IDs 10001-11000.csv"
"ID","character",2484,0,2491,0,"data/chess.com IDs 10001-11000.csv"
"Time","character",142,0,1491,1000,"data/chess.com IDs 10001-11000.csv"
"Moves","character",82,0,1491,1000,"data/chess.com IDs 10001-11000.csv"
"Termination","character",6,0,1491,1000,"data/chess.com IDs 10001-11000.csv"
"Site","character",36,0,998,1465,"data/chess.com IDs 11001-12000.csv"
"Date","character",7,0,999,1464,"data/chess.com IDs 11001-12000.csv"
"Round","character",27,0,999,1464,"data/chess.com IDs 11001-12000.csv"
"White","character",1185,0,2463,0,"data/chess.com IDs 11001-12000.csv"
"Black","character",1177,0,2463,0,"data/chess.com IDs 11001-12000.csv"
"Result","character",6,0,2257,206,"data/chess.com IDs 11001-12000.csv"
"ECO","character",176,0,999,1464,"data/chess.com IDs 11001-12000.csv"
"WhiteElo","integer",726,0,2463,0,"data/chess.com IDs 11001-12000.csv"
"BlackElo","integer",746,0,2463,0,"data/chess.com IDs 11001-12000.csv"
"Annotator","logical",1,2463,0,0,"data/chess.com IDs 11001-12000.csv"
"Source","logical",1,2463,0,0,"data/chess.com IDs 11001-12000.csv"
"Remark","character",5,0,542,1921,"data/chess.com IDs 11001-12000.csv"
"pgn","character",1000,0,999,1464,"data/chess.com IDs 11001-12000.csv"
"ID","character",2460,0,2463,0,"data/chess.com IDs 11001-12000.csv"
"Time","character",142,0,1464,999,"data/chess.com IDs 11001-12000.csv"
"Moves","character",82,0,1464,999,"data/chess.com IDs 11001-12000.csv"
"Termination","character",6,0,1464,999,"data/chess.com IDs 11001-12000.csv"
"Site","character",56,0,999,1496,"data/chess.com IDs 12001-13000.csv"
"Date","character",4,0,1000,1495,"data/chess.com IDs 12001-13000.csv"
"Round","character",24,0,1000,1495,"data/chess.com IDs 12001-13000.csv"
"White","character",1187,0,2495,0,"data/chess.com IDs 12001-13000.csv"
"Black","character",1143,0,2495,0,"data/chess.com IDs 12001-13000.csv"
"Result","character",6,0,2295,200,"data/chess.com IDs 12001-13000.csv"
"ECO","character",175,0,1000,1495,"data/chess.com IDs 12001-13000.csv"
"WhiteElo","integer",742,0,2495,0,"data/chess.com IDs 12001-13000.csv"
"BlackElo","integer",734,0,2495,0,"data/chess.com IDs 12001-13000.csv"
"Annotator","logical",1,2495,0,0,"data/chess.com IDs 12001-13000.csv"
"Source","logical",1,2495,0,0,"data/chess.com IDs 12001-13000.csv"
"Remark","character",6,0,238,2257,"data/chess.com IDs 12001-13000.csv"
"pgn","character",1001,0,1000,1495,"data/chess.com IDs 12001-13000.csv"
"ID","character",2490,0,2495,0,"data/chess.com IDs 12001-13000.csv"
"Time","character",140,0,1495,1000,"data/chess.com IDs 12001-13000.csv"
"Moves","character",83,0,1495,1000,"data/chess.com IDs 12001-13000.csv"
"Termination","character",6,0,1495,1000,"data/chess.com IDs 12001-13000.csv"
"Site","character",53,0,999,1542,"data/chess.com IDs 13001-14000.csv"
"Date","character",8,0,1000,1541,"data/chess.com IDs 13001-14000.csv"
"Round","character",22,0,1000,1541,"data/chess.com IDs 13001-14000.csv"
"White","character",1258,0,2541,0,"data/chess.com IDs 13001-14000.csv"
"Black","character",1249,0,2541,0,"data/chess.com IDs 13001-14000.csv"
"Result","character",6,0,2377,164,"data/chess.com IDs 13001-14000.csv"
"ECO","character",173,0,1000,1541,"data/chess.com IDs 13001-14000.csv"
"WhiteElo","integer",763,0,2541,0,"data/chess.com IDs 13001-14000.csv"
"BlackElo","integer",771,0,2541,0,"data/chess.com IDs 13001-14000.csv"
"Annotator","logical",1,2541,0,0,"data/chess.com IDs 13001-14000.csv"
"Source","logical",1,2541,0,0,"data/chess.com IDs 13001-14000.csv"
"Remark","character",7,0,183,2358,"data/chess.com IDs 13001-14000.csv"
"pgn","character",1001,0,1000,1541,"data/chess.com IDs 13001-14000.csv"
"ID","character",2539,0,2541,0,"data/chess.com IDs 13001-14000.csv"
"Time","character",145,0,1541,1000,"data/chess.com IDs 13001-14000.csv"
"Moves","character",83,0,1541,1000,"data/chess.com IDs 13001-14000.csv"
"Termination","character",6,0,1541,1000,"data/chess.com IDs 13001-14000.csv"
"Site","character",43,0,999,1471,"data/chess.com IDs 14001-15000.csv"
"Date","character",4,0,1000,1470,"data/chess.com IDs 14001-15000.csv"
"Round","character",17,0,1000,1470,"data/chess.com IDs 14001-15000.csv"
"White","character",1197,0,2470,0,"data/chess.com IDs 14001-15000.csv"
"Black","character",1188,0,2470,0,"data/chess.com IDs 14001-15000.csv"
"Result","character",6,0,2332,138,"data/chess.com IDs 14001-15000.csv"
"ECO","character",215,0,1000,1470,"data/chess.com IDs 14001-15000.csv"
"WhiteElo","integer",732,0,2470,0,"data/chess.com IDs 14001-15000.csv"
"BlackElo","integer",745,0,2470,0,"data/chess.com IDs 14001-15000.csv"
"Annotator","character",2,0,1,2469,"data/chess.com IDs 14001-15000.csv"
"Source","logical",1,2470,0,0,"data/chess.com IDs 14001-15000.csv"
"Remark","character",3,0,42,2428,"data/chess.com IDs 14001-15000.csv"
"pgn","character",1001,0,1000,1470,"data/chess.com IDs 14001-15000.csv"
"ID","character",2469,0,2470,0,"data/chess.com IDs 14001-15000.csv"
"Time","character",140,1,1469,1000,"data/chess.com IDs 14001-15000.csv"
"Moves","character",80,0,1470,1000,"data/chess.com IDs 14001-15000.csv"
"Termination","character",6,0,1470,1000,"data/chess.com IDs 14001-15000.csv"
"Site","character",53,0,1000,1528,"data/chess.com IDs 15001-16000.csv"
"Date","character",3,0,1000,1528,"data/chess.com IDs 15001-16000.csv"
"Round","character",21,0,1000,1528,"data/chess.com IDs 15001-16000.csv"
"White","character",1187,0,2528,0,"data/chess.com IDs 15001-16000.csv"
"Black","character",1218,0,2528,0,"data/chess.com IDs 15001-16000.csv"
"Result","character",6,0,2337,191,"data/chess.com IDs 15001-16000.csv"
"ECO","character",243,0,1000,1528,"data/chess.com IDs 15001-16000.csv"
"WhiteElo","integer",749,0,2528,0,"data/chess.com IDs 15001-16000.csv"
"BlackElo","integer",766,0,2528,0,"data/chess.com IDs 15001-16000.csv"
"Annotator","logical",1,2528,0,0,"data/chess.com IDs 15001-16000.csv"
"Source","logical",1,2528,0,0,"data/chess.com IDs 15001-16000.csv"
"Remark","character",2,0,3,2525,"data/chess.com IDs 15001-16000.csv"
"pgn","character",1001,0,1000,1528,"data/chess.com IDs 15001-16000.csv"
"ID","character",2526,0,2528,0,"data/chess.com IDs 15001-16000.csv"
"Time","character",144,1,1527,1000,"data/chess.com IDs 15001-16000.csv"
"Moves","character",83,0,1528,1000,"data/chess.com IDs 15001-16000.csv"
"Termination","character",6,0,1528,1000,"data/chess.com IDs 15001-16000.csv"
"Site","character",41,0,997,1552,"data/chess.com IDs 16001-17000.csv"
"Date","character",4,0,1000,1549,"data/chess.com IDs 16001-17000.csv"
"Round","character",24,0,1000,1549,"data/chess.com IDs 16001-17000.csv"
"White","character",1240,0,2549,0,"data/chess.com IDs 16001-17000.csv"
"Black","character",1217,0,2549,0,"data/chess.com IDs 16001-17000.csv"
"Result","character",6,0,2323,226,"data/chess.com IDs 16001-17000.csv"
"ECO","character",245,0,1000,1549,"data/chess.com IDs 16001-17000.csv"
"WhiteElo","integer",778,0,2549,0,"data/chess.com IDs 16001-17000.csv"
"BlackElo","integer",779,0,2549,0,"data/chess.com IDs 16001-17000.csv"
"Annotator","logical",1,2549,0,0,"data/chess.com IDs 16001-17000.csv"
"Source","logical",1,2549,0,0,"data/chess.com IDs 16001-17000.csv"
"Remark","character",6,0,290,2259,"data/chess.com IDs 16001-17000.csv"
"pgn","character",1001,0,1000,1549,"data/chess.com IDs 16001-17000.csv"
"ID","character",2546,0,2549,0,"data/chess.com IDs 16001-17000.csv"
"Time","character",146,1,1548,1000,"data/chess.com IDs 16001-17000.csv"
"Moves","character",86,0,1549,1000,"data/chess.com IDs 16001-17000.csv"
"Termination","character",6,0,1549,1000,"data/chess.com IDs 16001-17000.csv"
"Site","character",42,0,1000,1519,"data/chess.com IDs 17001-18000.csv"
"Date","character",3,0,1000,1519,"data/chess.com IDs 17001-18000.csv"
"Round","character",23,0,1000,1519,"data/chess.com IDs 17001-18000.csv"
"White","character",1149,0,2519,0,"data/chess.com IDs 17001-18000.csv"
"Black","character",1145,0,2519,0,"data/chess.com IDs 17001-18000.csv"
"Result","character",6,0,2333,186,"data/chess.com IDs 17001-18000.csv"
"ECO","character",248,0,1000,1519,"data/chess.com IDs 17001-18000.csv"
"WhiteElo","integer",760,0,2519,0,"data/chess.com IDs 17001-18000.csv"
"BlackElo","integer",743,0,2519,0,"data/chess.com IDs 17001-18000.csv"
"Annotator","logical",1,2519,0,0,"data/chess.com IDs 17001-18000.csv"
"Source","logical",1,2519,0,0,"data/chess.com IDs 17001-18000.csv"
"Remark","character",3,0,53,2466,"data/chess.com IDs 17001-18000.csv"
"pgn","character",1001,0,1000,1519,"data/chess.com IDs 17001-18000.csv"
"ID","character",2514,0,2519,0,"data/chess.com IDs 17001-18000.csv"
"Time","character",139,1,1518,1000,"data/chess.com IDs 17001-18000.csv"
"Moves","character",86,0,1519,1000,"data/chess.com IDs 17001-18000.csv"
"Termination","character",6,0,1519,1000,"data/chess.com IDs 17001-18000.csv"
"Site","character",50,0,999,1507,"data/chess.com IDs 18001-19000.csv"
"Date","character",3,0,1000,1506,"data/chess.com IDs 18001-19000.csv"
"Round","character",36,0,1000,1506,"data/chess.com IDs 18001-19000.csv"
"White","character",1189,0,2506,0,"data/chess.com IDs 18001-19000.csv"
"Black","character",1153,0,2506,0,"data/chess.com IDs 18001-19000.csv"
"Result","character",6,0,2275,231,"data/chess.com IDs 18001-19000.csv"
"ECO","character",252,0,1000,1506,"data/chess.com IDs 18001-19000.csv"
"WhiteElo","integer",767,0,2506,0,"data/chess.com IDs 18001-19000.csv"
"BlackElo","integer",789,0,2506,0,"data/chess.com IDs 18001-19000.csv"
"Annotator","logical",1,2506,0,0,"data/chess.com IDs 18001-19000.csv"
"Source","logical",1,2506,0,0,"data/chess.com IDs 18001-19000.csv"
"Remark","character",6,0,183,2323,"data/chess.com IDs 18001-19000.csv"
"pgn","character",1001,0,1000,1506,"data/chess.com IDs 18001-19000.csv"
"ID","character",2504,0,2506,0,"data/chess.com IDs 18001-19000.csv"
"Time","character",137,2,1504,1000,"data/chess.com IDs 18001-19000.csv"
"Moves","character",78,0,1506,1000,"data/chess.com IDs 18001-19000.csv"
"Termination","character",6,0,1506,1000,"data/chess.com IDs 18001-19000.csv"
"Site","character",42,0,1000,1482,"data/chess.com IDs 19001-20000.csv"
"Date","character",3,0,1000,1482,"data/chess.com IDs 19001-20000.csv"
"Round","character",22,0,1000,1482,"data/chess.com IDs 19001-20000.csv"
"White","character",1160,0,2482,0,"data/chess.com IDs 19001-20000.csv"
"Black","character",1146,0,2482,0,"data/chess.com IDs 19001-20000.csv"
"Result","character",6,0,2280,202,"data/chess.com IDs 19001-20000.csv"
"ECO","character",260,0,1000,1482,"data/chess.com IDs 19001-20000.csv"
"WhiteElo","integer",765,0,2482,0,"data/chess.com IDs 19001-20000.csv"
"BlackElo","integer",785,0,2482,0,"data/chess.com IDs 19001-20000.csv"
"Annotator","logical",1,2482,0,0,"data/chess.com IDs 19001-20000.csv"
"Source","logical",1,2482,0,0,"data/chess.com IDs 19001-20000.csv"
"Remark","character",6,0,188,2294,"data/chess.com IDs 19001-20000.csv"
"pgn","character",1001,0,1000,1482,"data/chess.com IDs 19001-20000.csv"
"ID","character",2480,0,2482,0,"data/chess.com IDs 19001-20000.csv"
"Time","character",136,0,1482,1000,"data/chess.com IDs 19001-20000.csv"
"Moves","character",80,0,1482,1000,"data/chess.com IDs 19001-20000.csv"
"Termination","character",6,0,1482,1000,"data/chess.com IDs 19001-20000.csv"
"Site","character",45,0,1000,1540,"data/chess.com IDs 20001-21000.csv"
"Date","character",4,0,1000,1540,"data/chess.com IDs 20001-21000.csv"
"Round","character",27,0,1000,1540,"data/chess.com IDs 20001-21000.csv"
"White","character",1222,0,2540,0,"data/chess.com IDs 20001-21000.csv"
"Black","character",1226,0,2540,0,"data/chess.com IDs 20001-21000.csv"
"Result","character",6,0,2373,167,"data/chess.com IDs 20001-21000.csv"
"ECO","character",250,0,1000,1540,"data/chess.com IDs 20001-21000.csv"
"WhiteElo","integer",786,0,2540,0,"data/chess.com IDs 20001-21000.csv"
"BlackElo","integer",797,0,2540,0,"data/chess.com IDs 20001-21000.csv"
"Annotator","logical",1,2540,0,0,"data/chess.com IDs 20001-21000.csv"
"Source","logical",1,2540,0,0,"data/chess.com IDs 20001-21000.csv"
"Remark","character",6,0,316,2224,"data/chess.com IDs 20001-21000.csv"
"pgn","character",1001,0,1000,1540,"data/chess.com IDs 20001-21000.csv"
"ID","character",2534,0,2540,0,"data/chess.com IDs 20001-21000.csv"
"Time","character",136,0,1540,1000,"data/chess.com IDs 20001-21000.csv"
