"variable","class","unique","is.na","has.content","empty.strings","File"
"Remark","character",5,0,3252,1619,"data/chess.com IDs 343001-344000.csv"
"pgn","character",1788,0,4785,86,"data/chess.com IDs 343001-344000.csv"
"ID","character",1873,0,4871,0,"data/chess.com IDs 343001-344000.csv"
"gameId","character",788,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"initialSetup","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"lastDate","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"gameType","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"plyCount","character",141,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"playerColor","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"whiteUsername","character",648,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"blackUsername","character",633,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"analysisPgn","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"isCheckmate","logical",3,2301,2570,0,"data/chess.com IDs 343001-344000.csv"
"isStalemate","logical",3,2301,2570,0,"data/chess.com IDs 343001-344000.csv"
"analysisPublic","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"Event","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"TimeControl","character",56,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"EndTime","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"Termination","character",11,0,2760,2111,"data/chess.com IDs 343001-344000.csv"
"SetUp","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"FEN0","character",3,0,2570,2301,"data/chess.com IDs 343001-344000.csv"
"Time","character",36,0,1248,3623,"data/chess.com IDs 343001-344000.csv"
"Moves","character",46,0,1248,3623,"data/chess.com IDs 343001-344000.csv"
"Site","character",28,0,4808,81,"data/chess.com IDs 344001-345000.csv"
"Date","character",4,0,4808,81,"data/chess.com IDs 344001-345000.csv"
"Round","character",54,0,3999,890,"data/chess.com IDs 344001-345000.csv"
"White","character",990,0,4889,0,"data/chess.com IDs 344001-345000.csv"
"Black","character",996,0,4889,0,"data/chess.com IDs 344001-345000.csv"
"Result","character",7,0,4885,4,"data/chess.com IDs 344001-345000.csv"
"ECO","character",358,0,4808,81,"data/chess.com IDs 344001-345000.csv"
"WhiteElo","character",712,0,4889,0,"data/chess.com IDs 344001-345000.csv"
"BlackElo","character",731,0,4889,0,"data/chess.com IDs 344001-345000.csv"
"Annotator","logical",2,1890,2999,0,"data/chess.com IDs 344001-345000.csv"
"Source","logical",2,1890,2999,0,"data/chess.com IDs 344001-345000.csv"
"Remark","character",6,0,3162,1727,"data/chess.com IDs 344001-345000.csv"
"pgn","character",1811,0,4808,81,"data/chess.com IDs 344001-345000.csv"
"ID","character",1891,0,4889,0,"data/chess.com IDs 344001-345000.csv"
"Time","character",42,0,1242,3647,"data/chess.com IDs 344001-345000.csv"
"Moves","character",41,0,1242,3647,"data/chess.com IDs 344001-345000.csv"
"Termination","character",11,0,2786,2103,"data/chess.com IDs 344001-345000.csv"
"gameId","character",811,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"initialSetup","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"lastDate","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"gameType","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"plyCount","character",139,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"playerColor","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"whiteUsername","character",655,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"blackUsername","character",648,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"analysisPgn","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"isCheckmate","logical",3,2272,2617,0,"data/chess.com IDs 344001-345000.csv"
"isStalemate","logical",3,2272,2617,0,"data/chess.com IDs 344001-345000.csv"
"analysisPublic","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"Event","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"TimeControl","character",59,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"EndTime","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"SetUp","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"FEN0","character",3,0,2617,2272,"data/chess.com IDs 344001-345000.csv"
"Site","character",22,0,4805,94,"data/chess.com IDs 345001-346000.csv"
"Date","character",12,0,4818,81,"data/chess.com IDs 345001-346000.csv"
"Round","character",19,0,3999,900,"data/chess.com IDs 345001-346000.csv"
"White","character",937,0,4899,0,"data/chess.com IDs 345001-346000.csv"
"Black","character",939,0,4899,0,"data/chess.com IDs 345001-346000.csv"
"Result","character",7,0,4886,13,"data/chess.com IDs 345001-346000.csv"
"ECO","character",337,0,4818,81,"data/chess.com IDs 345001-346000.csv"
"WhiteElo","character",719,0,4899,0,"data/chess.com IDs 345001-346000.csv"
"BlackElo","character",733,0,4899,0,"data/chess.com IDs 345001-346000.csv"
"Annotator","logical",2,1900,2999,0,"data/chess.com IDs 345001-346000.csv"
"Source","logical",2,1900,2999,0,"data/chess.com IDs 345001-346000.csv"
"Remark","character",3,0,3076,1823,"data/chess.com IDs 345001-346000.csv"
"pgn","character",1821,0,4818,81,"data/chess.com IDs 345001-346000.csv"
"ID","character",1901,0,4899,0,"data/chess.com IDs 345001-346000.csv"
"Time","character",35,0,1242,3657,"data/chess.com IDs 345001-346000.csv"
"Moves","character",43,0,1242,3657,"data/chess.com IDs 345001-346000.csv"
"Termination","character",11,0,2808,2091,"data/chess.com IDs 345001-346000.csv"
"gameId","character",821,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"initialSetup","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"lastDate","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"gameType","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"plyCount","character",136,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"playerColor","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"whiteUsername","character",672,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"blackUsername","character",660,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"analysisPgn","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"isCheckmate","logical",3,2262,2637,0,"data/chess.com IDs 345001-346000.csv"
"isStalemate","logical",3,2262,2637,0,"data/chess.com IDs 345001-346000.csv"
"analysisPublic","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"Event","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"TimeControl","character",51,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"EndTime","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"SetUp","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"FEN0","character",3,0,2637,2262,"data/chess.com IDs 345001-346000.csv"
"Site","character",31,0,4781,77,"data/chess.com IDs 346001-347000.csv"
"Date","character",38,0,4781,77,"data/chess.com IDs 346001-347000.csv"
"Round","character",16,0,3999,859,"data/chess.com IDs 346001-347000.csv"
"White","character",1036,0,4858,0,"data/chess.com IDs 346001-347000.csv"
"Black","character",1048,0,4858,0,"data/chess.com IDs 346001-347000.csv"
"Result","character",6,0,4848,10,"data/chess.com IDs 346001-347000.csv"
"ECO","character",352,0,4781,77,"data/chess.com IDs 346001-347000.csv"
"WhiteElo","character",744,0,4858,0,"data/chess.com IDs 346001-347000.csv"
"BlackElo","character",757,0,4858,0,"data/chess.com IDs 346001-347000.csv"
"Annotator","logical",2,1859,2999,0,"data/chess.com IDs 346001-347000.csv"
"Source","logical",2,1859,2999,0,"data/chess.com IDs 346001-347000.csv"
"Remark","character",3,0,3000,1858,"data/chess.com IDs 346001-347000.csv"
"pgn","character",1784,0,4781,77,"data/chess.com IDs 346001-347000.csv"
"ID","character",1860,0,4858,0,"data/chess.com IDs 346001-347000.csv"
"Time","character",31,0,1230,3628,"data/chess.com IDs 346001-347000.csv"
"Moves","character",46,0,1230,3628,"data/chess.com IDs 346001-347000.csv"
"Termination","character",11,0,2737,2121,"data/chess.com IDs 346001-347000.csv"
"gameId","character",784,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"initialSetup","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"lastDate","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"gameType","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"plyCount","character",143,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"playerColor","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"whiteUsername","character",643,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"blackUsername","character",632,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"analysisPgn","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"isCheckmate","logical",3,2296,2562,0,"data/chess.com IDs 346001-347000.csv"
"isStalemate","logical",3,2296,2562,0,"data/chess.com IDs 346001-347000.csv"
"analysisPublic","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"Event","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"TimeControl","character",57,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"EndTime","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"SetUp","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"FEN0","character",3,0,2562,2296,"data/chess.com IDs 346001-347000.csv"
"Site","character",25,0,4817,82,"data/chess.com IDs 347001-348000.csv"
"Date","character",4,0,4817,82,"data/chess.com IDs 347001-348000.csv"
"Round","character",16,0,3999,900,"data/chess.com IDs 347001-348000.csv"
"White","character",944,0,4899,0,"data/chess.com IDs 347001-348000.csv"
"Black","character",953,0,4899,0,"data/chess.com IDs 347001-348000.csv"
"Result","character",6,0,4891,8,"data/chess.com IDs 347001-348000.csv"
"ECO","character",343,0,4817,82,"data/chess.com IDs 347001-348000.csv"
"WhiteElo","character",721,0,4899,0,"data/chess.com IDs 347001-348000.csv"
"BlackElo","character",713,0,4899,0,"data/chess.com IDs 347001-348000.csv"
"Annotator","logical",2,1900,2999,0,"data/chess.com IDs 347001-348000.csv"
"Source","logical",2,1900,2999,0,"data/chess.com IDs 347001-348000.csv"
"Remark","character",4,0,3240,1659,"data/chess.com IDs 347001-348000.csv"
"pgn","character",1820,0,4817,82,"data/chess.com IDs 347001-348000.csv"
"ID","character",1901,0,4899,0,"data/chess.com IDs 347001-348000.csv"
"Time","character",34,0,1245,3654,"data/chess.com IDs 347001-348000.csv"
"Moves","character",47,0,1245,3654,"data/chess.com IDs 347001-348000.csv"
"Termination","character",11,0,2816,2083,"data/chess.com IDs 347001-348000.csv"
"gameId","character",820,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"initialSetup","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"lastDate","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"gameType","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"plyCount","character",140,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"playerColor","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"whiteUsername","character",662,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"blackUsername","character",658,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"analysisPgn","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"isCheckmate","logical",3,2264,2635,0,"data/chess.com IDs 347001-348000.csv"
"isStalemate","logical",3,2264,2635,0,"data/chess.com IDs 347001-348000.csv"
"analysisPublic","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"Event","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"TimeControl","character",59,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"EndTime","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"SetUp","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"FEN0","character",3,0,2635,2264,"data/chess.com IDs 347001-348000.csv"
"Site","character",24,0,4796,81,"data/chess.com IDs 348001-349000.csv"
"Date","character",4,0,4796,81,"data/chess.com IDs 348001-349000.csv"
"Round","character",16,0,3999,878,"data/chess.com IDs 348001-349000.csv"
"White","character",1009,0,4877,0,"data/chess.com IDs 348001-349000.csv"
"Black","character",990,0,4877,0,"data/chess.com IDs 348001-349000.csv"
"Result","character",7,0,4867,10,"data/chess.com IDs 348001-349000.csv"
"ECO","character",336,0,4796,81,"data/chess.com IDs 348001-349000.csv"
"WhiteElo","character",724,0,4877,0,"data/chess.com IDs 348001-349000.csv"
"BlackElo","character",732,0,4877,0,"data/chess.com IDs 348001-349000.csv"
"Annotator","logical",2,1878,2999,0,"data/chess.com IDs 348001-349000.csv"
"Source","logical",2,1878,2999,0,"data/chess.com IDs 348001-349000.csv"
"Remark","character",6,0,3223,1654,"data/chess.com IDs 348001-349000.csv"
"pgn","character",1799,0,4796,81,"data/chess.com IDs 348001-349000.csv"
"ID","character",1879,0,4877,0,"data/chess.com IDs 348001-349000.csv"
"Time","character",36,0,1242,3635,"data/chess.com IDs 348001-349000.csv"
"Moves","character",49,0,1242,3635,"data/chess.com IDs 348001-349000.csv"
"Termination","character",11,0,2776,2101,"data/chess.com IDs 348001-349000.csv"
"gameId","character",799,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"initialSetup","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"lastDate","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"gameType","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"plyCount","character",142,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"playerColor","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"whiteUsername","character",665,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"blackUsername","character",642,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"analysisPgn","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"isCheckmate","logical",3,2284,2593,0,"data/chess.com IDs 348001-349000.csv"
"isStalemate","logical",3,2284,2593,0,"data/chess.com IDs 348001-349000.csv"
"analysisPublic","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"Event","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"TimeControl","character",54,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"EndTime","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"SetUp","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"FEN0","character",3,0,2593,2284,"data/chess.com IDs 348001-349000.csv"
"Site","character",29,0,4789,78,"data/chess.com IDs 349001-350000.csv"
"Date","character",4,0,4789,78,"data/chess.com IDs 349001-350000.csv"
"Round","character",23,0,3999,868,"data/chess.com IDs 349001-350000.csv"
"White","character",1050,0,4867,0,"data/chess.com IDs 349001-350000.csv"
"Black","character",1041,0,4867,0,"data/chess.com IDs 349001-350000.csv"
"Result","character",5,0,4864,3,"data/chess.com IDs 349001-350000.csv"
"ECO","character",363,0,4789,78,"data/chess.com IDs 349001-350000.csv"
"WhiteElo","character",727,0,4867,0,"data/chess.com IDs 349001-350000.csv"
"BlackElo","character",743,0,4867,0,"data/chess.com IDs 349001-350000.csv"
"Annotator","logical",2,1868,2999,0,"data/chess.com IDs 349001-350000.csv"
"Source","logical",2,1868,2999,0,"data/chess.com IDs 349001-350000.csv"
"Remark","character",5,0,3467,1400,"data/chess.com IDs 349001-350000.csv"
"pgn","character",1792,0,4789,78,"data/chess.com IDs 349001-350000.csv"
"ID","character",1869,0,4867,0,"data/chess.com IDs 349001-350000.csv"
"Time","character",33,1,1232,3634,"data/chess.com IDs 349001-350000.csv"
"Moves","character",42,0,1233,3634,"data/chess.com IDs 349001-350000.csv"
"Termination","character",10,0,2757,2110,"data/chess.com IDs 349001-350000.csv"
"gameId","character",792,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"initialSetup","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"lastDate","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"gameType","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"plyCount","character",145,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"playerColor","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"whiteUsername","character",654,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"blackUsername","character",638,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"analysisPgn","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"isCheckmate","logical",3,2288,2579,0,"data/chess.com IDs 349001-350000.csv"
"isStalemate","logical",3,2288,2579,0,"data/chess.com IDs 349001-350000.csv"
"analysisPublic","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"Event","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"TimeControl","character",49,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"EndTime","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"SetUp","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"FEN0","character",3,0,2579,2288,"data/chess.com IDs 349001-350000.csv"
"Site","character",22,0,4806,83,"data/chess.com IDs 350001-351000.csv"
"Date","character",4,0,4806,83,"data/chess.com IDs 350001-351000.csv"
"Round","character",16,0,3999,890,"data/chess.com IDs 350001-351000.csv"
"White","character",1029,0,4889,0,"data/chess.com IDs 350001-351000.csv"
"Black","character",1062,0,4889,0,"data/chess.com IDs 350001-351000.csv"
"Result","character",6,0,4882,7,"data/chess.com IDs 350001-351000.csv"
"ECO","character",348,0,4806,83,"data/chess.com IDs 350001-351000.csv"
"WhiteElo","character",749,0,4889,0,"data/chess.com IDs 350001-351000.csv"
"BlackElo","character",760,0,4889,0,"data/chess.com IDs 350001-351000.csv"
"Annotator","logical",2,1890,2999,0,"data/chess.com IDs 350001-351000.csv"
"Source","logical",2,1890,2999,0,"data/chess.com IDs 350001-351000.csv"
"Remark","character",6,0,3209,1680,"data/chess.com IDs 350001-351000.csv"
"pgn","character",1809,0,4806,83,"data/chess.com IDs 350001-351000.csv"
"ID","character",1891,0,4889,0,"data/chess.com IDs 350001-351000.csv"
"Time","character",30,0,1248,3641,"data/chess.com IDs 350001-351000.csv"
"Moves","character",45,0,1248,3641,"data/chess.com IDs 350001-351000.csv"
"Termination","character",11,0,2793,2096,"data/chess.com IDs 350001-351000.csv"
"gameId","character",809,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"initialSetup","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"lastDate","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"gameType","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"plyCount","character",140,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"playerColor","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"whiteUsername","character",639,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"blackUsername","character",648,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"analysisPgn","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"isCheckmate","logical",3,2276,2613,0,"data/chess.com IDs 350001-351000.csv"
"isStalemate","logical",3,2276,2613,0,"data/chess.com IDs 350001-351000.csv"
"analysisPublic","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"Event","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"TimeControl","character",59,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"EndTime","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"SetUp","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"FEN0","character",3,0,2613,2276,"data/chess.com IDs 350001-351000.csv"
"Site","character",24,0,4789,80,"data/chess.com IDs 351001-352000.csv"
"Date","character",4,0,4789,80,"data/chess.com IDs 351001-352000.csv"
"Round","character",45,0,3999,870,"data/chess.com IDs 351001-352000.csv"
"White","character",978,0,4869,0,"data/chess.com IDs 351001-352000.csv"
"Black","character",1013,0,4869,0,"data/chess.com IDs 351001-352000.csv"
"Result","character",7,0,4863,6,"data/chess.com IDs 351001-352000.csv"
"ECO","character",347,0,4789,80,"data/chess.com IDs 351001-352000.csv"
"WhiteElo","character",737,0,4869,0,"data/chess.com IDs 351001-352000.csv"
"BlackElo","character",746,0,4869,0,"data/chess.com IDs 351001-352000.csv"
"Annotator","logical",2,1870,2999,0,"data/chess.com IDs 351001-352000.csv"
"Source","logical",2,1870,2999,0,"data/chess.com IDs 351001-352000.csv"
"Remark","character",3,0,3090,1779,"data/chess.com IDs 351001-352000.csv"
"pgn","character",1792,0,4789,80,"data/chess.com IDs 351001-352000.csv"
"ID","character",1871,0,4869,0,"data/chess.com IDs 351001-352000.csv"
"Time","character",32,0,1239,3630,"data/chess.com IDs 351001-352000.csv"
"Moves","character",45,0,1239,3630,"data/chess.com IDs 351001-352000.csv"
"Termination","character",11,0,2757,2112,"data/chess.com IDs 351001-352000.csv"
"gameId","character",792,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"initialSetup","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"lastDate","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"gameType","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"plyCount","character",138,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"playerColor","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"whiteUsername","character",632,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"blackUsername","character",646,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"analysisPgn","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"isCheckmate","logical",3,2290,2579,0,"data/chess.com IDs 351001-352000.csv"
"isStalemate","logical",3,2290,2579,0,"data/chess.com IDs 351001-352000.csv"
"analysisPublic","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"Event","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"TimeControl","character",61,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"EndTime","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"SetUp","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"FEN0","character",3,0,2579,2290,"data/chess.com IDs 351001-352000.csv"
"Site","character",32,0,4777,86,"data/chess.com IDs 352001-353000.csv"
"Date","character",4,0,4777,86,"data/chess.com IDs 352001-353000.csv"
"Round","character",24,0,3999,864,"data/chess.com IDs 352001-353000.csv"
"White","character",934,0,4863,0,"data/chess.com IDs 352001-353000.csv"
"Black","character",940,0,4863,0,"data/chess.com IDs 352001-353000.csv"
"Result","character",7,0,4858,5,"data/chess.com IDs 352001-353000.csv"
"ECO","character",354,0,4777,86,"data/chess.com IDs 352001-353000.csv"
"WhiteElo","character",699,0,4863,0,"data/chess.com IDs 352001-353000.csv"
"BlackElo","character",733,0,4863,0,"data/chess.com IDs 352001-353000.csv"
"Annotator","logical",2,1864,2999,0,"data/chess.com IDs 352001-353000.csv"
"Source","logical",2,1864,2999,0,"data/chess.com IDs 352001-353000.csv"
"Remark","character",6,0,3152,1711,"data/chess.com IDs 352001-353000.csv"
"pgn","character",1778,0,4777,86,"data/chess.com IDs 352001-353000.csv"
"ID","character",1865,0,4863,0,"data/chess.com IDs 352001-353000.csv"
"Time","character",26,0,1257,3606,"data/chess.com IDs 352001-353000.csv"
"Moves","character",49,0,1257,3606,"data/chess.com IDs 352001-353000.csv"
"Termination","character",11,0,2751,2112,"data/chess.com IDs 352001-353000.csv"
"gameId","character",780,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"initialSetup","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"lastDate","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"gameType","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"plyCount","character",135,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"playerColor","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"whiteUsername","character",625,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"blackUsername","character",613,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"analysisPgn","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"isCheckmate","logical",3,2308,2555,0,"data/chess.com IDs 352001-353000.csv"
"isStalemate","logical",3,2308,2555,0,"data/chess.com IDs 352001-353000.csv"
"analysisPublic","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"Event","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"TimeControl","character",59,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"EndTime","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"SetUp","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"FEN0","character",3,0,2555,2308,"data/chess.com IDs 352001-353000.csv"
"Site","character",16,0,4801,79,"data/chess.com IDs 353001-354000.csv"
"Date","character",4,0,4801,79,"data/chess.com IDs 353001-354000.csv"
"Round","character",49,0,3999,881,"data/chess.com IDs 353001-354000.csv"
"White","character",936,0,4880,0,"data/chess.com IDs 353001-354000.csv"
"Black","character",948,0,4880,0,"data/chess.com IDs 353001-354000.csv"
"Result","character",6,0,4872,8,"data/chess.com IDs 353001-354000.csv"
"ECO","character",352,0,4801,79,"data/chess.com IDs 353001-354000.csv"
"WhiteElo","character",698,0,4880,0,"data/chess.com IDs 353001-354000.csv"
"BlackElo","character",732,0,4880,0,"data/chess.com IDs 353001-354000.csv"
"Annotator","logical",2,1881,2999,0,"data/chess.com IDs 353001-354000.csv"
"Source","logical",2,1881,2999,0,"data/chess.com IDs 353001-354000.csv"
"Remark","character",7,0,3422,1458,"data/chess.com IDs 353001-354000.csv"
"pgn","character",1804,0,4801,79,"data/chess.com IDs 353001-354000.csv"
"ID","character",1882,0,4880,0,"data/chess.com IDs 353001-354000.csv"
"gameId","character",804,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"initialSetup","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"lastDate","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"gameType","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"plyCount","character",148,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"playerColor","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"whiteUsername","character",643,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"blackUsername","character",629,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"analysisPgn","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"isCheckmate","logical",3,2277,2603,0,"data/chess.com IDs 353001-354000.csv"
"isStalemate","logical",3,2277,2603,0,"data/chess.com IDs 353001-354000.csv"
"analysisPublic","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"Event","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"TimeControl","character",56,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"EndTime","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"Termination","character",11,0,2782,2098,"data/chess.com IDs 353001-354000.csv"
"SetUp","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"FEN0","character",3,0,2603,2277,"data/chess.com IDs 353001-354000.csv"
"Time","character",33,0,1227,3653,"data/chess.com IDs 353001-354000.csv"
