"type","ID","pgn","color","move","piece","x","y","sq"
"livechess","1015569346","23.Qe1","white","23","Queen","e","1","e1"
"livechess","1015569346","24.Ke2","white","24","King","e","2","e2"
"livechess","1015569346","25.Qg1","white","25","Queen","g","1","g1"
"livechess","1015569346","26.Kd2","white","26","King","d","2","d2"
"livechess","1015569346","27.d4","white","27","pawn","d","4","d4"
"livechess","1015569346","1...e6","black","1","pawn","e","6","e6"
"livechess","1015569346","2...Qf6","black","2","Queen","f","6","f6"
"livechess","1015569346","3...Nc6","black","3","Knight","c","6","c6"
"livechess","1015569346","4...Qg6","black","4","Queen","g","6","g6"
"livechess","1015569346","5...h6","black","5","pawn","h","6","h6"
"livechess","1015569346","6...Qh5","black","6","Queen","h","5","h5"
"livechess","1015569346","7...hxg5","black","7","pawn","g","5","g5"
"livechess","1015569346","8...Qh6","black","8","Queen","h","6","h6"
"livechess","1015569346","9...f6","black","9","pawn","f","6","f6"
"livechess","1015569346","10...fxe5","black","10","pawn","e","5","e5"
"livechess","1015569346","11...Bc5","black","11","Bishop","c","5","c5"
"livechess","1015569346","12...b6","black","12","pawn","b","6","b6"
"livechess","1015569346","13...Bb7","black","13","Bishop","b","7","b7"
"livechess","1015569346","14...Nb4","black","14","Knight","b","4","b4"
"livechess","1015569346","15...Qh5","black","15","Queen","h","5","h5"
"livechess","1015569346","16...Nxd3+","black","16","Knight","d","3","d3"
"livechess","1015569346","17...Qg6","black","17","Queen","g","6","g6"
"livechess","1015569346","18...Qf7","black","18","Queen","f","7","f7"
"livechess","1015569346","19...Qf4","black","19","Queen","f","4","f4"
"livechess","1015569346","20...Rxh4","black","20","Rook","h","4","h4"
"livechess","1015569346","21...Qb4+","black","21","Queen","b","4","b4"
"livechess","1015569346","22...Qxc5","black","22","Queen","c","5","c5"
"livechess","1015569346","23...Bxh1","black","23","Bishop","h","1","h1"
"livechess","1015569346","24...Bg2","black","24","Bishop","g","2","g2"
"livechess","1015569346","25...Qxe5+","black","25","Queen","e","5","e5"
"livechess","1015569346","26...Bxh3","black","26","Bishop","h","3","h3"
"livechess","1015573091","1.e3","white","1","pawn","e","3","e3"
"livechess","1015573091","2.Qh5","white","2","Queen","h","5","h5"
"livechess","1015573091","3.Qh4","white","3","Queen","h","4","h4"
"livechess","1015573091","4.Nc3","white","4","Knight","c","3","c3"
"livechess","1015573091","5.b3","white","5","pawn","b","3","b3"
"livechess","1015573091","6.Bb2","white","6","Bishop","b","2","b2"
"livechess","1015573091","7.Qf4","white","7","Queen","f","4","f4"
"livechess","1015573091","8.Qe5","white","8","Queen","e","5","e5"
"livechess","1015573091","9.Qxd5","white","9","Queen","d","5","d5"
"livechess","1015573091","10.Nxd5","white","10","Knight","d","5","d5"
"livechess","1015573091","11.Nxc7","white","11","Knight","c","7","c7"
"livechess","1015573091","12.Nxa8","white","12","Knight","a","8","a8"
"livechess","1015573091","13.Bxg7","white","13","Bishop","g","7","g7"
"livechess","1015573091","14.Nf3","white","14","Knight","f","3","f3"
"livechess","1015573091","15.Bd3","white","15","Bishop","d","3","d3"
"livechess","1015573091","16.Ke2","white","16","King","e","2","e2"
"livechess","1015573091","17.a4","white","17","pawn","a","4","a4"
"livechess","1015573091","18.Kxd3","white","18","King","d","3","d3"
"livechess","1015573091","19.h4","white","19","pawn","h","4","h4"
"livechess","1015573091","20.Ke2","white","20","King","e","2","e2"
"livechess","1015573091","21.Kxf3","white","21","King","f","3","f3"
"livechess","1015573091","22.Ke2","white","22","King","e","2","e2"
"livechess","1015573091","23.Rhd1","white","23","Rook","d","1","d1"
"livechess","1015573091","24.Kd3","white","24","King","d","3","d3"
"livechess","1015573091","25.b4","white","25","pawn","b","4","b4"
"livechess","1015573091","26.Ke2","white","26","King","e","2","e2"
"livechess","1015573091","27.f3","white","27","pawn","f","3","f3"
"livechess","1015573091","28.Kf2","white","28","King","f","2","f2"
"livechess","1015573091","29.e4","white","29","pawn","e","4","e4"
"livechess","1015573091","30.b5","white","30","pawn","b","5","b5"
"livechess","1015573091","31.d4","white","31","pawn","d","4","d4"
"livechess","1015573091","32.Rac1","white","32","Rook","c","1","c1"
"livechess","1015573091","33.Rc7","white","33","Rook","c","7","c7"
"livechess","1015573091","34.Rxe7","white","34","Rook","e","7","e7"
"livechess","1015573091","35.Rxb7","white","35","Rook","b","7","b7"
"livechess","1015573091","36.axb5","white","36","pawn","b","5","b5"
"livechess","1015573091","37.b6","white","37","pawn","b","6","b6"
"livechess","1015573091","38.Rb8","white","38","Rook","b","8","b8"
"livechess","1015573091","39.b7","white","39","pawn","b","7","b7"
"livechess","1015573091","40.Rc1","white","40","Rook","c","1","c1"
"livechess","1015573091","41.Rcc8","white","41","Rook","c","8","c8"
"livechess","1015573091","42.Rxb8","white","42","Rook","b","8","b8"
"livechess","1015573091","43.Ke3","white","43","King","e","3","e3"
"livechess","1015573091","44.Kf4","white","44","King","f","4","f4"
"livechess","1015573091","45.Ke3","white","45","King","e","3","e3"
"livechess","1015573091","46.e5","white","46","pawn","e","5","e5"
"livechess","1015573091","47.Re8+","white","47","Rook","e","8","e8"
"livechess","1015573091","48.Rh8","white","48","Rook","h","8","h8"
"livechess","1015573091","49.Rh7+","white","49","Rook","h","7","h7"
"livechess","1015573091","50.Re7","white","50","Rook","e","7","e7"
"livechess","1015573091","51.dxe5","white","51","pawn","e","5","e5"
"livechess","1015573091","52.e6","white","52","pawn","e","6","e6"
"livechess","1015573091","53.Ke4","white","53","King","e","4","e4"
"livechess","1015573091","54.Ke5","white","54","King","e","5","e5"
"livechess","1015573091","55.Kf6","white","55","King","f","6","f6"
"livechess","1015573091","56.Rh7","white","56","Rook","h","7","h7"
"livechess","1015573091","1...d5","black","1","pawn","d","5","d5"
"livechess","1015573091","2...g6","black","2","pawn","g","6","g6"
"livechess","1015573091","3...Nh6","black","3","Knight","h","6","h6"
"livechess","1015573091","4...Bg7","black","4","Bishop","g","7","g7"
"livechess","1015573091","5...O-O","black","5","King & Rook","multiple","1|8","O"
"livechess","1015573091","6...Nf5","black","6","Knight","f","5","f5"
"livechess","1015573091","7...Bh6","black","7","Bishop","h","6","h6"
"livechess","1015573091","8...Bg7","black","8","Bishop","g","7","g7"
"livechess","1015573091","9...Qxd5","black","9","Queen","d","5","d5"
"livechess","1015573091","10...Be6","black","10","Bishop","e","6","e6"
"livechess","1015573091","11...Nd7","black","11","Knight","d","7","d7"
"livechess","1015573091","12...Rxa8","black","12","Rook","a","8","a8"
"livechess","1015573091","13...Kxg7","black","13","King","g","7","g7"
"livechess","1015573091","14...Rc8","black","14","Rook","c","8","c8"
"livechess","1015573091","15...Nd6","black","15","Knight","d","6","d6"
"livechess","1015573091","16...Bf5","black","16","Bishop","f","5","f5"
"livechess","1015573091","17...Bxd3+","black","17","Bishop","d","3","d3"
"livechess","1015573091","18...Kf6","black","18","King","f","6","f6"
"livechess","1015573091","19...Ne5+","black","19","Knight","e","5","e5"
"livechess","1015573091","20...Nxf3","black","20","Knight","f","3","f3"
"livechess","1015573091","21...Rxc2","black","21","Rook","c","2","c2"
"livechess","1015573091","22...Ne4","black","22","Knight","e","4","e4"
"livechess","1015573091","23...Nd6","black","23","Knight","d","6","d6"
"livechess","1015573091","24...Rc5","black","24","Rook","c","5","c5"
"livechess","1015573091","25...Rf5","black","25","Rook","f","5","f5"
"livechess","1015573091","26...Ne4","black","26","Knight","e","4","e4"
"livechess","1015573091","27...Ng3+","black","27","Knight","g","3","g3"
"livechess","1015573091","28...Nh5","black","28","Knight","h","5","h5"
"livechess","1015573091","29...Rf4","black","29","Rook","f","4","f4"
"livechess","1015573091","30...Rxh4","black","30","Rook","h","4","h4"
"livechess","1015573091","31...Kg7","black","31","King","g","7","g7"
"livechess","1015573091","32...Rf4","black","32","Rook","f","4","f4"
"livechess","1015573091","33...Rf6","black","33","Rook","f","6","f6"
"livechess","1015573091","34...a6","black","34","pawn","a","6","a6"
"livechess","1015573091","35...axb5","black","35","pawn","b","5","b5"
"livechess","1015573091","36...Nf4","black","36","Knight","f","4","f4"
"livechess","1015573091","37...Ne6","black","37","Knight","e","6","e6"
"livechess","1015573091","38...Nf8","black","38","Knight","f","8","f8"
"livechess","1015573091","39...Rb6","black","39","Rook","b","6","b6"
"livechess","1015573091","40...Nd7","black","40","Knight","d","7","d7"
"livechess","1015573091","41...Nxb8","black","41","Knight","b","8","b8"
"livechess","1015573091","42...h5","black","42","pawn","h","5","h5"
"livechess","1015573091","43...Kf6","black","43","King","f","6","f6"
"livechess","1015573091","44...g5+","black","44","pawn","g","5","g5"
"livechess","1015573091","45...Ke6","black","45","King","e","6","e6"
"livechess","1015573091","46...f6","black","46","pawn","f","6","f6"
"livechess","1015573091","47...Kf7","black","47","King","f","7","f7"
"livechess","1015573091","48...h4","black","48","pawn","h","4","h4"
"livechess","1015573091","49...Kg6","black","49","King","g","6","g6"
"livechess","1015573091","50...fxe5","black","50","pawn","e","5","e5"
"livechess","1015573091","51...Kh5","black","51","King","h","5","h5"
"livechess","1015573091","52...Rb3+","black","52","Rook","b","3","b3"
"livechess","1015573091","53...Rb4+","black","53","Rook","b","4","b4"
"livechess","1015573091","54...Rb5+","black","54","Rook","b","5","b5"
"livechess","1015573091","55...Rb6","black","55","Rook","b","6","b6"
"livechess","1015577598","1.e4","white","1","pawn","e","4","e4"
"livechess","1015577598","2.d4","white","2","pawn","d","4","d4"
"livechess","1015577598","3.Qe2","white","3","Queen","e","2","e2"
"livechess","1015577598","4.c3","white","4","pawn","c","3","c3"
"livechess","1015577598","5.Nf3","white","5","Knight","f","3","f3"
"livechess","1015577598","6.Qd3","white","6","Queen","d","3","d3"
"livechess","1015577598","7.e5","white","7","pawn","e","5","e5"
"livechess","1015577598","8.h3","white","8","pawn","h","3","h3"
"livechess","1015577598","9.g4","white","9","pawn","g","4","g4"
"livechess","1015577598","10.Qc2","white","10","Queen","c","2","c2"
"livechess","1015577598","11.Bxf4","white","11","Bishop","f","4","f4"
"livechess","1015577598","12.Nbd2","white","12","Knight","d","2","d2"
"livechess","1015577598","13.Rd1","white","13","Rook","d","1","d1"
"livechess","1015577598","14.Be3","white","14","Bishop","e","3","e3"
"livechess","1015577598","15.Be2","white","15","Bishop","e","2","e2"
"livechess","1015577598","16.Kf1","white","16","King","f","1","f1"
"livechess","1015577598","17.Kg2","white","17","King","g","2","g2"
"livechess","1015577598","18.Kh2","white","18","King","h","2","h2"
"livechess","1015577598","19.Rxd2","white","19","Rook","d","2","d2"
"livechess","1015577598","20.Rc1","white","20","Rook","c","1","c1"
"livechess","1015577598","21.Bc4","white","21","Bishop","c","4","c4"
"livechess","1015577598","22.Ng1","white","22","Knight","g","1","g1"
"livechess","1015577598","23.Rxd4","white","23","Rook","d","4","d4"
"livechess","1015577598","1...e6","black","1","pawn","e","6","e6"
"livechess","1015577598","2...Qh4","black","2","Queen","h","4","h4"
"livechess","1015577598","3...Nc6","black","3","Knight","c","6","c6"
"livechess","1015577598","4...h6","black","4","pawn","h","6","h6"
"livechess","1015577598","5...Qh5","black","5","Queen","h","5","h5"
"livechess","1015577598","6...Nf6","black","6","Knight","f","6","f6"
"livechess","1015577598","7...Nd5","black","7","Knight","d","5","d5"
"livechess","1015577598","8...Qf5","black","8","Queen","f","5","f5"
"livechess","1015577598","9...Qh7","black","9","Queen","h","7","h7"
"livechess","1015577598","10...Nf4","black","10","Knight","f","4","f4"
"livechess","1015577598","11...Qxc2","black","11","Queen","c","2","c2"
"livechess","1015577598","12...Qxb2","black","12","Queen","b","2","b2"
"livechess","1015577598","13...Qxc3","black","13","Queen","c","3","c3"
"livechess","1015577598","14...Bb4","black","14","Bishop","b","4","b4"
"livechess","1015577598","15...Qb2","black","15","Queen","b","2","b2"
"livechess","1015577598","16...Qxa2","black","16","Queen","a","2","a2"
"livechess","1015577598","17...Qd5","black","17","Queen","d","5","d5"
"livechess","1015577598","18...Bxd2","black","18","Bishop","d","2","d2"
"livechess","1015577598","19...b6","black","19","pawn","b","6","b6"
"livechess","1015577598","20...Bb7","black","20","Bishop","b","7","b7"
"livechess","1015577598","21...Qe4","black","21","Queen","e","4","e4"
"livechess","1015577598","22...Nxd4","black","22","Knight","d","4","d4"
"livechess","1015577598","23...Qg2","black","23","Queen","g","2","g2"
"livechess","1015580220","1.e3","white","1","pawn","e","3","e3"
"livechess","1015580220","2.Qg4","white","2","Queen","g","4","g4"
"livechess","1015580220","3.b3","white","3","pawn","b","3","b3"
"livechess","1015580220","4.Nf3","white","4","Knight","f","3","f3"
"livechess","1015580220","5.Bb2","white","5","Bishop","b","2","b2"
"livechess","1015580220","6.h3","white","6","pawn","h","3","h3"
"livechess","1015580220","7.gxf3","white","7","pawn","f","3","f3"
"livechess","1015580220","8.Rg1","white","8","Rook","g","1","g1"
"livechess","1015580220","9.Rg3","white","9","Rook","g","3","g3"
"livechess","1015580220","10.Nc3","white","10","Knight","c","3","c3"
"livechess","1015580220","11.Bc4","white","11","Bishop","c","4","c4"
"livechess","1015580220","12.Bb5","white","12","Bishop","b","5","b5"
"livechess","1015580220","13.Be2","white","13","Bishop","e","2","e2"
"livechess","1015580220","14.e4","white","14","pawn","e","4","e4"
"livechess","1015580220","15.Nd5","white","15","Knight","d","5","d5"
"livechess","1015580220","16.Bg4","white","16","Bishop","g","4","g4"
"livechess","1015580220","17.Bxe6+","white","17","Bishop","e","6","e6"
"livechess","1015580220","18.c3","white","18","pawn","c","3","c3"
"livechess","1015580220","19.c4","white","19","pawn","c","4","c4"
"livechess","1015580220","20.Rg5","white","20","Rook","g","5","g5"
"livechess","1015580220","21.Rh5","white","21","Rook","h","5","h5"
"livechess","1015580220","22.Kf1","white","22","King","f","1","f1"
"livechess","1015580220","23.Rb1","white","23","Rook","b","1","b1"
"livechess","1015580220","24.c5","white","24","pawn","c","5","c5"
"livechess","1015580220","25.Bxe5","white","25","Bishop","e","5","e5"
"livechess","1015580220","26.Rh4","white","26","Rook","h","4","h4"
"livechess","1015580220","27.Rg4","white","27","Rook","g","4","g4"
"livechess","1015580220","28.Rg2","white","28","Rook","g","2","g2"
"livechess","1015580220","29.Bg3","white","29","Bishop","g","3","g3"
"livechess","1015580220","30.Be5","white","30","Bishop","e","5","e5"
"livechess","1015580220","31.b4","white","31","pawn","b","4","b4"
"livechess","1015580220","1...e5","black","1","pawn","e","5","e5"
"livechess","1015580220","2...Qf6","black","2","Queen","f","6","f6"
"livechess","1015580220","3...Nc6","black","3","Knight","c","6","c6"
"livechess","1015580220","4...d6","black","4","pawn","d","6","d6"
"livechess","1015580220","5...Bxg4","black","5","Bishop","g","4","g4"
"livechess","1015580220","6...Bxf3","black","6","Bishop","f","3","f3"
"livechess","1015580220","7...Qxf3","black","7","Queen","f","3","f3"
"livechess","1015580220","8...Nf6","black","8","Knight","f","6","f6"
"livechess","1015580220","9...Qd5","black","9","Queen","d","5","d5"
"livechess","1015580220","10...Qe6","black","10","Queen","e","6","e6"
"livechess","1015580220","11...d5","black","11","pawn","d","5","d5"
"livechess","1015580220","12...a6","black","12","pawn","a","6","a6"
"livechess","1015580220","13...O-O-O","black","13","King & Rook","multiple","1|8","O"
"livechess","1015580220","14...d4","black","14","pawn","d","4","d4"
"livechess","1015580220","15...Nxd5","black","15","Knight","d","5","d5"
"livechess","1015580220","16...Nf4","black","16","Knight","f","4","f4"
"livechess","1015580220","17...fxe6","black","17","pawn","e","6","e6"
"livechess","1015580220","18...d3","black","18","pawn","d","3","d3"
"livechess","1015580220","19...Ne2","black","19","Knight","e","2","e2"
"livechess","1015580220","20...h6","black","20","pawn","h","6","h6"
"livechess","1015580220","21...Nb4","black","21","Knight","b","4","b4"
"livechess","1015580220","22...Nc2","black","22","Knight","c","2","c2"
"livechess","1015580220","23...Bd6","black","23","Bishop","d","6","d6"
"livechess","1015580220","24...Bxc5","black","24","Bishop","c","5","c5"
"livechess","1015580220","25...Rhg8","black","25","Rook","g","8","g8"
"livechess","1015580220","26...g5","black","26","pawn","g","5","g5"
"livechess","1015580220","27...Rdf8","black","27","Rook","f","8","f8"
"livechess","1015580220","28...h5","black","28","pawn","h","5","h5"
"livechess","1015580220","29...h4","black","29","pawn","h","4","h4"
"livechess","1015580220","30...Rf3","black","30","Rook","f","3","f3"
"livechess","1015584789","1.e4","white","1","pawn","e","4","e4"
"livechess","1015584789","2.d4","white","2","pawn","d","4","d4"
"livechess","1015584789","3.Qe2","white","3","Queen","e","2","e2"
"livechess","1015584789","4.Nc3","white","4","Knight","c","3","c3"
"livechess","1015584789","5.Be3","white","5","Bishop","e","3","e3"
"livechess","1015584789","6.Nxe4","white","6","Knight","e","4","e4"
"livechess","1015584789","7.O-O-O","white","7","King & Rook","multiple","1|8","O"
"livechess","1015584789","8.Kb1","white","8","King","b","1","b1"
"livechess","1015584789","9.a3","white","9","pawn","a","3","a3"
"livechess","1015584789","10.f3","white","10","pawn","f","3","f3"
"livechess","1015584789","11.Rc1","white","11","Rook","c","1","c1"
"livechess","1015584789","12.c3","white","12","pawn","c","3","c3"
"livechess","1015584789","13.Nh3","white","13","Knight","h","3","h3"
"livechess","1015584789","14.Qd2","white","14","Queen","d","2","d2"
"livechess","1015584789","15.d5","white","15","pawn","d","5","d5"
"livechess","1015584789","16.Ka1","white","16","King","a","1","a1"
"livechess","1015584789","17.g4","white","17","pawn","g","4","g4"
"livechess","1015584789","18.fxe4","white","18","pawn","e","4","e4"
"livechess","1015584789","19.Rg1","white","19","Rook","g","1","g1"
"livechess","1015584789","20.Bxc5","white","20","Bishop","c","5","c5"
"livechess","1015584789","21.Bb5+","white","21","Bishop","b","5","b5"
"livechess","1015584789","22.Bc6","white","22","Bishop","c","6","c6"
"livechess","1015584789","23.a4","white","23","pawn","a","4","a4"
"livechess","1015584789","24.Rb1","white","24","Rook","b","1","b1"
"livechess","1015584789","25.Rgf1","white","25","Rook","f","1","f1"
"livechess","1015584789","26.Ng5","white","26","Knight","g","5","g5"
"livechess","1015584789","27.Nxh7","white","27","Knight","h","7","h7"
"livechess","1015584789","28.bxa3","white","28","pawn","a","3","a3"
"livechess","1015584789","29.Qxc3","white","29","Queen","c","3","c3"
"livechess","1015584789","30.Ka2","white","30","King","a","2","a2"
"livechess","1015584789","31.Nf6","white","31","Knight","f","6","f6"
"livechess","1015584789","1...e6","black","1","pawn","e","6","e6"
"livechess","1015584789","2...Qh4","black","2","Queen","h","4","h4"
"livechess","1015584789","3...Nf6","black","3","Knight","f","6","f6"
"livechess","1015584789","4...Nc6","black","4","Knight","c","6","c6"
"livechess","1015584789","5...Nxe4","black","5","Knight","e","4","e4"
"livechess","1015584789","6...Qxe4","black","6","Queen","e","4","e4"
"livechess","1015584789","7...Nb4","black","7","Knight","b","4","b4"
"livechess","1015584789","8...g6","black","8","pawn","g","6","g6"
"livechess","1015584789","9...Na6","black","9","Knight","a","6","a6"
"livechess","1015584789","10...Qc6","black","10","Queen","c","6","c6"
"livechess","1015584789","11...Bg7","black","11","Bishop","g","7","g7"
"livechess","1015584789","12...b6","black","12","pawn","b","6","b6"
"livechess","1015584789","13...d6","black","13","pawn","d","6","d6"
"livechess","1015584789","14...e5","black","14","pawn","e","5","e5"
"livechess","1015584789","15...Bf5+","black","15","Bishop","f","5","f5"
"livechess","1015584789","16...Qa4","black","16","Queen","a","4","a4"
"livechess","1015584789","17...Be4","black","17","Bishop","e","4","e4"
"livechess","1015584789","18...Qxe4","black","18","Queen","e","4","e4"
"livechess","1015584789","19...Nc5","black","19","Knight","c","5","c5"
"livechess","1015584789","20...bxc5","black","20","pawn","c","5","c5"
"livechess","1015584789","21...Ke7","black","21","King","e","7","e7"
"livechess","1015584789","22...Rab8","black","22","Rook","b","8","b8"
"livechess","1015584789","23...Qc4","black","23","Queen","c","4","c4"
"livechess","1015584789","24...Rb3","black","24","Rook","b","3","b3"
"livechess","1015584789","25...e4","black","25","pawn","e","4","e4"
"livechess","1015584789","26...Rf8","black","26","Rook","f","8","f8"
"livechess","1015584789","27...Ra3+","black","27","Rook","a","3","a3"
"livechess","1015584789","28...Bxc3+","black","28","Bishop","c","3","c3"
"livechess","1015584789","29...Qxc3+","black","29","Queen","c","3","c3"
"livechess","1015584789","30...Rh8","black","30","Rook","h","8","h8"
"livechess","1015584789","31...Rxh2+","black","31","Rook","h","2","h2"
"livechess","1015677945","1.e4","white","1","pawn","e","4","e4"
"livechess","1015677945","2.Nf3","white","2","Knight","f","3","f3"
"livechess","1015677945","3.e5","white","3","pawn","e","5","e5"
"livechess","1015677945","4.d4","white","4","pawn","d","4","d4"
"livechess","1015677945","5.h3","white","5","pawn","h","3","h3"
"livechess","1015677945","6.Bf4","white","6","Bishop","f","4","f4"
"livechess","1015677945","7.Nc3","white","7","Knight","c","3","c3"
"livechess","1015677945","8.d5","white","8","pawn","d","5","d5"
"livechess","1015677945","9.d6","white","9","pawn","d","6","d6"
"livechess","1015677945","10.exd6","white","10","pawn","d","6","d6"
"livechess","1015677945","11.Bb5","white","11","Bishop","b","5","b5"
"livechess","1015677945","12.Bxc6","white","12","Bishop","c","6","c6"
"livechess","1015677945","13.Ne5","white","13","Knight","e","5","e5"
"livechess","1015677945","14.Qh5+","white","14","Queen","h","5","h5"
"livechess","1015677945","15.Nf7+","white","15","Knight","f","7","f7"
"livechess","1015677945","16.Nxh8","white","16","Knight","h","8","h8"
"livechess","1015677945","17.Qf7+","white","17","Queen","f","7","f7"
"livechess","1015677945","18.Rd1+","white","18","Rook","d","1","d1"
"livechess","1015677945","19.Nxd5","white","19","Knight","d","5","d5"
"livechess","1015677945","1...e6","black","1","pawn","e","6","e6"
"livechess","1015677945","2...Qf6","black","2","Queen","f","6","f6"
"livechess","1015677945","3...Qg6","black","3","Queen","g","6","g6"
"livechess","1015677945","4...h6","black","4","pawn","h","6","h6"
"livechess","1015677945","5...f5","black","5","pawn","f","5","f5"
"livechess","1015677945","6...Nc6","black","6","Knight","c","6","c6"
"livechess","1015677945","7...b6","black","7","pawn","b","6","b6"
"livechess","1015677945","8...Nce7","black","8","Knight","e","7","e7"
"livechess","1015677945","9...cxd6","black","9","pawn","d","6","d6"
"livechess","1015677945","10...Nc6","black","10","Knight","c","6","c6"
"livechess","1015677945","11...a6","black","11","pawn","a","6","a6"
"livechess","1015677945","12...dxc6","black","12","pawn","c","6","c6"
"livechess","1015677945","13...Qxg2","black","13","Queen","g","2","g2"
"livechess","1015677945","14...Kd8","black","14","King","d","8","d8"
"livechess","1015677945","15...Kd7","black","15","King","d","7","d7"
"livechess","1015677945","16...Bxd6","black","16","Bishop","d","6","d6"
"livechess","1015677945","17...Be7","black","17","Bishop","e","7","e7"
"livechess","1015677945","18...Qd5","black","18","Queen","d","5","d5"
"livechess","1015677945","19...cxd5","black","19","pawn","d","5","d5"
"livechess","1015680103","1.e3","white","1","pawn","e","3","e3"
"livechess","1015680103","2.Qg4","white","2","Queen","g","4","g4"
"livechess","1015680103","3.Qa4+","white","3","Queen","a","4","a4"
"livechess","1015680103","4.Bb5","white","4","Bishop","b","5","b5"
"livechess","1015680103","5.Be2","white","5","Bishop","e","2","e2"
"livechess","1015680103","6.Bb5","white","6","Bishop","b","5","b5"
"livechess","1015680103","7.Qb3","white","7","Queen","b","3","b3"
"livechess","1015680103","8.Qa4","white","8","Queen","a","4","a4"
"livechess","1015680103","9.d3","white","9","pawn","d","3","d3"
"livechess","1015680103","10.cxd3","white","10","pawn","d","3","d3"
"livechess","1015680103","11.Bxc6","white","11","Bishop","c","6","c6"
"livechess","1015680103","12.Nc3","white","12","Knight","c","3","c3"
"livechess","1015680103","1...e5","black","1","pawn","e","5","e5"
"livechess","1015680103","2...d5","black","2","pawn","d","5","d5"
"livechess","1015680103","3...Qd7","black","3","Queen","d","7","d7"
"livechess","1015680103","4...c6","black","4","pawn","c","6","c6"
"livechess","1015680103","5...c5","black","5","pawn","c","5","c5"
"livechess","1015680103","6...Nc6","black","6","Knight","c","6","c6"
"livechess","1015680103","7...c4","black","7","pawn","c","4","c4"
"livechess","1015680103","8...a6","black","8","pawn","a","6","a6"
"livechess","1015680103","9...cxd3","black","9","pawn","d","3","d3"
"livechess","1015680103","10...b6","black","10","pawn","b","6","b6"
"livechess","1015680103","11...Bb4+","black","11","Bishop","b","4","b4"
"livechess","1015680103","12...Bxc3+","black","12","Bishop","c","3","c3"
"livechess","1015681656","1.e3","white","1","pawn","e","3","e3"
"livechess","1015681656","2.Qh5","white","2","Queen","h","5","h5"
"livechess","1015681656","3.Qh4","white","3","Queen","h","4","h4"
"livechess","1015681656","4.Nc3","white","4","Knight","c","3","c3"
"livechess","1015681656","5.Nf3","white","5","Knight","f","3","f3"
"livechess","1015681656","6.b3","white","6","pawn","b","3","b3"
"livechess","1015681656","7.Qa4","white","7","Queen","a","4","a4"
"livechess","1015681656","8.Qb5","white","8","Queen","b","5","b5"
"livechess","1015681656","9.Nd4","white","9","Knight","d","4","d4"
"livechess","1015681656","10.Qxb7","white","10","Queen","b","7","b7"
"livechess","1015681656","11.Kd1","white","11","King","d","1","d1"
"livechess","1015681656","12.Nxd5","white","12","Knight","d","5","d5"
"livechess","1015681656","13.Qxd5","white","13","Queen","d","5","d5"
"livechess","1015681656","1...d5","black","1","pawn","d","5","d5"
"livechess","1015681656","2...g6","black","2","pawn","g","6","g6"
"livechess","1015681656","3...Nf6","black","3","Knight","f","6","f6"
"livechess","1015681656","4...Bg7","black","4","Bishop","g","7","g7"
"livechess","1015681656","5...Nc6","black","5","Knight","c","6","c6"
"livechess","1015681656","6...e5","black","6","pawn","e","5","e5"
"livechess","1015681656","7...Bd7","black","7","Bishop","d","7","d7"
"livechess","1015681656","8...e4","black","8","pawn","e","4","e4"
"livechess","1015681656","9...Nxd4","black","9","Knight","d","4","d4"
"livechess","1015681656","10...Nxc2+","black","10","Knight","c","2","c2"
"livechess","1015681656","11...Nxa1","black","11","Knight","a","1","a1"
"livechess","1015681656","12...Nxd5","black","12","Knight","d","5","d5"
"livechess","1015691294","1.e3","white","1","pawn","e","3","e3"
"livechess","1015691294","2.Qf3","white","2","Queen","f","3","f3"
"livechess","1015691294","3.h3","white","3","pawn","h","3","h3"
"livechess","1015691294","4.Nc3","white","4","Knight","c","3","c3"
"livechess","1015691294","5.b3","white","5","pawn","b","3","b3"
"livechess","1015691294","6.Bd3","white","6","Bishop","d","3","d3"
"livechess","1015691294","7.Qg3","white","7","Queen","g","3","g3"
"livechess","1015691294","8.Qg4","white","8","Queen","g","4","g4"
"livechess","1015691294","9.e4","white","9","pawn","e","4","e4"
"livechess","1015691294","10.Qe2","white","10","Queen","e","2","e2"
"livechess","1015691294","11.Qd1","white","11","Queen","d","1","d1"
"livechess","1015691294","12.cxd3","white","12","pawn","d","3","d3"
"livechess","1015691294","13.Kf1","white","13","King","f","1","f1"
"livechess","1015691294","14.Qc2","white","14","Queen","c","2","c2"
"livechess","1015691294","15.Nxd5","white","15","Knight","d","5","d5"
"livechess","1015691294","16.b4","white","16","pawn","b","4","b4"
"livechess","1015691294","17.Ke1","white","17","King","e","1","e1"
"livechess","1015691294","18.Nxc7+","white","18","Knight","c","7","c7"
"livechess","1015691294","19.Nxa8","white","19","Knight","a","8","a8"
"livechess","1015691294","20.Nxb6+","white","20","Knight","b","6","b6"
"livechess","1015691294","21.Qd3+","white","21","Queen","d","3","d3"
"livechess","1015691294","22.Qxd4+","white","22","Queen","d","4","d4"
"livechess","1015691294","23.d3","white","23","pawn","d","3","d3"
"livechess","1015691294","24.Bf4","white","24","Bishop","f","4","f4"
"livechess","1015691294","25.Bh2","white","25","Bishop","h","2","h2"
"livechess","1015691294","26.g4","white","26","pawn","g","4","g4"
"livechess","1015691294","27.g5","white","27","pawn","g","5","g5"
"livechess","1015691294","28.h4","white","28","pawn","h","4","h4"
