"link","type","ID","Event","Date","White","Black","Result","WhiteElo","BlackElo","TimeControl"
"http://www.chess.com/livechess/game?id=1075406963","livechess",1075406963,"Live Chess","2015-03-01","MohammadShirazi","thinkboolean","0-1","1189","1228","5|0"
"http://www.chess.com/livechess/game?id=1075409802","livechess",1075409802,"Live Chess","2015-03-01","thinkboolean","jsb1589","1-0","1236","1205","5|0"
"http://www.chess.com/livechess/game?id=1075414162","livechess",1075414162,"Live Chess","2015-03-01","FaflAf","thinkboolean","1-0","1263","1228","5|0"
"http://www.chess.com/livechess/game?id=1075415109","livechess",1075415109,"Live Chess","2015-03-01","thinkboolean","FaflAf","1/2-1/2","1229","1262","5|0"
"http://www.chess.com/livechess/game?id=1075425487","livechess",1075425487,"Live Chess","2015-03-01","FaflAf","thinkboolean","1-0","1269","1222","5|0"
"http://www.chess.com/echess/game?id=106089472","echess",106089472,"Let's Play!","2015-02-23","thinkboolean","thundercloud5204","*","1502","1505","1 in 14 days"
"http://www.chess.com/echess/game?id=106211132","echess",106211132,"Let's Play!","2015-02-25","aaronogden","thinkboolean","*","1482","1502","1 in 5 days"
"http://www.chess.com/echess/game?id=101575620","echess",101575620,"Let's Play!","2014-12-12","aaronogden","thinkboolean","1/2-1/2","1498","1507","1 in 5 days"
"http://www.chess.com/echess/game?id=103082236","echess",103082236,"Let's Play!","2015-01-07","risoarcher","thinkboolean","1-0","1611","1496","1 in 3 days"
"http://www.chess.com/echess/game?id=103058746","echess",103058746,"Let's Play!","2015-01-06","thinkboolean","Rasulov123","1-0","1512","1511","1 in 3 days"
"http://www.chess.com/echess/game?id=103893182","echess",103893182,"Let's Play!","2015-01-20","tunedal","thinkboolean","1-0","1695","1504","1 in 3 days"
"http://www.chess.com/livechess/game?id=1014810754","livechess",1014810754,"Live Chess","2014-12-30","nothingzhere","thinkboolean","0-1","1032","1063","1|0"
"http://www.chess.com/livechess/game?id=1014812873","livechess",1014812873,"Live Chess","2014-12-30","thinkboolean","Beto-Vitriol25","0-1","1054","1028","1|0"
"http://www.chess.com/livechess/game?id=1014813498","livechess",1014813498,"Live Chess","2014-12-30","thinkboolean","Bluesclues24","1-0","1063","1100","1|0"
"http://www.chess.com/livechess/game?id=1014477941","livechess",1014477941,"Live Chess","2014-12-30","Benl22","thinkboolean","0-1","1053","1116","5|0"
"http://www.chess.com/livechess/game?id=1014585026","livechess",1014585026,"Live Chess","2014-12-30","alexrodriguez30","thinkboolean","1-0","1121","1108","5|0"
"http://www.chess.com/livechess/game?id=1014658924","livechess",1014658924,"Live Chess","2014-12-30","thinkboolean","miguelpiyo","0-1","1099","1080","3|0"
"http://www.chess.com/livechess/game?id=1014664900","livechess",1014664900,"Live Chess","2014-12-30","thinkboolean","ilakrout","1/2-1/2","1097","1022","3|0"
"http://www.chess.com/livechess/game?id=1014936682","livechess",1014936682,"Live Chess","2014-12-30","ChinoJ","thinkboolean","1-0","1107","1089","3|0"
"http://www.chess.com/livechess/game?id=1015538582","livechess",1015538582,"Live Chess","2014-12-31","thinkboolean","ScipioTT","0-1","1111","1214","3|0"
"http://www.chess.com/livechess/game?id=1016987333","livechess",1016987333,"Live Chess","2015-01-02","thinkboolean","riseNfallofafatboy","1-0","1191","1223","3|0"
"http://www.chess.com/livechess/game?id=1045045787","livechess",1045045787,"Live Chess","2015-01-30","thinkboolean","chessboogieman","0-1","1172","1164","5|0"
"http://www.chess.com/livechess/game?id=1015677945","livechess",1015677945,"Live Chess","2014-12-31","Mr_Nosegaffeier","thinkboolean","1-0","1233","1165","3|0"
"http://www.chess.com/livechess/game?id=1015680103","livechess",1015680103,"Live Chess","2014-12-31","thinkboolean","89gca","1-0","1173","1151","3|0"
"http://www.chess.com/livechess/game?id=1015681656","livechess",1015681656,"Live Chess","2014-12-31","thinkboolean","ViisasVelho","0-1","1165","1202","3|0"
"http://www.chess.com/livechess/game?id=1015691294","livechess",1015691294,"Live Chess","2014-12-31","thinkboolean","Queenslayer17","1/2-1/2","1166","1181","3|0"
"http://www.chess.com/livechess/game?id=1015714562","livechess",1015714562,"Live Chess","2014-12-31","Chago11","thinkboolean","1-0","1176","1159","3|0"
"http://www.chess.com/livechess/game?id=1015717926","livechess",1015717926,"Live Chess","2014-12-31","krakun","thinkboolean","0-1","1174","1168","3|0"
"http://www.chess.com/livechess/game?id=1015721018","livechess",1015721018,"Live Chess","2014-12-31","thinkboolean","shaym","0-1","1161","1221","3|0"
"http://www.chess.com/livechess/game?id=1015784360","livechess",1015784360,"Live Chess","2014-12-31","lalaasghar","thinkboolean","1-0","1191","1154","3|0"
"http://www.chess.com/livechess/game?id=1015814768","livechess",1015814768,"Live Chess","2014-12-31","supanfm","thinkboolean","0-1","1111","1161","3|0"
"http://www.chess.com/livechess/game?id=1015815722","livechess",1015815722,"Live Chess","2014-12-31","thinkboolean","ginoguervil","0-1","1155","1255","3|0"
"http://www.chess.com/livechess/game?id=1015818747","livechess",1015818747,"Live Chess","2014-12-31","ginoguervil","thinkboolean","1-0","1261","1149","3|0"
"http://www.chess.com/livechess/game?id=1015837663","livechess",1015837663,"Live Chess","2014-12-31","thinkboolean","xto-m3","1-0","1158","1183","3|0"
"http://www.chess.com/livechess/game?id=1015840293","livechess",1015840293,"Live Chess","2014-12-31","thinkboolean","Valeaussie","0-1","1150","1158","3|0"
"http://www.chess.com/livechess/game?id=1016740910","livechess",1016740910,"Live Chess","2015-01-01","unclexom","thinkboolean","0-1","1144","1158","3|0"
"http://www.chess.com/livechess/game?id=1016744308","livechess",1016744308,"Live Chess","2015-01-01","thinkboolean","sanjivraj","1-0","1167","1201","3|0"
"http://www.chess.com/livechess/game?id=1016972191","livechess",1016972191,"Live Chess","2015-01-02","thinkboolean","drudo","1-0","1173","1078","3|0"
"http://www.chess.com/livechess/game?id=1016984037","livechess",1016984037,"Live Chess","2015-01-02","rbailey88","thinkboolean","0-1","1145","1182","3|0"
"http://www.chess.com/livechess/game?id=1016990384","livechess",1016990384,"Live Chess","2015-01-02","thinkboolean","liviulozneanu77","1-0","1200","1216","3|0"
"http://www.chess.com/livechess/game?id=1016995219","livechess",1016995219,"Live Chess","2015-01-02","biinch2","thinkboolean","1-0","1167","1183","3|0"
"http://www.chess.com/livechess/game?id=1017776851","livechess",1017776851,"Live Chess","2015-01-02","thinkboolean","rayan93","1-0","1192","1218","3|0"
"http://www.chess.com/livechess/game?id=1017801066","livechess",1017801066,"Live Chess","2015-01-02","Samuel-_","thinkboolean","1-0","1226","1185","5|0"
"http://www.chess.com/livechess/game?id=1017805377","livechess",1017805377,"Live Chess","2015-01-02","thinkboolean","LesterMurphy","0-1","1179","1277","5|0"
"http://www.chess.com/livechess/game?id=1017810830","livechess",1017810830,"Live Chess","2015-01-02","thinkboolean","jcp1563","0-1","1164","1142","5|0"
"http://www.chess.com/livechess/game?id=1017815959","livechess",1017815959,"Live Chess","2015-01-02","thinkboolean","jksacks15","1-0","1172","1153","5|0"
"http://www.chess.com/livechess/game?id=1017816904","livechess",1017816904,"Live Chess","2015-01-02","guillermourb","thinkboolean","0-1","1201","1181","5|0"
"http://www.chess.com/livechess/game?id=1017821698","livechess",1017821698,"Live Chess","2015-01-02","thinkboolean","simo_phillips","1-0","1190","1206","5|0"
"http://www.chess.com/livechess/game?id=1017828097","livechess",1017828097,"Live Chess","2015-01-02","thinkboolean","simo_phillips","1-0","1191","1205","5|0"
"http://www.chess.com/livechess/game?id=1017833481","livechess",1017833481,"Live Chess","2015-01-02","simo_phillips","thinkboolean","0-1","1197","1199","5|0"
"http://www.chess.com/livechess/game?id=1018574418","livechess",1018574418,"Live Chess","2015-01-03","thinkboolean","eatsfre2000","0-1","1190","1179","5|0"
"http://www.chess.com/livechess/game?id=1018585409","livechess",1018585409,"Live Chess","2015-01-03","thinkboolean","TheBear421","1-0","1204","1151","5|0"
"http://www.chess.com/livechess/game?id=1018595885","livechess",1018595885,"Live Chess","2015-01-03","Waleedeid","thinkboolean","0-1","1198","1203","5|0"
"http://www.chess.com/livechess/game?id=1018613299","livechess",1018613299,"Live Chess","2015-01-03","moono1234","thinkboolean","1-0","1202","1203","10|0"
"http://www.chess.com/livechess/game?id=1018618988","livechess",1018618988,"Live Chess","2015-01-03","thinkboolean","moono1234","0-1","1195","1210","10|0"
"http://www.chess.com/livechess/game?id=1018629478","livechess",1018629478,"Live Chess","2015-01-03","tito73","thinkboolean","1-0","1214","1180","10|0"
"http://www.chess.com/livechess/game?id=1019150938","livechess",1019150938,"Live Chess","2015-01-04","aneyzam","thinkboolean","1-0","1190","1180","10|0"
"http://www.chess.com/livechess/game?id=1019164072","livechess",1019164072,"Live Chess","2015-01-04","alex_ninos","thinkboolean","1-0","1147","1171","10|0"
"http://www.chess.com/livechess/game?id=1020323589","livechess",1020323589,"Live Chess","2015-01-05","thinkboolean","QUETZALITO2011","0-1","1163","1185","10|0"
"http://www.chess.com/livechess/game?id=1020336500","livechess",1020336500,"Live Chess","2015-01-05","Sova_usara","thinkboolean","0-1","1167","1171","10|0"
"http://www.chess.com/livechess/game?id=1020357822","livechess",1020357822,"Live Chess","2015-01-05","alex_xandr","thinkboolean","0-1","1149","1186","10|0"
"http://www.chess.com/livechess/game?id=1020858480","livechess",1020858480,"Live Chess","2015-01-05","thinkboolean","patientchessgame","1-0","1187","1210","10|0"
"http://www.chess.com/livechess/game?id=1021028406","livechess",1021028406,"Live Chess","2015-01-06","bvsh","thinkboolean","1-0","1224","1180","10|0"
"http://www.chess.com/livechess/game?id=1021038743","livechess",1021038743,"Live Chess","2015-01-06","Andrew1240","thinkboolean","0-1","1263","1198","10|0"
"http://www.chess.com/livechess/game?id=1021047102","livechess",1021047102,"Live Chess","2015-01-06","thinkboolean","didierforever","1-0","1206","1191","10|0"
"http://www.chess.com/livechess/game?id=1021054585","livechess",1021054585,"Live Chess","2015-01-06","edomedo1234","thinkboolean","0-1","1201","1222","10|0"
"http://www.chess.com/livechess/game?id=1021068467","livechess",1021068467,"Live Chess","2015-01-06","thinkboolean","espirituernan","1-0","1230","1205","10|0"
"http://www.chess.com/livechess/game?id=1021600487","livechess",1021600487,"Live Chess","2015-01-06","thinkboolean","pouyaa10","0-1","1213","1231","10|0"
"http://www.chess.com/livechess/game?id=1021662591","livechess",1021662591,"Live Chess","2015-01-06","JavierIgnacioPerezCa","thinkboolean","0-1","1217","1221","10|0"
"http://www.chess.com/livechess/game?id=1021667285","livechess",1021667285,"Live Chess","2015-01-06","thinkboolean","JavierIgnacioPerezCa","0-1","1213","1225","10|0"
"http://www.chess.com/livechess/game?id=1021724809","livechess",1021724809,"Live Chess","2015-01-06","SilencioAnima","thinkboolean","0-1","1166","1212","10|0"
"http://www.chess.com/livechess/game?id=1021942249","livechess",1021942249,"Live Chess","2015-01-06","VaciaH","thinkboolean","1-0","1227","1197","10|0"
"http://www.chess.com/livechess/game?id=1021944644","livechess",1021944644,"Live Chess","2015-01-06","tumuruu2013","thinkboolean","1/2-1/2","1158","1196","10|0"
"http://www.chess.com/livechess/game?id=1022018652","livechess",1022018652,"Live Chess","2015-01-07","risoarcher","thinkboolean","1-0","1202","1173","10|0"
"http://www.chess.com/livechess/game?id=1022383072","livechess",1022383072,"Live Chess","2015-01-07","thinkboolean","me262t","0-1","1158","1187","10|0"
"http://www.chess.com/livechess/game?id=1022393266","livechess",1022393266,"Live Chess","2015-01-07","AGUAMARINA61","thinkboolean","0-1","1146","1158","10|0"
"http://www.chess.com/livechess/game?id=1022409044","livechess",1022409044,"Live Chess","2015-01-07","thinkboolean","mikorepanov","0-1","1150","1162","10|0"
"http://www.chess.com/livechess/game?id=1022441144","livechess",1022441144,"Live Chess","2015-01-07","thinkboolean","Zafe","0-1","1141","1134","10|0"
"http://www.chess.com/livechess/game?id=1022457882","livechess",1022457882,"Live Chess","2015-01-07","joaqin","thinkboolean","1-0","1121","1140","10|0"
"http://www.chess.com/livechess/game?id=1022661473","livechess",1022661473,"Live Chess","2015-01-07","halilburakoz","thinkboolean","1-0","1162","1132","10|0"
"http://www.chess.com/livechess/game?id=1022946590","livechess",1022946590,"Live Chess","2015-01-07","thinkboolean","jorges","1-0","1141","1152","10|0"
"http://www.chess.com/livechess/game?id=1022953255","livechess",1022953255,"Live Chess","2015-01-07","ServalCat","thinkboolean","1-0","1115","1139","10|0"
"http://www.chess.com/livechess/game?id=1022958392","livechess",1022958392,"Live Chess","2015-01-07","thinkboolean","Sudarsansarma","0-1","1121","1102","10|0"
"http://www.chess.com/livechess/game?id=1022960414","livechess",1022960414,"Live Chess","2015-01-07","madafakajones","thinkboolean","0-1","1040","1127","10|0"
"http://www.chess.com/livechess/game?id=1022977340","livechess",1022977340,"Live Chess","2015-01-07","Mohammed-Sawalha","thinkboolean","1-0","1194","1132","10|0"
"http://www.chess.com/livechess/game?id=1022981453","livechess",1022981453,"Live Chess","2015-01-08","hibora","thinkboolean","1-0","1172","1132","10|0"
"http://www.chess.com/livechess/game?id=1022982902","livechess",1022982902,"Live Chess","2015-01-08","thinkboolean","harbinger109","0-1","1124","1131","10|0"
"http://www.chess.com/livechess/game?id=1024883998","livechess",1024883998,"Live Chess","2015-01-09","thinkboolean","vsk657","0-1","1116","1100","10|0"
"http://www.chess.com/livechess/game?id=1024909004","livechess",1024909004,"Live Chess","2015-01-09","jackliiw","thinkboolean","0-1","1159","1133","10|0"
"http://www.chess.com/livechess/game?id=1024916687","livechess",1024916687,"Live Chess","2015-01-09","thinkboolean","Baki_23","1-0","1141","1113","10|0"
"http://www.chess.com/livechess/game?id=1027132509","livechess",1027132509,"Live Chess","2015-01-12","thinkboolean","lyon90","0-1","1131","1136","10|0"
"http://www.chess.com/livechess/game?id=1027740467","livechess",1027740467,"Live Chess","2015-01-12","thinkboolean","dayinthepark","1-0","1125","1114","10|0"
"http://www.chess.com/livechess/game?id=1027746984","livechess",1027746984,"Live Chess","2015-01-12","thinkboolean","hirocabrela08","0-1","1110","1168","10|0"
"http://www.chess.com/livechess/game?id=1027752349","livechess",1027752349,"Live Chess","2015-01-12","fkrv","thinkboolean","0-1","1130","1119","10|0"
"http://www.chess.com/livechess/game?id=1027760095","livechess",1027760095,"Live Chess","2015-01-12","thinkboolean","donderrell","1-0","1126","1081","10|0"
"http://www.chess.com/livechess/game?id=1027768759","livechess",1027768759,"Live Chess","2015-01-12","thinkboolean","Sightorsson","1-0","1134","1112","10|0"
"http://www.chess.com/livechess/game?id=1028259961","livechess",1028259961,"Live Chess","2015-01-13","vasiliadisteo","thinkboolean","1-0","1147","1126","10|0"
"http://www.chess.com/livechess/game?id=1028274985","livechess",1028274985,"Live Chess","2015-01-13","enargins","thinkboolean","1-0","1165","1113","10|0"
"http://www.chess.com/livechess/game?id=1028291589","livechess",1028291589,"Live Chess","2015-01-13","herrtrost","thinkboolean","0-1","1111","1121","10|0"
"http://www.chess.com/livechess/game?id=1028297959","livechess",1028297959,"Live Chess","2015-01-13","thinkboolean","swyk","1-0","1128","1079","10|0"
"http://www.chess.com/livechess/game?id=1028334067","livechess",1028334067,"Live Chess","2015-01-13","thinkboolean","Yetzirah1990","0-1","1129","1129","10|0"
"http://www.chess.com/livechess/game?id=1031112007","livechess",1031112007,"Live Chess","2015-01-16","samist","thinkboolean","1-0","1125","1147","10|0"
"http://www.chess.com/livechess/game?id=1031115635","livechess",1031115635,"Live Chess","2015-01-16","thinkboolean","samist","1-0","1154","1118","10|0"
"http://www.chess.com/livechess/game?id=1031527687","livechess",1031527687,"Live Chess","2015-01-16","Sloethrop","thinkboolean","1-0","1199","1150","10|0"
"http://www.chess.com/livechess/game?id=1031542748","livechess",1031542748,"Live Chess","2015-01-16","jhayvee888","thinkboolean","1-0","1229","1144","10|0"
"http://www.chess.com/livechess/game?id=1031594186","livechess",1031594186,"Live Chess","2015-01-16","thinkboolean","cornoplayer","1-0","1159","1116","10|0"
"http://www.chess.com/livechess/game?id=1031596702","livechess",1031596702,"Live Chess","2015-01-16","thinkboolean","Just-a-Player","0-1","1152","1201","10|0"
"http://www.chess.com/livechess/game?id=1031607167","livechess",1031607167,"Live Chess","2015-01-16","thinkboolean","henryh702","1-0","1166","1092","10|0"
"http://www.chess.com/livechess/game?id=1031609932","livechess",1031609932,"Live Chess","2015-01-16","thinkboolean","walterwego","1/2-1/2","1167","1213","10|0"
"http://www.chess.com/livechess/game?id=1031612818","livechess",1031612818,"Live Chess","2015-01-16","thinkboolean","odessa440","0-1","1159","1164","10|0"
"http://www.chess.com/livechess/game?id=1031633558","livechess",1031633558,"Live Chess","2015-01-16","shorelinelaw","thinkboolean","0-1","1180","1175","10|0"
"http://www.chess.com/livechess/game?id=1031634860","livechess",1031634860,"Live Chess","2015-01-16","pinotwiz","thinkboolean","0-1","1188","1184","10|0"
"http://www.chess.com/livechess/game?id=1031637924","livechess",1031637924,"Live Chess","2015-01-16","tommyzee","thinkboolean","1-0","1181","1176","10|0"
"http://www.chess.com/livechess/game?id=1031646649","livechess",1031646649,"Live Chess","2015-01-16","didierforever","thinkboolean","0-1","1192","1192","10|0"
"http://www.chess.com/livechess/game?id=1031647685","livechess",1031647685,"Live Chess","2015-01-16","thinkboolean","laozi77","0-1","1183","1168","10|0"
"http://www.chess.com/livechess/game?id=1031650689","livechess",1031650689,"Live Chess","2015-01-16","logofhog","thinkboolean","1-0","1170","1175","10|0"
"http://www.chess.com/livechess/game?id=1033793282","livechess",1033793282,"Live Chess","2015-01-19","J-Alcibiades","thinkboolean","1-0","1155","1166","10|0"
"http://www.chess.com/livechess/game?id=1034568737","livechess",1034568737,"Live Chess","2015-01-19","thinkboolean","ROBBOC","1-0","1174","1265","10|0"
"http://www.chess.com/livechess/game?id=1035153208","livechess",1035153208,"Live Chess","2015-01-20","noknoknokpenny","thinkboolean","0-1","1151","1182","10|0"
"http://www.chess.com/livechess/game?id=1035160895","livechess",1035160895,"Live Chess","2015-01-20","fbinmahfooz","thinkboolean","0-1","1106","1182","10|0"
"http://www.chess.com/livechess/game?id=1035180940","livechess",1035180940,"Live Chess","2015-01-20","thinkboolean","REBB1","0-1","1182","1190","10|0"
"http://www.chess.com/livechess/game?id=1035186821","livechess",1035186821,"Live Chess","2015-01-20","thinkboolean","SnodeJager","1-0","1191","1194","10|0"
"http://www.chess.com/livechess/game?id=1035238929","livechess",1035238929,"Live Chess","2015-01-20","thinkboolean","hollywood1usa","1-0","1190","1184","10|0"
"http://www.chess.com/livechess/game?id=1035254074","livechess",1035254074,"Live Chess","2015-01-20","hollywood1usa","thinkboolean","1-0","1192","1182","10|0"
"http://www.chess.com/livechess/game?id=1035456154","livechess",1035456154,"Live Chess","2015-01-20","thinkboolean","scorpioromeo37","1-0","1199","1246","5|0"
"http://www.chess.com/livechess/game?id=1035462423","livechess",1035462423,"Live Chess","2015-01-20","scorpioromeo37","thinkboolean","1-0","1253","1192","5|0"
"http://www.chess.com/livechess/game?id=1035934805","livechess",1035934805,"Live Chess","2015-01-21","phillyexile","thinkboolean","1-0","1277","1186","5|0"
"http://www.chess.com/livechess/game?id=1035942780","livechess",1035942780,"Live Chess","2015-01-21","thinkboolean","phillyexile","1-0","1196","1267","5|0"
"http://www.chess.com/livechess/game?id=1035950933","livechess",1035950933,"Live Chess","2015-01-21","rachitm","thinkboolean","1-0","1208","1188","5|0"
"http://www.chess.com/livechess/game?id=1035952277","livechess",1035952277,"Live Chess","2015-01-21","thinkboolean","imre5885","0-1","1181","1228","5|0"
"http://www.chess.com/livechess/game?id=1035969207","livechess",1035969207,"Live Chess","2015-01-21","thinkboolean","geecash718","1-0","1166","1192","5|0"
"http://www.chess.com/livechess/game?id=1035977255","livechess",1035977255,"Live Chess","2015-01-21","Raunak_G","thinkboolean","0-1","1178","1174","5|0"
"http://www.chess.com/livechess/game?id=1036385059","livechess",1036385059,"Live Chess","2015-01-21","thinkboolean","prefuse","0-1","1158","1165","5|0"
"http://www.chess.com/livechess/game?id=1036408925","livechess",1036408925,"Live Chess","2015-01-21","thinkboolean","haaarlo","1-0","1173","1170","5|0"
"http://www.chess.com/livechess/game?id=1036446920","livechess",1036446920,"Live Chess","2015-01-21","Frgazer30","thinkboolean","1-0","1175","1165","5|0"
"http://www.chess.com/livechess/game?id=1038158813","livechess",1038158813,"Live Chess","2015-01-23","thinkboolean","timtatari","0-1","1166","1260","5|0"
"http://www.chess.com/livechess/game?id=1038161604","livechess",1038161604,"Live Chess","2015-01-23","jilllaw","thinkboolean","1-0","1216","1159","5|0"
"http://www.chess.com/livechess/game?id=1038170666","livechess",1038170666,"Live Chess","2015-01-23","nssiz","thinkboolean","0-1","1175","1168","5|0"
"http://www.chess.com/livechess/game?id=1038175238","livechess",1038175238,"Live Chess","2015-01-23","thinkboolean","_vlk","1-0","1176","1154","5|0"
"http://www.chess.com/livechess/game?id=1038184290","livechess",1038184290,"Live Chess","2015-01-23","thinkboolean","alienouse","0-1","1168","1196","5|0"
"http://www.chess.com/livechess/game?id=1038185904","livechess",1038185904,"Live Chess","2015-01-23","Halssand","thinkboolean","0-1","1160","1176","5|0"
"http://www.chess.com/livechess/game?id=1038193976","livechess",1038193976,"Live Chess","2015-01-23","thinkboolean","Triz1","1-0","1185","1206","5|0"
"http://www.chess.com/livechess/game?id=1038202898","livechess",1038202898,"Live Chess","2015-01-23","DChristopherD","thinkboolean","1-0","1152","1176","5|0"
"http://www.chess.com/livechess/game?id=1039951455","livechess",1039951455,"Live Chess","2015-01-25","thinkboolean","Eteeee","1-0","1182","1168","5|0"
"http://www.chess.com/livechess/game?id=1040247856","livechess",1040247856,"Live Chess","2015-01-25","Tauger74","thinkboolean","0-1","1162","1198","5|0"
"http://www.chess.com/livechess/game?id=1040256329","livechess",1040256329,"Live Chess","2015-01-25","thinkboolean","Tauger74","1-0","1205","1155","5|0"
"http://www.chess.com/livechess/game?id=1040299308","livechess",1040299308,"Live Chess","2015-01-25","slepiputnik","thinkboolean","1/2-1/2","1194","1206","5|0"
"http://www.chess.com/livechess/game?id=1040302701","livechess",1040302701,"Live Chess","2015-01-25","thinkboolean","FRANCOBOLIVAR","1/2-1/2","1207","1231","5|0"
"http://www.chess.com/livechess/game?id=1040339575","livechess",1040339575,"Live Chess","2015-01-25","bat8295","thinkboolean","0-1","1226","1216","5|0"
"http://www.chess.com/livechess/game?id=1040372977","livechess",1040372977,"Live Chess","2015-01-25","polarlula","thinkboolean","0-1","1210","1232","5|0"
"http://www.chess.com/livechess/game?id=1040379313","livechess",1040379313,"Live Chess","2015-01-25","thinkboolean","thebourgeoisdefense","0-1","1225","1288","5|0"
"http://www.chess.com/livechess/game?id=1041370748","livechess",1041370748,"Live Chess","2015-01-26","thinkboolean","Holloweengambit","0-1","1199","1180","5|0"
"http://www.chess.com/livechess/game?id=1041373653","livechess",1041373653,"Live Chess","2015-01-26","thinkboolean","dubhlinn","0-1","1191","1190","5|0"
"http://www.chess.com/livechess/game?id=1041378017","livechess",1041378017,"Live Chess","2015-01-26","davidoff_bcn","thinkboolean","1-0","1262","1184","5|0"
"http://www.chess.com/livechess/game?id=1041922667","livechess",1041922667,"Live Chess","2015-01-27","kassim7","thinkboolean","1-0","1136","1165","5|0"
"http://www.chess.com/livechess/game?id=1041971730","livechess",1041971730,"Live Chess","2015-01-27","leodwita","thinkboolean","1-0","1156","1157","5|0"
"http://www.chess.com/livechess/game?id=1041972344","livechess",1041972344,"Live Chess","2015-01-27","thinkboolean","jomanchesst","1-0","1165","1156","5|0"
"http://www.chess.com/livechess/game?id=1041981634","livechess",1041981634,"Live Chess","2015-01-27","jomanchesst","thinkboolean","0-1","1148","1173","5|0"
"http://www.chess.com/livechess/game?id=1041989718","livechess",1041989718,"Live Chess","2015-01-27","thinkboolean","bertoro1","1-0","1181","1176","5|0"
"http://www.chess.com/livechess/game?id=1015368121","livechess",1015368121,"Live Chess","2014-12-31","BojanaBojana","thinkboolean","1/2-1/2","1080","1089","3|0"
"http://www.chess.com/livechess/game?id=1015460282","livechess",1015460282,"Live Chess","2014-12-31","thinkboolean","cknick","1-0","1099","1152","3|0"
"http://www.chess.com/livechess/game?id=1015465107","livechess",1015465107,"Live Chess","2014-12-31","thinkboolean","IstraBA","1-0","1105","1001","3|0"
"http://www.chess.com/livechess/game?id=1015506385","livechess",1015506385,"Live Chess","2014-12-31","GetBeyondFit","thinkboolean","0-1","1087","1113","3|0"
"http://www.chess.com/livechess/game?id=1015511911","livechess",1015511911,"Live Chess","2014-12-31","balisterod","thinkboolean","1-0","1176","1106","3|0"
"http://www.chess.com/livechess/game?id=1015533263","livechess",1015533263,"Live Chess","2014-12-31","ScipioTT","thinkboolean","0-1","1208","1117","3|0"
"http://www.chess.com/livechess/game?id=1015539484","livechess",1015539484,"Live Chess","2014-12-31","ScipioTT","thinkboolean","1-0","1220","1105","3|0"
"http://www.chess.com/livechess/game?id=1015541957","livechess",1015541957,"Live Chess","2014-12-31","thinkboolean","ScipioTT","1-0","1116","1209","3|0"
"http://www.chess.com/livechess/game?id=1015546952","livechess",1015546952,"Live Chess","2014-12-31","ScipioTT","thinkboolean","0-1","1199","1126","3|0"
"http://www.chess.com/livechess/game?id=1015552468","livechess",1015552468,"Live Chess","2014-12-31","thinkboolean","mcskili","0-1","1119","1156","3|0"
"http://www.chess.com/livechess/game?id=1015557019","livechess",1015557019,"Live Chess","2014-12-31","AmirDaneshmand","thinkboolean","0-1","1197","1129","3|0"
"http://www.chess.com/livechess/game?id=1015560016","livechess",1015560016,"Live Chess","2014-12-31","thinkboolean","AmirDaneshmand","1-0","1139","1187","3|0"
"http://www.chess.com/livechess/game?id=1015564174","livechess",1015564174,"Live Chess","2014-12-31","thinkboolean","eddy1968","1-0","1146","1100","3|0"
"http://www.chess.com/livechess/game?id=1015569346","livechess",1015569346,"Live Chess","2014-12-31","MOSIURRAHMAN","thinkboolean","0-1","1169","1155","3|0"
"http://www.chess.com/livechess/game?id=1015573091","livechess",1015573091,"Live Chess","2014-12-31","thinkboolean","Dave667","1-0","1161","1063","3|0"
"http://www.chess.com/livechess/game?id=1015577598","livechess",1015577598,"Live Chess","2014-12-31","hadik","thinkboolean","0-1","1184","1170","3|0"
"http://www.chess.com/livechess/game?id=1015580220","livechess",1015580220,"Live Chess","2014-12-31","thinkboolean","hadik","1-0","1178","1176","3|0"
"http://www.chess.com/livechess/game?id=1015584789","livechess",1015584789,"Live Chess","2014-12-31","hadik","thinkboolean","0-1","1168","1186","3|0"
"http://www.chess.com/livechess/game?id=1015670819","livechess",1015670819,"Live Chess","2014-12-31","Mr_Nosegaffeier","thinkboolean","1-0","1219","1179","3|0"
"http://www.chess.com/livechess/game?id=1015695519","livechess",1015695519,"Live Chess","2014-12-31","Queenslayer17","thinkboolean","1-0","1189","1158","3|0"
"http://www.chess.com/livechess/game?id=1016957493","livechess",1016957493,"Live Chess","2015-01-02","Maharba627","thinkboolean","1-0","1205","1160","3|0"
"http://www.chess.com/livechess/game?id=1016974745","livechess",1016974745,"Live Chess","2015-01-02","thinkboolean","Cheszko","0-1","1167","1251","3|0"
"http://www.chess.com/livechess/game?id=1016993516","livechess",1016993516,"Live Chess","2015-01-02","Yoda2013","thinkboolean","1-0","1191","1192","3|0"
"http://www.chess.com/livechess/game?id=1017809703","livechess",1017809703,"Live Chess","2015-01-02","fahdiansyah","thinkboolean","1-0","1279","1173","5|0"
"http://www.chess.com/livechess/game?id=1018589279","livechess",1018589279,"Live Chess","2015-01-03","adridrisi","thinkboolean","1-0","1182","1195","5|0"
"http://www.chess.com/livechess/game?id=1018624675","livechess",1018624675,"Live Chess","2015-01-03","thinkboolean","petroslevantis1","0-1","1188","1232","10|0"
"http://www.chess.com/livechess/game?id=1020851375","livechess",1020851375,"Live Chess","2015-01-05","thinkboolean","handerbenitez","0-1","1178","1193","10|0"
