"","gameID","pgn"
"3993","beta56","13.Ba3"
"3994","beta56","13...d4"
"3995","beta56","14.Ne4"
"3996","beta56","14...dxe3"
"3997","beta56","15.Nxc5"
"3998","beta56","15...exf2+"
"3999","beta56","16.Kxf2"
"4000","beta56","16...Qe5"
"4001","beta56","17.Qxc6"
"4002","beta56","17...Ng4+"
"4003","beta56","18.Kf3"
"4004","beta56","18...Qf5+"
"4005","beta56","19.Kg3"
"4006","beta56","19...Qg5"
"4007","beta56","20.Nxe6"
"4008","beta56","20...Qh4+"
"4009","beta56","21.Kf4"
"4010","beta56","21...fxe6+"
"4011","beta56","22.Ke4"
"4012","beta56","22...Bxa3"
"4013","beta56","23.Qxe6+"
"4014","beta56","23...Kh8"
"4015","beta56","24.Qd7"
"4016","beta56","24...Nf2+"
"4017","beta56","25.Ke3"
"4018","beta56","25...Rae8+"
"4019","beta56","26.Qxe8"
"4020","beta56","26...Rxe8+"
"4021","beta56","27.Kf3"
"4022","beta56","27...Nxh1"
"4023","beta56","28.g3"
"4024","beta56","28...Qf6+"
"4025","beta56","29.Kg2"
"4026","beta56","29...Qf2+"
"4027","beta56","30.Kxh1"
"4028","beta56","30...Re1+"
"4029","beta56","31.Rxe1"
"4030","beta56","31...Qxe1+"
"4031","beta56","32.Kg2"
"4032","beta56","32...Qxd2+"
"4033","beta56","33.Kh3"
"4034","beta56","33...Qxd3"
"4035","beta56","34.Kh4"
"4036","beta56","34...Qc2"
"4037","beta56","35.g4"
"4038","beta56","35...Qxh2+"
"4039","beta56","36.Kg5"
"4040","beta56","36...Qxa2"
"4041","beta56","37.Kf4"
"4042","beta56","37...Qxb3"
"4043","beta56","38.g5"
"4044","beta56","38...Bc1+"
"4045","beta56","39.Kf5"
"4046","beta56","39...Qb5+"
"4047","beta56","40.Kg4"
"4048","beta56","40...Qxg5+"
"4049","beta56","41.Kf3"
"4050","beta56","41...Qe3+"
"4051","beta56","42.Kg4"
"4052","beta56","42...Qf4+"
"4053","beta56","43.Kh3"
"4054","beta56","43...Qf8"
"4055","beta56","44.Kg2"
"4056","beta56","44...a5"
"4057","beta56","45.Kg3"
"4058","beta56","45...a4"
"4059","beta56","46.Kg4"
"4060","beta56","46...a3"
"4061","beta56","47.Kh5"
"4062","beta56","47...a2"
"4063","beta56","48.Kh4"
"4064","beta56","48...a1=Q"
"4065","beta56","49.Kg4"
"4066","beta56","49...Qf4+"
"4067","beta56","50.Kh3"
"4068","beta56","50...Qc3+"
"4069","beta56","51.Kg2"
"4070","beta56","51...Qcd2+"
"4071","beta56","52.Kg1"
"4072","beta56","52...Qff2+"
"4073","beta56","53.Kh1"
"4074","beta56","53...Qg2#"
"4075","beta57","1.e4"
"4076","beta57","1...e6"
"4077","beta57","2.Nc3"
"4078","beta57","2...Qg5"
"4079","beta57","3.Nf3"
"4080","beta57","3...Qa5"
"4081","beta57","4.d3"
"4082","beta57","4...Nc6"
"4083","beta57","5.Bd2"
"4084","beta57","5...Qb4"
"4085","beta57","6.Rb1"
"4086","beta57","6...Qa5"
"4087","beta57","7.a3"
"4088","beta57","7...Nf6"
"4089","beta57","8.Nd5"
"4090","beta57","8...Qb6"
"4091","beta57","9.Nxb6"
"4092","beta57","9...axb6"
"4093","beta57","10.Be2"
"4094","beta57","10...Na5"
"4095","beta57","11.Ne5"
"4096","beta57","11...d5"
"4097","beta57","12.exd5"
"4098","beta57","12...Nxd5"
"4099","beta57","13.Bxa5"
"4100","beta57","13...Rxa5"
"4101","beta57","14.c4"
"4102","beta57","14...Nf4"
"4103","beta57","15.Nxf7"
"4104","beta57","15...Kxf7"
"4105","beta57","16.O-O"
"4106","beta57","16...Bd6"
"4107","beta57","17.b4"
"4108","beta57","17...Rg5"
"4109","beta57","18.Bf3"
"4110","beta57","18...e5"
"4111","beta57","19.Qb3"
"4112","beta57","19...Be6"
"4113","beta57","20.Qd1"
"4114","beta57","20...Rd8"
"4115","beta57","21.Re1"
"4116","beta57","21...c5"
"4117","beta57","22.g3"
"4118","beta57","22...cxb4"
"4119","beta57","23.Bd5"
"4120","beta57","23...Bxd5"
"4121","beta57","24.cxd5"
"4122","beta57","24...Nxd5"
"4123","beta57","25.axb4"
"4124","beta57","25...Nxb4"
"4125","beta57","26.Qb3+"
"4126","beta57","26...Kf6"
"4127","beta57","27.f4"
"4128","beta57","27...Rh5"
"4129","beta57","28.fxe5+"
"4130","beta57","28...Rxe5"
"4131","beta57","29.Rxe5"
"4132","beta57","29...Kxe5"
"4133","beta57","30.d4+"
"4134","beta57","30...Kf6"
"4135","beta57","31.Rf1+"
"4136","beta57","31...Kg6"
"4137","beta57","32.Qf7+"
"4138","beta57","32...Kh6"
"4139","beta57","33.Qxb7"
"4140","beta57","33...Rb8"
"4141","beta57","34.Qd7"
"4142","beta57","34...Bf8"
"4143","beta57","35.Rf5"
"4144","beta57","35...g6"
"4145","beta57","36.Qe6"
"4146","beta57","36...Bg7"
"4147","beta57","37.g4"
"4148","beta57","37...Bxd4+"
"4149","beta57","38.Kg2"
"4150","beta57","38...Nc2"
"4151","beta57","39.Rh5+"
"4152","beta57","39...Kg7"
"4153","beta57","40.Rh3"
"4154","beta57","40...Rf8"
"4155","beta57","41.Qd7+"
"4156","beta57","41...Rf7"
"4157","beta57","42.Rf3"
"4158","beta57","42...Ne3+"
"4159","beta57","43.Kh3"
"4160","beta57","43...Rxd7"
"4161","beta57","44.Rxe3"
"4162","beta57","44...Bxe3"
"4163","beta57","45.Kh4"
"4164","beta57","45...b5"
"4165","beta57","46.h3"
"4166","beta57","46...b4"
"4167","beta57","47.g5"
"4168","beta57","47...b3"
"4169","beta57","48.Kg4"
"4170","beta57","48...Rd4+"
"4171","beta57","49.Kf3"
"4172","beta57","49...Bxg5"
"4173","beta57","50.h4"
"4174","beta57","50...Rxh4"
"4175","beta57","51.Ke2"
"4176","beta57","51...b2"
"4177","beta57","52.Kd1"
"4178","beta57","52...b1=N"
"4179","beta58","1.e3"
"4180","beta58","1...e5"
"4181","beta58","2.Qg4"
"4182","beta58","2...d5"
"4183","beta58","3.Qa4+"
"4184","beta58","3...Bd7"
"4185","beta58","4.Bb5"
"4186","beta58","4...c6"
"4187","beta58","5.Be2"
"4188","beta58","5...b5"
"4189","beta58","6.Qb3"
"4190","beta58","6...a5"
"4191","beta58","7.Qd3"
"4192","beta58","7...Nf6"
"4193","beta58","8.Nf3"
"4194","beta58","8...e4"
"4195","beta58","9.Qc3"
"4196","beta58","9...exf3"
"4197","beta58","10.Bxf3"
"4198","beta58","10...Bb4"
"4199","beta58","11.Qe5+"
"4200","beta58","11...Be6"
"4201","beta58","12.c3"
"4202","beta58","12...Bd6"
"4203","beta58","13.Qg5"
"4204","beta58","13...O-O"
"4205","beta58","14.d4"
"4206","beta58","14...h6"
"4207","beta58","15.Qh4"
"4208","beta58","15...Bf5"
"4209","beta58","16.g4"
"4210","beta58","16...Bg6"
"4211","beta58","17.Nd2"
"4212","beta58","17...Re8"
"4213","beta58","18.Nf1"
"4214","beta58","18...Nbd7"
"4215","beta58","19.Bd2"
"4216","beta58","19...c5"
"4217","beta58","20.Ke2"
"4218","beta58","20...cxd4"
"4219","beta58","21.cxd4"
"4220","beta58","21...Bb4"
"4221","beta58","22.a3"
"4222","beta58","22...Bxd2"
"4223","beta58","23.Nxd2"
"4224","beta58","23...b4"
"4225","beta58","24.Rag1"
"4226","beta58","24...bxa3"
"4227","beta58","25.bxa3"
"4228","beta58","25...Qb6"
"4229","beta58","26.g5"
"4230","beta58","26...Qb5+"
"4231","beta58","27.Ke1"
"4232","beta58","27...Ne4"
"4233","beta58","28.Be2"
"4234","beta58","28...Qb2"
"4235","beta58","29.Nxe4"
"4236","beta58","29...Bxe4"
"4237","beta58","30.gxh6"
"4238","beta58","30...g6"
"4239","beta58","31.h7+"
"4240","beta58","31...Kh8"
"4241","beta58","32.f3"
"4242","beta58","32...Qc1+"
"4243","beta58","33.Kf2"
"4244","beta58","33...Qxa3"
"4245","beta58","34.fxe4"
"4246","beta58","34...Rxe4"
"4247","beta58","35.Rg4"
"4248","beta58","35...Qxe3+"
"4249","beta58","36.Kg2"
"4250","beta58","36...Qxe2+"
"4251","beta58","37.Kh3"
"4252","beta58","37...Rxg4"
"4253","beta58","38.Qxg4"
"4254","beta58","38...Qxg4+"
"4255","beta58","39.Kxg4"
"4256","beta58","39...Kxh7"
"4257","beta58","40.Rf1"
"4258","beta58","40...Kg7"
"4259","beta58","41.h4"
"4260","beta58","41...Nf6+"
"4261","beta58","42.Kg5"
"4262","beta58","42...Ne4+"
"4263","beta58","43.Kf4"
"4264","beta58","43...Nd2"
"4265","beta58","44.Re1"
"4266","beta58","44...Nb3"
"4267","beta58","45.Ke5"
"4268","beta58","45...Rd8"
"4269","beta58","46.Rb1"
"4270","beta58","46...f6+"
"4271","beta58","47.Ke6"
"4272","beta58","47...Nxd4+"
"4273","beta58","48.Ke7"
"4274","beta58","48...Nc6+"
"4275","beta58","49.Ke6"
"4276","beta58","49...Kf8"
"4277","beta58","50.Rf1"
"4278","beta58","50...f5"
"4279","beta58","51.Kf6"
"4280","beta58","51...Rd6+"
"4281","beta58","52.Kg5"
"4282","beta58","52...d4"
"4283","beta58","53.h5"
"4284","beta58","53...d3"
"4285","beta58","54.hxg6"
"4286","beta58","54...Kg7"
"4287","beta58","55.Kxf5"
"4288","beta58","55...d2"
"4289","beta58","56.Rd1"
"4290","beta58","56...a4"
"4291","beta58","57.Ke4"
"4292","beta58","57...a3"
"4293","beta58","58.Ke3"
"4294","beta58","58...a2"
"4295","beta58","59.Ke4"
"4296","beta58","59...Nb4"
"4297","beta58","60.Ke3"
"4298","beta58","60...Rd3+"
"4299","beta58","61.Ke2"
"4300","beta58","61...Kxg6"
"4301","beta58","62.Rxd2"
"4302","beta58","62...Rxd2+"
"4303","beta58","63.Kxd2"
"4304","beta58","63...a1=Q"
"4305","beta58","64.Ke3"
"4306","beta58","64...Qe5+"
"4307","beta58","65.Kf3"
"4308","beta58","65...Nd3"
"4309","beta58","66.Kg4"
"4310","beta58","66...Qf4+"
"4311","beta58","67.Kh3"
"4312","beta58","67...Nf2+"
"4313","beta58","68.Kg2"
"4314","beta58","68...Ng4"
"4315","beta58","69.Kh3"
"4316","beta58","69...Qf3+"
"4317","beta58","70.Kh4"
"4318","beta58","70...Kf5"
"4319","beta58","71.Kh5"
"4320","beta58","71...Nf6+"
"4321","beta58","72.Kh6"
"4322","beta58","72...Qh5+"
"4323","beta58","73.Kg7"
"4324","beta58","73...Qg6+"
"4325","beta58","74.Kf8"
"4326","beta58","74...Qe8+"
"4327","beta58","75.Kg7"
"4328","beta58","75...Nh5+"
"4329","beta58","76.Kh6"
"4330","beta58","76...Qg6#"
"4331","beta59","1.e4"
"4332","beta59","1...e6"
"4333","beta59","2.e5"
"4334","beta59","2...Qg5"
"4335","beta59","3.d4"
"4336","beta59","3...Qh4"
"4337","beta59","4.Nf3"
"4338","beta59","4...Qe4+"
"4339","beta59","5.Be2"
"4340","beta59","5...Nc6"
"4341","beta59","6.Nc3"
"4342","beta59","6...Qg6"
"4343","beta59","7.O-O"
"4344","beta59","7...Be7"
"4345","beta59","8.Bd3"
"4346","beta59","8...f5"
"4347","beta59","9.Re1"
"4348","beta59","9...Qg4"
"4349","beta59","10.Nb5"
"4350","beta59","10...Bd8"
"4351","beta59","11.Be2"
"4352","beta59","11...Qg6"
"4353","beta59","12.Bd3"
"4354","beta59","12...a6"
"4355","beta59","13.Nc3"
"4356","beta59","13...b5"
"4357","beta59","14.Qd2"
"4358","beta59","14...Bb7"
"4359","beta59","15.d5"
"4360","beta59","15...Nce7"
"4361","beta59","16.Qf4"
"4362","beta59","16...Nxd5"
"4363","beta59","17.Nxd5"
"4364","beta59","17...Bxd5"
"4365","beta59","18.c4"
"4366","beta59","18...bxc4"
"4367","beta59","19.Bxc4"
"4368","beta59","19...Bxc4"
"4369","beta59","20.Qxc4"
"4370","beta59","20...Be7"
"4371","beta59","21.Qxc7"
"4372","beta59","21...Nh6"
"4373","beta59","22.Rd1"
"4374","beta59","22...Bd8"
"4375","beta59","23.Qxd7+"
"4376","beta59","23...Kf8"
"4377","beta59","24.h3"
"4378","beta59","24...Nf7"
"4379","beta59","25.Be3"
"4380","beta59","25...Kg8"
"4381","beta59","26.Qb7"
"4382","beta59","26...Nxe5"
"4383","beta59","27.Nxe5"
"4384","beta59","27...Qe8"
"4385","beta59","28.Qxa8"
"4386","beta60","1.e3"
"4387","beta60","1...d5"
"4388","beta60","2.Qh5"
"4389","beta60","2...Nf6"
"4390","beta60","3.Qh4"
"4391","beta60","3...e6"
"4392","beta60","4.Nc3"
"4393","beta60","4...Be7"
"4394","beta60","5.Nf3"
"4395","beta60","5...Ne4"
"4396","beta60","6.Qf4"
"4397","beta60","6...Nxc3"
"4398","beta60","7.bxc3"
"4399","beta60","7...Bf6"
"4400","beta60","8.Qa4+"
"4401","beta60","8...Bd7"
"4402","beta60","9.Qb4"
"4403","beta60","9...b6"
"4404","beta60","10.Ba3"
"4405","beta60","10...a5"
"4406","beta60","11.Qb3"
"4407","beta60","11...a4"
"4408","beta60","12.Qb4"
"4409","beta60","12...Be7"
"4410","beta60","13.Qb2"
"4411","beta60","13...b5"
"4412","beta60","14.Bxe7"
"4413","beta60","14...Qxe7"
"4414","beta60","15.Bxb5"
"4415","beta60","15...c6"
"4416","beta60","16.Bd3"
"4417","beta60","16...O-O"
"4418","beta60","17.c4"
"4419","beta60","17...a3"
"4420","beta60","18.Qc3"
"4421","beta60","18...Na6"
"4422","beta60","19.cxd5"
"4423","beta60","19...cxd5"
"4424","beta60","20.Bxa6"
"4425","beta60","20...Rxa6"
"4426","beta60","21.Ke2"
"4427","beta60","21...Bb5+"
"4428","beta60","22.d3"
"4429","beta60","22...Rfa8"
"4430","beta60","23.Rab1"
"4431","beta60","23...Be8"
"4432","beta60","24.h4"
"4433","beta60","24...f6"
"4434","beta60","25.h5"
"4435","beta60","25...h6"
"4436","beta60","26.Rh4"
"4437","beta60","26...e5"
"4438","beta60","27.Qd2"
"4439","beta60","27...Bf7"
"4440","beta60","28.Ne1"
"4441","beta60","28...Ra4"
"4442","beta60","29.Nf3"
"4443","beta60","29...Rxh4"
"4444","beta60","30.Nxh4"
"4445","beta60","30...Bxh5+"
"4446","beta60","31.f3"
"4447","beta60","31...Bf7"
"4448","beta60","32.Nf5"
"4449","beta60","32...Qe6"
"4450","beta60","33.g4"
"4451","beta60","33...Bg6"
"4452","beta60","34.Ng3"
"4453","beta60","34...Kh7"
"4454","beta60","35.Qc3"
"4455","beta60","35...d4"
"4456","beta60","36.Qc7"
"4457","beta60","36...dxe3"
"4458","beta60","37.Rb7"
"4459","beta60","37...Rg8"
"4460","beta60","38.Ra7"
"4461","beta60","38...Qxa2"
"4462","beta60","39.Nf1"
"4463","beta60","39...Qb2"
"4464","beta60","40.Qc4"
"4465","beta60","40...h5"
"4466","beta60","41.Nxe3"
"4467","beta60","41...h4"
"4468","beta60","42.Nd5"
"4469","beta60","42...h3"
"4470","beta60","43.Nxf6+"
"4471","beta60","43...Kh6"
"4472","beta60","44.Nxg8+"
"4473","beta60","44...Kg5"
"4474","beta60","45.Rxg7"
"4475","beta60","45...Kh4"
"4476","beta60","46.Rxg6"
"4477","beta60","46...h2"
"4478","beta60","47.Rh6+"
"4479","beta60","47...Kg3"
"4480","beta60","48.Qc6"
"4481","beta60","48...a2"
"4482","beta60","49.f4"
"4483","beta60","49...Qxc2+"
"4484","beta60","50.Qxc2"
"4485","beta60","50...a1=Q"
"4486","beta60","51.fxe5"
"4487","beta60","51...Qxe5+"
"4488","beta60","52.Kd2"
"4489","beta60","52...Qf4+"
"4490","beta60","53.Kc3"
"4491","beta60","53...Qc7+"
"4492","beta60","54.Kd2"
"4493","beta60","54...Qa5+"
"4494","beta60","55.Ke3"
"4495","beta60","55...Qe1+"
"4496","beta60","56.Qe2"
"4497","beta60","56...h1=Q"
"4498","beta60","57.Rxh1"
"4499","beta60","57...Qxh1"
"4500","beta60","58.Nf6"
"4501","beta60","58...Qg1+"
"4502","beta60","59.Kd2"
"4503","beta60","59...Qd4"
"4504","beta60","60.Qe3+"
"4505","beta60","60...Qxe3+"
"4506","beta60","61.Kxe3"
"4507","beta60","61...Kh4"
"4508","beta60","62.d4"
"4509","beta60","62...Kg5"
"4510","beta60","63.Ne4+"
"4511","beta60","63...Kxg4"
"4512","beta60","64.d5"
"4513","beta60","64...Kf5"
"4514","beta60","65.Kd4"
"4515","beta60","65...Kg6"
"4516","beta60","66.d6"
"4517","beta60","66...Kf7"
"4518","beta60","67.Kc5"
"4519","beta60","67...Ke8"
"4520","beta60","68.Kc6"
"4521","beta60","68...Kd8"
"4522","beta60","69.Nc5"
"4523","beta60","69...Kc8"
"4524","beta60","70.Ne6"
"4525","beta60","70...Kb8"
"4526","beta60","71.d7"
"4527","beta60","71...Ka7"
"4528","beta60","72.d8=Q"
"4529","beta61","1.e3"
"4530","beta61","1...e6"
"4531","beta61","2.b3"
"4532","beta61","2...Qg5"
"4533","beta61","3.Bb2"
"4534","beta61","3...Nc6"
"4535","beta61","4.Nf3"
"4536","beta61","4...Qc5"
"4537","beta61","5.Ba3"
"4538","beta61","5...Nb4"
"4539","beta61","6.c3"
"4540","beta61","6...Qa5"
"4541","beta61","7.cxb4"
"4542","beta61","7...Bxb4"
"4543","beta61","8.Bxb4"
"4544","beta61","8...Qxb4"
"4545","beta61","9.Nc3"
"4546","beta61","9...Nf6"
"4547","beta61","10.a3"
"4548","beta61","10...Qa5"
"4549","beta61","11.b4"
"4550","beta61","11...Qh5"
"4551","beta61","12.Ne2"
"4552","beta61","12...b6"
"4553","beta61","13.Ng3"
"4554","beta61","13...Qg6"
"4555","beta61","14.Qb1"
"4556","beta61","14...Qh6"
"4557","beta61","15.h3"
"4558","beta61","15...Bb7"
"4559","beta61","16.Be2"
"4560","beta61","16...Ng4"
"4561","beta61","17.Qc1"
"4562","beta61","17...Bxf3"
"4563","beta61","18.Bxf3"
"4564","beta61","18...Ne5"
"4565","beta61","19.Bxa8"
"4566","beta62","1.e4"
"4567","beta62","1...e6"
"4568","beta62","2.d4"
"4569","beta62","2...Qh4"
"4570","beta62","3.e5"
"4571","beta62","3...Nc6"
"4572","beta62","4.Nf3"
"4573","beta62","4...Qe4+"
"4574","beta62","5.Qe2"
"4575","beta62","5...Qd5"
"4576","beta62","6.Qd3"
"4577","beta62","6...b6"
"4578","beta62","7.Nc3"
"4579","beta62","7...Bb4"
"4580","beta62","8.Bd2"
"4581","beta62","8...Qa5"
"4582","beta62","9.Be2"
"4583","beta62","9...Nb8"
"4584","beta62","10.O-O"
"4585","beta62","10...Ba6"
"4586","beta62","11.a3"
"4587","beta62","11...Bxd3"
"4588","beta62","12.Bxd3"
"4589","beta62","12...Na6"
"4590","beta62","13.axb4"
"4591","beta62","13...Qxb4"
"4592","beta62","14.Ne4"
"4593","beta62","14...Qe7"
"4594","beta62","15.Rxa6"
"4595","beta62","15...f5"
"4596","beta62","16.Bg5"
"4597","beta62","16...Qf7"
"4598","beta62","17.Nc3"
"4599","beta62","17...h6"
"4600","beta62","18.Bf4"
"4601","beta62","18...Ne7"
"4602","beta62","19.Rfa1"
"4603","beta62","19...Nc6"
"4604","beta62","20.Bb5"
"4605","beta62","20...Nb4"
"4606","beta62","21.Rxa7"
"4607","beta62","21...Rxa7"
"4608","beta62","22.Rxa7"
"4609","beta62","22...Ke7"
"4610","beta62","23.Rxc7"
"4611","beta62","23...Rd8"
"4612","beta62","24.Rb7"
"4613","beta62","24...Nxc2"
"4614","beta62","25.Rxb6"
"4615","beta62","25...g5"
"4616","beta62","26.Bd2"
"4617","beta62","26...Qh5"
"4618","beta62","27.Rb7"
"4619","beta62","27...g4"
"4620","beta62","28.Ne1"
"4621","beta62","28...Nxd4"
"4622","beta62","29.Ba4"
"4623","beta62","29...Qg6"
"4624","beta62","30.Nb5"
"4625","beta62","30...Nxb5"
"4626","beta62","31.Bxb5"
"4627","beta62","31...h5"
"4628","beta62","32.Bc3"
"4629","beta62","32...h4"
"4630","beta62","33.Bb4+"
"4631","beta62","33...Ke8"
"4632","beta62","34.Bd6"
"4633","beta62","34...g3"
"4634","beta62","35.fxg3"
"4635","beta62","35...hxg3"
"4636","beta62","36.h3"
"4637","beta62","36...Qg5"
"4638","beta62","37.Bb4"
"4639","beta62","37...Qe3+"
"4640","beta62","38.Kh1"
"4641","beta62","38...f4"
"4642","beta62","39.h4"
"4643","beta62","39...Qxe5"
"4644","beta62","40.Bc3"
"4645","beta62","40...Qe4"
"4646","beta62","41.h5"
"4647","beta62","41...Qxb7"
"4648","beta63","1.e3"
"4649","beta63","1...c5"
"4650","beta63","2.Qg4"
"4651","beta63","2...Nc6"
"4652","beta63","3.Nc3"
"4653","beta63","3...e6"
"4654","beta63","4.Nf3"
"4655","beta63","4...Nf6"
"4656","beta63","5.Qa4"
"4657","beta63","5...d5"
"4658","beta63","6.Bb5"
"4659","beta63","6...Bd7"
"4660","beta63","7.b3"
"4661","beta63","7...a6"
"4662","beta63","8.Bxc6"
"4663","beta63","8...Bxc6"
"4664","beta63","9.Qf4"
"4665","beta63","9...Bd6"
"4666","beta63","10.Ne5"
"4667","beta63","10...d4"
"4668","beta63","11.exd4"
"4669","beta63","11...cxd4"
"4670","beta63","12.Qxd4"
"4671","beta63","12...Bxg2"
"4672","beta63","13.Rg1"
"4673","beta63","13...Bxe5"
"4674","beta63","14.Qxe5"
"4675","beta63","14...Bd5"
"4676","beta63","15.Rxg7"
"4677","beta63","15...Qb6"
"4678","beta63","16.Qxf6"
"4679","beta63","16...Rd8"
"4680","beta63","17.Qxf7#"
"4681","beta64","1.e3"
"4682","beta64","1...b6"
"4683","beta64","2.Qg4"
"4684","beta64","2...Bb7"
"4685","beta64","3.Nc3"
"4686","beta64","3...g6"
"4687","beta64","4.b3"
"4688","beta64","4...Bg7"
"4689","beta64","5.Bb2"
"4690","beta64","5...e6"
"4691","beta64","6.Bd3"
"4692","beta64","6...Nc6"
"4693","beta64","7.Nf3"
"4694","beta64","7...Qe7"
"4695","beta64","8.Bb5"
"4696","beta64","8...O-O-O"
"4697","beta64","9.Na4"
"4698","beta64","9...f6"
"4699","beta64","10.Ke2"
"4700","beta64","10...h5"
"4701","beta64","11.Qe4"
"4702","beta64","11...Nb4"
"4703","beta64","12.Qc4"
"4704","beta64","12...d5"
"4705","beta64","13.Qc3"
"4706","beta64","13...e5"
"4707","beta64","14.Ba3"
"4708","beta64","14...a5"
"4709","beta64","15.Qb2"
"4710","beta64","15...f5"
"4711","beta64","16.c3"
"4712","beta64","16...e4"
"4713","beta64","17.Nd4"
"4714","beta64","17...Na6"
"4715","beta64","18.Bxe7"
"4716","beta64","18...Nxe7"
"4717","beta64","19.Bxa6"
"4718","beta64","19...Bxa6+"
"4719","beta64","20.Kd1"
"4720","beta64","20...g5"
"4721","beta64","21.Kc2"
"4722","beta64","21...f4"
"4723","beta64","22.Rhc1"
"4724","beta64","22...fxe3"
"4725","beta64","23.fxe3"
"4726","beta64","23...Rhf8"
"4727","beta64","24.c4"
"4728","beta64","24...dxc4"
"4729","beta64","25.bxc4"
"4730","beta64","25...Bxc4"
"4731","beta64","26.Nxb6+"
"4732","beta64","26...cxb6"
"4733","beta64","27.Kb1"
"4734","beta64","27...Kb7"
"4735","beta64","28.Rxc4"
"4736","beta64","28...Nd5"
"4737","beta64","29.Qb5"
"4738","beta64","29...Be5"
"4739","beta64","30.Qc6+"
"4740","beta64","30...Ka6"
"4741","beta64","31.Rc5"
"4742","beta64","31...Nb4"
"4743","beta64","32.Qb5+"
"4744","beta64","32...Kb7"
"4745","beta64","33.Rxe5"
"4746","beta64","33...Rf1+"
"4747","beta64","34.Kb2"
"4748","beta64","34...Rf2"
"4749","beta64","35.Re7+"
"4750","beta64","35...Ka8"
"4751","beta64","36.Ra7+"
"4752","beta64","36...Kxa7"
"4753","beta64","37.Kc3"
"4754","beta64","37...Rc8+"
"4755","beta64","38.Kb3"
"4756","beta64","38...Rxd2"
"4757","beta64","39.Qd7+"
"4758","beta64","39...Kb8"
"4759","beta64","40.Qd6+"
"4760","beta64","40...Kb7"
"4761","beta64","41.Qd5+"
"4762","beta64","41...Ka6"
"4763","beta64","42.Qxe4"
"4764","beta64","42...Rd3+"
"4765","beta64","43.Kb2"
"4766","beta64","43...Rc2+"
"4767","beta64","44.Nxc2"
"4768","beta65","1.d4"
"4769","beta65","1...e6"
"4770","beta65","2.Nf3"
"4771","beta65","2...Qf6"
"4772","beta65","3.h3"
"4773","beta65","3...Nc6"
"4774","beta65","4.Bg5"
"4775","beta65","4...Qg6"
"4776","beta65","5.Bf4"
"4777","beta65","5...Bd6"
"4778","beta65","6.Ne5"
"4779","beta65","6...Qf5"
"4780","beta65","7.Nxc6"
"4781","beta65","7...bxc6"
"4782","beta65","8.Bxd6"
"4783","beta65","8...cxd6"
"4784","beta65","9.e3"
"4785","beta65","9...Bb7"
"4786","beta65","10.Nd2"
"4787","beta65","10...Qa5"
"4788","beta65","11.Bd3"
"4789","beta65","11...Nf6"
"4790","beta65","12.O-O"
"4791","beta65","12...c5"
"4792","beta65","13.Nb3"
"4793","beta65","13...Qb6"
"4794","beta65","14.dxc5"
"4795","beta65","14...dxc5"
"4796","beta65","15.Qe2"
"4797","beta65","15...Qc6"
"4798","beta65","16.e4"
"4799","beta65","16...d5"
"4800","beta65","17.f3"
"4801","beta65","17...dxe4"
"4802","beta65","18.Bxe4"
"4803","beta65","18...Qa6"
"4804","beta65","19.Qxa6"
"4805","beta65","19...Bxa6"
"4806","beta65","20.Rfe1"
"4807","beta65","20...Rd8"
"4808","beta65","21.Nxc5"
"4809","beta65","21...Bc4"
"4810","beta65","22.b3"
"4811","beta65","22...Bb5"
"4812","beta65","23.c4"
"4813","beta65","23...Ba6"
"4814","beta65","24.Nxa6"
"4815","beta65","24...Rd2"
"4816","beta65","25.Nc7+"
"4817","beta65","25...Ke7"
"4818","beta65","26.Nb5"
"4819","beta65","26...a6"
"4820","beta65","27.Nc7"
"4821","beta65","27...Rhd8"
"4822","beta65","28.Nxa6"
"4823","beta65","28...Rb2"
"4824","beta65","29.Nc5"
"4825","beta65","29...Rdd2"
"4826","beta65","30.f4"
"4827","beta65","30...Nxe4"
"4828","beta65","31.Nxe4"
"4829","beta65","31...Rxg2+"
"4830","beta65","32.Kh1"
"4831","beta65","32...Rh2+"
"4832","beta65","33.Kg1"
"4833","beta65","33...Rxh3"
"4834","beta65","34.a4"
"4835","beta65","34...Rf3"
"4836","beta65","35.a5"
"4837","beta65","35...Rbxb3"
"4838","beta65","36.a6"
"4839","beta65","36...Rxf4"
"4840","beta65","37.a7"
"4841","beta65","37...Rg4+"
"4842","beta65","38.Kf1"
"4843","beta65","38...Rb2"
"4844","beta65","39.a8=Q"
"4845","beta65","39...Rf4+"
"4846","beta65","40.Kg1"
"4847","beta65","40...Rxe4"
"4848","beta65","41.Qxe4"
"4849","beta65","41...Rd2"
"4850","beta65","42.Qxh7"
"4851","beta65","42...g6"
"4852","beta65","43.Rf1"
"4853","beta65","43...Rd8"
"4854","beta65","44.Qxf7+"
"4855","beta65","44...Kd6"
"4856","beta65","45.Qxg6"
"4857","beta65","45...Rc8"
"4858","beta65","46.Ra6+"
"4859","beta65","46...Kc5"
"4860","beta65","47.Qg5+"
"4861","beta65","47...Kxc4"
"4862","beta65","48.Rc1+"
"4863","beta65","48...Kd4"
"4864","beta65","49.Rxc8"
"4865","beta65","49...Ke4"
"4866","beta65","50.Ra4+"
"4867","beta65","50...Kd3"
"4868","beta65","51.Qg3+"
"4869","beta65","51...Ke2"
"4870","beta65","52.Ra2+"
"4871","beta65","52...Kd1"
