"Site","Date","Round","White","Black","Result","ECO","WhiteElo","BlackElo","Annotator","Source","Remark","pgn","ID","Time","Moves","Termination"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","0-1","C23",0,0,NA,NA,NA,"1.e4 e5 2.Bc4 Bc5 3.Qe2 Nf6 4.d3 Nc6 5.c3 Ne7 6.f4 exf4 7.d4 Bb6 8.Bxf4 d6 9.Bd3 Ng6 10.Be3 O-O 11.h3 Re8 12.Nd2 Qe7 13.O-O-O c5 14.Kb1 cxd4 15.cxd4 a5 16.Ngf3 Bd7 17.g4 h6 18.Rdg1 a4 19.g5 hxg5 20.Bxg5 a3 21.b3 Bc6 22.Rg4 Ba5 23.h4 Bxd2 24.Nxd2 Ra5 25.h5 Rxg5 26.Rxg5 Nf4 27.Qf3 Nxd3 28.d5 Nxd5 29.Rhg1 Nc3+ 30.Ka1 Bxe4 31.Rxg7+ Kh8 32.Qg3 Bg6 33.hxg6 Qe1+ 34.Rxe1 Rxe1+ 35.Qxe1 Nxe1 36.Rh7+ Kg8 37.gxf7+ Kxh7 38.f8Q Nc2# 0-1')"">","o_26","","",""
"","","","kabwazi","Olikasaker","1-0","",1219,1206,NA,NA,NA,"","l_26","              10 min","13","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","0-1","C23",0,0,NA,NA,NA,"1.e4 e5 2.Bc4 Bc5 3.Qe2 d6 4.d3 Nf6 5.h3 Nc6 6.c3 Ne7 7.Bb3 Ng6 8.g3 c6 9.f4 exf4 10.gxf4 Bxg1 11.Rxg1 Bxh3 12.f5 Ne5 13.Rg3 Bg4 14.Qg2 h5 15.d4 Ned7 16.Bg5 Qb6 17.Nd2 O-O 18.Bf4 d5 19.e5 Rfe8 20.Be3 h4 21.Rxg4 Nxg4 22.Qxg4 Nxe5 23.dxe5 Qxe3+ 24.Kd1 Rxe5 25.Kc2 Qg3 26.Qd4 Qe3 27.Qxh4 Qh6 28.Qxh6 gxh6 29.Rf1 f6 30.c4 Kf7 31.cxd5 cxd5 32.Kd3 Rg8 33.Rf4 Ke7 34.Nf3 Rg3 35.Kd4 Kd6 36.Bd1 b5 37.b4 a6 38.a4 h5 39.axb5 axb5 40.Bc2 Re2 41.Bd3 Rb2 42.Ke3 Rg4 43.Nd4 Rxf4 44.Kxf4 Rxb4 45.Ke3 Kc5 46.Ne6+ Kb6 47.Nf4 Rxf4 48.Kxf4 Kc5 49.Be2 h4 50.Kg4 b4 51.Kxh4 Kd4 52.Kg3 b3 53.Bd1 b2 54.Bc2 Ke3 0-1')"">","o_27","","",""
"","","","chrislorey45","SirChessalot","1-0","",1200,1200,NA,NA,NA,"","c_27","2 minutes","25—?","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1/2-1/2","C23",0,0,NA,NA,NA,"1.e4 e5 2.Bc4 Bc5 3.Nf3 d6 4.c3 Qe7 5.O-O Nf6 6.d4 Bb6 7.Bg5 c6 8.Nbd2 h6 9.Bh4 g5 10.Bg3 Bc7 11.Bb3 Bg4 12.Qe1 Nbd7 13.Qe3 Nh7 14.h3 Bxf3 15.Qxf3 Nhf8 16.Nc4 h5 17.Ne3 f6 18.Nf5 Qh7 19.h4 Ng6 20.Rfd1 O-O-O 21.a4 Nf4 22.a5 d5 23.Bc2 Qf7 24.Bxf4 g4 25.Qe2 exf4 26.a6 b6 27.exd5 Rhe8 28.Qc4 Qxd5 29.Qxd5 cxd5 30.Re1 Kb8 31.Ne7 Ne5 32.dxe5 Rxe7 33.exf6 Rf7 34.Re6 Rd6 35.Rae1 Rxe6 36.Rxe6 Bd8 37.Bg6 Rxf6 38.Rxf6 Bxf6 39.g3 fxg3 40.fxg3 d4 41.c4 Kc7 42.Bxh5 d3 43.b3 Kd6 44.Bxg4 Kc5 45.Bd1 Kb4 46.Kf2 Kc3 47.Ke3 Bd4+ 48.Ke4 Bf2 49.Kf4 Kd2 50.Bf3 Kc3 51.Bd1 Kd2 52.Bg4 Kc3 53.Kf3 Bd4 54.Bf5 d2 55.Ke2 Bf2 56.h5 Bxg3 57.Kd1 Bf4 58.Be6 Bh6 59.Bf5","o_28","","",""
"","","","jcroonen","immortalgame360","1-0","",1351,1233,NA,NA,NA,"","l_28","              7|5","45","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1/2-1/2","C38",0,0,NA,NA,NA,"1.e4 e5 2.f4 exf4 3.Nf3 g5 4.Bc4 Bg7 5.h4 h6 6.d4 d6 7.c3 Nc6 8.hxg5 hxg5 9.Rxh8 Bxh8 10.Qe2 Qe7 11.Na3 Bg4 12.Bd2 O-O-O 13.O-O-O Nf6 14.Bd3 Re8 15.Re1 Nh5 16.Qf2 Bxf3 17.gxf3 a6 18.Bc2 Ng3 19.Ba4 Bg7 20.d5 Nb8 21.Bxe8 Qxe8 22.Qg2 Qh8 23.Rd1 f5 24.Be1 Be5 25.exf5 Qh7 26.Nc4 Qxf5 27.Nxe5 Qxe5 28.Bxg3 fxg3 29.Rg1 Qxd5 30.Qxg3 b6 31.Qg4+ Nd7 32.Rd1 Qe5 33.Rg1 Qe3+ 34.Kb1 c6 35.Rh1 Kc7 36.a3 b5 37.Ka2 Qe8 38.Qf5 Qe2 39.Qxg5 Qxf3 40.Rh6 Qe4 41.Qg8 Qe2 42.Rh8 Kb6 43.Rh7 Kc7 44.Qf7 Kb6 45.Rg7 Qe4 46.Qf2+ Nc5 47.Rg1 Qc4+ 48.Ka1 a5 49.Rd1 Kc7 50.Qf6 Nb7 51.Rg1 c5 52.Rg7+ Kb6 53.Qf7 Qe4 54.Ka2 a4 55.Rg8 Qc6 56.Qe6 Qf3 57.Rc8 Qh1 58.Qf7 Ka7 59.c4 Qh3 60.Rc7 Qb3+ 61.Kb1 bxc4 62.Qd5 Qb6 63.Qc6 Qxc6 64.Rxc6 d5 65.Kc2 d4 66.Kd1 Kb8 67.Ra6 Kc7 68.Rxa4 Nd6 69.Ra6 Ne4 70.Kc2 Nd6 71.a4 Nc8 72.a5 Kb7 73.Rf6 Na7 74.b3 c3 75.b4 cxb4 76.Rb6+ Kc7 77.Rxb4 Nc6 78.Rb5 Na7 79.Rb1 Kc6 80.a6 Nc8 81.Kd3 Kc7 82.Kxd4 c2 83.Rc1 Kb6 84.Rxc2 Na7 85.Ra2 Nc6+ 86.Kc4 Na7 87.Ra1 Nc6 88.Ra3 Na7 89.Kd5 Nb5 90.Rb3 Kxa6 91.Kc5 Na7 92.Rb8 Ka5 1/2-1/2')"">","o_29","","",""
"","","","chrislorey45","terminator6","0-1","",1200,1200,NA,NA,NA,"","c_29","5 minutes","2","resignation"
"","","","chris_beaver","dmjbrown","","",1144,1303,NA,NA,NA,"","l_29","              10 min","50","time"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1/2-1/2","C44",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Qf6 5.O-O d6 6.c3 d3 7.Qxd3 Qg6 8.Bf4 Be7 9.Nbd2 Nh6 10.Rae1 O-O 11.Nd4 Ne5 12.Bxe5 dxe5 13.N4f3 Bd6 14.h3 Kh8 15.Nh4 Qh5 16.Qg3 f5 17.Nxf5 Nxf5 18.exf5 Bxf5 19.Ne4 Bxe4 20.Rxe4 Rf6 21.Rh4 Qf5 22.Qe3 Qd7 23.Bd3 g6 24.Be4 Raf8 25.Qg3 Qg7 26.b4 a5 27.a3 axb4 28.axb4 c5 29.Rb1 cxb4 30.cxb4 Bc7 31.Kh1 Rb6 32.b5 Bd8 33.Rg4 g5 34.Bf3 h5 35.Re4 g4 36.hxg4 hxg4 37.Qxg4 Rh6+ 38.Kg1 Qh7 39.g3 Rg8 40.Qc8 Bb6 41.Qc3 Rxg3+ 42.Kf1 Bd4 43.Qc8+ Rg8 44.Qc4 Rh1+ 45.Ke2 Rxb1 46.Rxd4 Rb2+ 47.Rd2 Rxd2+ 48.Kxd2 Rd8+ 49.Ke2 Qh6 50.Qc3 Qg7 51.Be4 Kg8 52.Qb3+ Kf8 53.Qf3+ Qf7 54.Bxb7 Qxf3+ 55.Kxf3 1/2-1/2')"">","o_30","","",""
"","","","erik","jojo","1-0","",1538,1349,NA,NA,NA,"","c_30","4 days","22","resignation"
"","","","NTB","mbdiraimo","0-1","",1273,1266,NA,NA,NA,"","l_30","              15|10","33","game abandoned"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1/2-1/2","C44",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Qf6 5.c3 d3 6.Qxd3 d6 7.O-O Qg6 8.Bf4 Be7 9.Nbd2 h5 10.Rfe1 Bh3 11.Nh4 Bxh4 12.Qxh3 Bf6 13.e5 dxe5 14.Bxe5 Bxe5 15.f4 Nge7 16.fxe5 Qg4 17.Qxg4 hxg4 18.Nb3 Ng6 19.e6 f5 20.Rad1 Nge5 21.Bd3 Rh5 22.Bc2 Ke7 23.Nd4 Kf6 24.Rf1 Ne7 25.b4 Rah8 26.Ne2 Rxh2 27.Ng3 g6 28.Bb3 Kg5 29.Rde1 Nd3 30.Re3 Nf4 31.Rf2 R2h7 32.Rd2 Nh5 33.Nxh5 Rxh5 34.Kf2 f4 35.Re5+ Nf5 36.e7 Re8 37.Rd7 Rh7 38.Rxc7 Rhxe7 39.Rcxe7 Rxe7 40.Rxe7 Nxe7 41.a4 Kf5 42.a5 Ke5 43.Bd1 g3+ 44.Kf3 Nd5 45.Bc2 g5 46.b5 Nxc3 47.b6 axb6 48.axb6 Nb5 49.Kg4 Nd6 50.Bd3 Ne4 51.Be2 Kd5 52.Bf3 Ke5 53.Be2 Kf6 54.Bf3 Nf2+ 55.Kh5 g4 56.Bxg4 Ke7 57.Bc8 Kd6 58.Bxb7","o_31","","",""
"","","","stconn42","chrislorey45","1-0","",1200,1200,NA,NA,NA,"","c_31","6 minutes","2","resignation"
"","","","lindatimtim","thelemonspice","1-0","",1228,623,NA,NA,NA,"","l_31","              10 min","30","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1/2-1/2","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bd6 6.d4 h6 7.O-O g5 8.Nxe5 Bxe5 9.dxe5 Nxe5 10.Bb3 g4 11.Bf4 Ng6 12.Qxg4 d6 13.Qf3 Qf6 14.Bg3 Qxf3 15.gxf3 f5 16.f4 fxe4 17.Nd2 Nf6 18.Nxe4 Nxe4 19.Rfe1 Bg4 20.Rxe4+ Kd7 21.Rae1 Raf8 22.Rb4 b6 23.Ba4+ c6 24.f5 Bxf5 25.Rd4 Rf6 26.Red1 b5 27.Rxd6+ Rxd6 28.Rxd6+ Ke7 29.Bb3 Rc8 30.h4 Nxh4 31.Rxh6 Nf3+ 32.Kg2 Ne1+ 33.Kf1 Nd3 34.Bc2 c5 35.Rh5 Be4 36.f3 Rf8 37.Bxd3 Rxf3+ 38.Bf2 Bxd3+ 39.Kg2 Rf5 40.Bxc5+ Kf7 41.Rxf5+ Bxf5 1/2-1/2')"">","o_32","","",""
"","","","El_Dorado","ProVteur","0-1","",1203,1649,NA,NA,NA,"","l_32","              15|10","25","checkmate"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bd6 6.O-O h6 7.d4 Nf6 8.dxe5 Bxe5 9.Nxe5 Nxe5 10.Bb3 Qe7 11.f4 Qc5+ 12.Kh1 Neg4 13.Qe2 Qh5 14.h3 O-O 15.e5 Re8 16.Qf3 Qh4 17.exf6 d6 18.Na3 Re1 19.Bd2 Nf2+ 20.Kh2 Bxh3 21.Qxf2 Qxf2 22.Rxf2 Rxa1 23.gxh3 g6 24.Rg2 Kf8 25.f5 g5 26.h4 1-0')"">","o_33","","",""
"","","","BOYLE","JonnyChromeShakes","1-0","",1107,956,NA,NA,NA,"","c_33","2 days","2","time"
"","","","0Kage_ryu","pjerino","","",1131,1251,NA,NA,NA,"","l_33","              10 min","53","time"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.O-O Bb6 7.d4 exd4 8.cxd4 d6 9.d5 Na5 10.Bd3 Nf6 11.Nc3 O-O 12.h3 h6 13.Kh1 Nh7 14.Qc2 f5 15.exf5 c5 16.g4 a6 17.Bf4 Ba7 18.a4 c4 19.Be4 Nb3 20.Rae1 Nc5 21.Nd4 Nxe4 22.Rxe4 Qh4 23.Kg2 Ng5 24.Bxg5 Qxg5 25.f4 Qh4 26.Ne6 Bxe6 27.dxe6 h5 28.Qe2 hxg4 29.hxg4 b5 30.Nd5 Rfc8 31.e7 Kf7 32.Rh1 1-0')"">","o_34","","",""
"","","","apiri","zelipoom","0-1","",1142,1482,NA,NA,NA,"","l_34","              5|4","33","checkmate"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.d5 Na5 10.Bd3 Nf6 11.Nc3 O-O 12.h3 h6 13.Kh2 c5 14.Nd2 Bd7 15.Qe1 g5 16.f4 gxf4 17.Rxf4 c4 18.Bc2 Bd4 19.Nf3 Bxc3 20.Qxc3 Nh5 21.Rh4 Ng7 22.Bxh6 f6 23.Bxg7 Kxg7 24.e5 fxe5 25.Rh7+ Kg8 26.Nxe5 Bf5 27.Nf7 Qf6 28.Qxf6 Kxh7 29.Bxf5+ Kg8 30.Nh6# 1-0')"">","o_35","","",""
"","","","chrislorey45","MysteryGirl9xoXO","1-0","",1200,1097,NA,NA,NA,"","c_35","11 minutes","2","time"
"","","","Megusto","davood08","1-0","",1268,1086,NA,NA,NA,"","l_35","              10 min","10","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","0-1","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.Bb2 Nf6 10.d5 Na5 11.Bd3 O-O 12.Nc3 Bg4 13.h3 Bh5 14.Kh1 Qd7 15.Kh2 Rae8 16.g4 Nxg4+ 17.hxg4 Qxg4 18.Be2 Qf4+ 19.Kh1 Bxf3+ 20.Bxf3 f5 21.Bg2 Rf6 22.Qd3 Rh6+ 23.Bh3 fxe4 24.Nxe4 Rxe4 25.Bc1 Re3 26.Bxe3 Rxh3+ 27.Kg2 Qh2# 0-1')"">","o_36","","",""
"","","","MysteryGirl9xoXO","Son5ny","1-0","",1200,1200,NA,NA,NA,"","c_36","24 minutes","25—?","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.Bb2 Nf6 10.d5 Na5 11.Bd3 O-O 12.h3 Nh5 13.Qd2 f5 14.Nc3 f4 15.Rfe1 a6 16.e5 Bf5 17.e6 Qe7 18.Na4 Bxd3 19.Qxd3 Ba7 20.Bc3 b6 21.Nd4 Qg5 22.Nf3 Qf5 23.Qxf5 Rxf5 24.Bxa5 bxa5 25.Rac1 Rc8 26.Rc6 Rxd5 27.Rec1 Ng3 28.Re1 Nf5 29.e7 Re8 30.Rxc7 Bd4 31.Ng5 h6 32.Rc8 hxg5 33.Rxe8+ Kh7 34.Rh8+ Kxh8 35.e8Q+ Kh7 36.Qf7 Rb5 37.Re6 1-0')"">","o_37","","",""
"","","","stconn42","NathamCrewott","0-1","",1215,1434,NA,NA,NA,"","c_37","1 hour","25—?,","time"
"","","","jhoom","pivalp","draw","",655,982,NA,NA,NA,"","l_37","              10 min","71","draw"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.Bb2 Nf6 10.d5 Na5 11.Bd3 O-O 12.h3 Nh5 13.Qd2 f5 14.exf5 Bxf5 15.Nc3 Bxh3 16.Bxh7+ Kh8 17.Bc2 Rxf3 18.gxf3 Qh4 19.Ne2 Rf8 20.Qh6+ Kg8 21.Bh7+ Kf7 22.Bg6+ Ke7 23.Qxh5 Qxh5 24.Bxh5 Bxf1 25.Kxf1 Rf5 26.Bg4 Rxd5 27.Nf4 Rd2 28.Re1+ Kf8 29.Re2 Rxe2 30.Kxe2 Nc4 31.Ne6+ Kf7 32.Bxg7 c5 33.f4 d5 34.f5 Nd6 35.Be5 Ne8 36.Bh5+ Ke7 37.Bxe8 Kxe8 38.f6 c4 39.Ng5 Bc5 40.f7+ Kd7 41.Bg7 1-0')"">","o_38","","",""
"","","","chrislorey45","john","1-0","",1097,1200,NA,NA,NA,"","c_38","9 minutes","2","resignation"
"","","","datuin","ulocap","1-0","",1155,1028,NA,NA,NA,"","l_38","              10 min","33","checkmate"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","0-1","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.Bb2 Nf6 10.e5 dxe5 11.d5 Ne7 12.Bxe5 O-O 13.Bxf6 gxf6 14.Nc3 f5 15.Qd2 Kh8 16.Rae1 Ng6 17.Qh6 Qf6 18.Ne5 Qg7 19.Nxg6+ fxg6 20.Qxg7+ Kxg7 21.Re7+ Kh6 22.Nb5 c6 23.dxc6 bxc6 24.Nd6 Bc5 25.Nf7+ Kg7 26.Rc7 Bb6 27.Re7 Kf6 28.Rfe1 Ba5 29.R1e2 Rb8 30.h4 Rb1+ 31.Kh2 Bb4 32.Rc7 Rc1 33.Rxc6+ Kg7 34.Ng5 Bd7 35.Ne6+ Kh6 36.Ra6 Rxc4 37.Nxf8 Bxf8 38.Rxa7 Rxh4+ 39.Kg3 f4+ 40.Kf3 Bc6+ 41.Re4 Bxe4+ 42.Kxe4 Bc5 0-1')"">","o_39","","",""
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","0-1","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.Nc3 Nf6 10.Bg5 h6 11.Bxf6 Qxf6 12.e5 dxe5 13.Nxe5 Nxe5 14.dxe5 Qh4 15.Qe2 O-O 16.Kh1 Bg4 17.f3 Bh5 18.Rad1 Rfe8 19.g4 Bg6 20.f4 c6 21.f5 Bh7 22.Rd7 Re7 23.Rxe7 Qxe7 24.e6 fxe6 25.Bxe6+ Kh8 26.Rd1 Rf8 27.Rd7 Qc5 28.Qe1 Ba5 29.Ne4 Qxf5 30.gxf5 Bxe1 31.Nd6 Bg8 32.Rxb7 Bf2 33.Nf7+ Bxf7 34.Bxf7 Bb6 35.Kg2 Kh7 36.Kf3 h5 37.Bg6+ Kh6 38.Re7 Rd8 39.Re6 Kg5 40.Re7 Bd4 41.Re4 Bf6 42.Rc4 Rc8 43.h4+ Kh6 44.a4 c5 45.Bf7 Bd4 46.Kf4 Rb8 47.Rc2 Rb4 48.Rc4 Bf2 49.Ke5 Bxh4 50.Rxc5 Bf6+ 51.Ke6 Rxa4 52.Rc8 h4 53.Be8 Re4+ 54.Kf7 Kg5 55.Rc5 Re2 56.Rc7 a5 57.Bd7 h3 58.Be6 h2 59.Rc1 Kg4 60.Bc8 Kg3 61.Kg6 a4 62.Bb7 Re3 63.Rc2 a3 64.Rg2+ Kh3 65.Rd2 Bb2 66.Kh5 a2 67.f6 gxf6 0-1')"">","o_40","","",""
"","","","MicahT","LXBowHunter","1-0","",1240,1175,NA,NA,NA,"","l_40","              35 min","33","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.d5 Nce7 10.e5 Ng6 11.Bb2 dxe5 12.Bxe5 Nf6 13.Bxf6 Qxf6 14.Re1+ Kf8 15.Nbd2 Bf5 16.Qb3 h6 17.a4 Rb8 18.a5 Bc5 19.Bd3 Nf4 20.Bxf5 Qxf5 21.Ne4 Qg4 22.g3 Nh3+ 23.Kg2 Bd6 24.Nxd6 cxd6 25.Ra4 Qd7 26.Rh4 g5 27.Rxh3 g4 28.Rh4 gxf3+ 29.Qxf3 Qb5 30.Rhe4 Rh7 31.Qf5 Rg7 32.Re7 Qxa5 33.Rxb7 Qd8 34.Rxa7 Qg5 35.Qxg5 Rxg5 36.Ree7 Rf5 37.g4 Rf6 38.Re2 Rb5 39.Rd2 Kg7 40.Rd7 Rb4 41.h3 Kg6 42.Rd3 Rbf4 43.f3 Ra4 44.Kg3 Rb4 45.h4 Ra4 46.Rd8 Kg7 47.Re3 Ra6 48.Ree8 Rg6 49.Re7 Kf6 50.Rdd7 Rg7 51.Re3 Rb6 52.f4 Rh7 53.h5 Rg7 54.Kh4 Ra6 55.Rf3 Rb6 56.Rc3 Rg8 57.Rc6 Rxc6 58.dxc6 Ke6 59.f5+ Ke5 60.c7 Rc8 61.Rxf7 d5 62.Rd7 d4 63.g5 Kxf5 64.g6 Ke6 65.Rxd4 Rxc7 66.Rf4 Ra7 67.Rf8 Ra4+ 68.Kg3 Ra3+ 69.Kf4 Ra4+ 70.Ke3 Ra3+ 71.Kd4 Ra4+ 72.Kc3 Ra3+ 73.Kc4 Ra4+ 74.Kb3 Rg4 75.Rh8 Kf6 76.Rxh6 Kg7 77.Rh7+ Kg8 78.Kc3 Rh4 79.Kd3 Rg4 80.Ke3 Rh4 81.Kf3 Rb4 82.Kg3 Ra4 83.Rf7 Rb4 84.Rf4 Rb1 85.Kg4 Rg1+ 86.Kh4 Kg7 87.Rf7+ Kg8 88.Rf3 Kg7 89.Rg3 Ra1 90.Rg4 Rb1 91.Re4 Rg1 92.Re3 Kh6 93.Re7 Rh1+ 94.Kg4 Rg1+ 95.Kf5 Rf1+ 96.Ke6 Kxh5 97.g7 Rg1 98.Kf7 Rf1+ 99.Ke8 Rg1 100.Kf8 1-0')"">","o_41","","",""
"","","","ahmedzago","BBQ-who","1-0","",1401,1432,NA,NA,NA,"","l_41","              1 min","39","time"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.d5 Ne5 10.Nxe5 dxe5 11.Nd2 Qf6 12.Nf3 Ne7 13.Bb2 Ng6 14.Kh1 O-O 15.Nxe5 Nxe5 16.f4 Nxc4 17.Bxf6 gxf6 18.Rf3 Kh8 19.Qd3 Nd6 20.f5 Rg8 21.Rf4 Bd7 22.Qc3 Rg7 23.Qxf6 Rag8 24.Rh4 Be3 25.Qc3 Bg5 26.Rg4 f6 27.h4 h5 28.hxg5 hxg4 29.g6 Nxe4 30.Qxc7 Re8 31.Rf1 g3 32.Qf4 Kg8 33.Kg1 Re5 34.Qe3 b6 35.Qd4 Nd6 36.Qh4 Ne4 37.d6 a5 38.Rf4 Nc3 39.Rf1 Ne2+ 40.Kh1 Bxf5 41.Rxf5 Re8 42.Qc4+ 1-0')"">","o_42","","",""
"","","","erik","vernon","1-0","",1200,1200,NA,NA,NA,"","c_42","3 hours","29","resignation"
"","","","CanPolat","memati","1-0","",1269,1056,NA,NA,NA,"","l_42","              20 min","29","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1/2-1/2","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.d5 Ne5 10.Nxe5 dxe5 11.Nd2 Ne7 12.Nf3 Qd6 13.Bb5+ Bd7 14.Bxd7+ Kxd7 15.Qa4+ Kd8 16.Ba3 Qf6 17.d6 Nc6 18.Rad1 Nd4 19.Nxd4 Bxd4 20.Kh1 c5 21.Rxd4 cxd4 22.f4 exf4 23.Bc5 d3 24.Bb6+ axb6 25.Qxa8+ Kd7 26.Qxh8 f3 27.gxf3 d2 28.Qb8 Qxf3+ 29.Rxf3 d1Q+ 30.Kg2 Qd2+ 31.Rf2 Qg5+ 32.Kf3 Qf6+ 33.Ke2 Qb2+ 34.Kf1 Qc1+ 35.Ke2 Qb2+ 36.Kd3 Qa3+ 37.Ke2 Qb2+ 38.Kf3 Qf6+ 39.Kg4 Qg6+ 1/2-1/2')"">","o_43","","",""
"","","","chrissmorrow","JRom","0-1","",1209,1429,NA,NA,NA,"","l_43","              10 min","29","resignation"
"London (England)","1834.??.??","?","De La Bourdonnais Louis C (FRA)","MacDonnell Alexander (ENG)","1-0","C51",0,0,NA,NA,NA,"1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O d6 7.d4 exd4 8.cxd4 Bb6 9.d5 Na5 10.Bd3 Nf6 11.h3 h6 12.Nc3 O-O 13.Kh1 Nh7 14.Qc2 f5 15.exf5 c5 16.g4 a6 17.Bf4 Bc7 18.a4 c4 19.Be4 Nb3 20.Rae1 Nc5 21.Nd4 Nxe4 22.Kg2 Neg5 23.Bxg5 Qxg5 24.f4 Qh4 25.Ne6 Bxe6 26.dxe6 h5 27.Qe2 hxg4 28.hxg4 b5 29.Nd5 Rfc8 30.e7 Kf7 31.Rh1 1-0')"">","o_44","","",""
"","","","Epic_hero","timbit","0-1","",904,1297,NA,NA,NA,"","c_44","1 day","8","time"
